"";"a";"b";"c";"v";"a_res";"b_res";"c_res";"v_res";"total_res";"select_av";"select_all";"select_t10";"TFZ";"TOTALWEIGHT";"NUM_TFZ";"VMAX";"T10"
"1874";13;48;"P";80;0,918918918918919;1;1;1;0,918918918918919;1;0;1;"185-2";1795;1;90;564,333583348713
"1128";16;54;"P";80;0,945945945945946;0,918918918918919;1;1;0,918918918918919;0;1;0;"185-2";1935;1;90;572,029896057194
"377";12;50;"P";90;1;0,972972972972973;1;0,918918918918919;0,918918918918919;0;0;0;"ER 20D-2";1880;1;80;728,401896200851
