"X";"TRAINRUN";"TFZ";"NUM_TFZ";"VMAX";"TOTALLENGTH";"TOTALWEIGHT";"BREAKCLASS";"BrH";"LZB";"ELECTRIC";"TRAINCLASS";"T10km";"T10SYS";"STABFQ";"NAME"
1;47;"264-1";1;100;583;976;"P";100;FALSE;0;"NGz";470,24285953965;553,979947127541;1,17807200234761;"G3"
2;51362;"155-1";1;100;619;1723;"P";67;FALSE;1;"Gz";518,721061789015;553,979947127541;1,06797272741716;"G3"
3;51366;"155-1";1;100;619;1723;"P";68;FALSE;1;"Gz";518,721061789015;553,979947127541;1,06797272741716;"G3"
4;69247;"250-1";1;100;620;1106;"P";70;FALSE;0;"NGz";518,196933907029;682,444907837691;1,31696052829238;"s90"
5;79418;"185-2";1;100;649;1685;"P";80;TRUE;1;"NGz";503,276651688776;553,979947127541;1,10074636935496;"G3"
6;47317;"180-1";1;100;551;1084;"P";72;FALSE;1;"FGz";505,080665985337;553,979947127541;1,09681479501261;"G3"
7;54864;"261-1";1;100;216;680;"P";50;FALSE;0;"NGz";638,747656331968;638,747656331968;1;"no"
8;54865;"261-1";1;80;216;330;"P";50;FALSE;0;"NGz";532,763295750814;682,444907837691;1,28095331131236;"s90"
9;61605;"232-2";1;90;421;1922;"P";65;FALSE;0;"FGz";672,354179459543;672,354179459543;1;"no"
10;61606;"232-2";1;100;421;922;"P";72;FALSE;0;"FGz";520,185651725668;682,444907837691;1,311925666488;"s90"
11;98672;"214-1";2;80;504;1726;"P";72;FALSE;0;"NGz";724,225925614111;724,225925614111;1;"no"
