"X";"TRAINRUN";"TFZ";"NUM_TFZ";"VMAX";"TOTALLENGTH";"TOTALWEIGHT";"BREAKCLASS";"BrH";"LZB";"ELECTRIC";"TRAINCLASS";"T10km";"T10SYS";"STABFQ";"NAME"
1;1001;"185-2";1;100;649;1685;"P";75;TRUE;1;"FGz";503,276651688776;553,979947127541;1,10074636935496;"G3"
2;32846;"189-2";1;100;619;1886;"G";85;TRUE;1;"NGz";542,384503687847;710,313658532563;1,30961274465423;"s90"
3;43100;"189-2";1;100;649;1686;"P";78;TRUE;1;"FGz";498,07686857548;553,979947127541;1,11223785338987;"G3"
4;43556;"145-2";1;100;598;1379;"P";68;TRUE;1;"FGz";491,404347143982;553,979947127541;1,12734034679841;"G3"
5;43944;"189-2";1;100;639;1686;"P";90;TRUE;1;"FGz";498,07686857548;553,979947127541;1,11223785338987;"G3"
6;43945;"189-2";1;100;639;1686;"P";92;FALSE;1;"FGz";498,07686857548;553,979947127541;1,11223785338987;"G3"
7;47512;"145-2";1;100;598;1379;"P";70;TRUE;1;"NGz";491,404347143982;553,979947127541;1,12734034679841;"G3"
8;47520;"155-1";1;100;670;1223;"P";66;FALSE;1;"FGz";476,24431923425;553,979947127541;1,16322636250713;"G3"
9;48434;"155-1";1;100;579;1123;"P";67;TRUE;1;"FGz";468,829936811837;553,979947127541;1,18162238293643;"G3"
10;48435;"155-1";1;100;579;1123;"P";67;TRUE;1;"Gz";468,829936811837;553,979947127541;1,18162238293643;"G3"
11;50161;"151-1";1;120;699;1318;"P";75;TRUE;1;"FGz";476,093852585594;553,979947127541;1,16359399332497;"G3"
12;50214;"145-2";1;100;598;1680;"P";73;FALSE;1;"FGz";520,48741575077;710,313658532563;1,36470861165391;"s90"
13;50304;"152-3";1;120;719;1462;"P";75;TRUE;1;"FGz";483,160130391067;553,979947127541;1,14657628451079;"G3"
14;50305;"152-3";1;110;719;1587;"P";75;TRUE;1;"FGz";491,64402149005;553,979947127541;1,12679077322768;"G3"
15;50500;"152-3";1;120;719;1187;"P";76;TRUE;1;"FGz";465,411227219972;553,979947127541;1,19030206992774;"G3"
16;50501;"152-3";1;120;719;1462;"P";75;TRUE;1;"FGz";483,160130391067;553,979947127541;1,14657628451079;"G3"
17;51040;"155-1";1;80;629;1723;"P";47;FALSE;1;"FGz";562,99538803629;562,99538803629;1;"no"
18;51041;"185-2";1;80;629;2665;"G";64;FALSE;1;"GzG";640,148770642023;710,313658532563;1,10960715869245;"s90"
19;51775;"155-1";1;100;594;1573;"P";70;TRUE;1;"FGz";504,84328877338;553,979947127541;1,0973305171067;"G3"
20;51779;"155-1";1;100;529;1573;"P";70;FALSE;1;"FGz";504,84328877338;553,979947127541;1,0973305171067;"G3"
21;52252;"155-1";1;100;719;1573;"P";60;TRUE;1;"FGz";504,84328877338;553,979947127541;1,0973305171067;"G3"
22;60043;"155-1";1;100;719;1323;"P";62;FALSE;1;"FGz";483,963555387067;553,979947127541;1,14467286009682;"G3"
23;60060;"151-1";1;100;719;1318;"P";62;FALSE;1;"FGz";476,093852585594;553,979947127541;1,16359399332497;"G3"
24;60162;"155-1";1;100;670;1323;"P";60;FALSE;1;"NGz";483,963555387067;553,979947127541;1,14467286009682;"G3"
25;60417;"155-1";1;90;579;1123;"P";63;FALSE;1;"FGz";494,476460035321;553,979947127541;1,12033633934358;"G3"
26;60657;"155-1";1;100;499;823;"P";80;FALSE;1;"FGz";448,149852550641;553,979947127541;1,23614889969185;"G3"
27;62147;"185-2";1;100;559;885;"P";70;TRUE;1;"NGz";448,755855467238;553,979947127541;1,23447959592805;"G3"
28;62518;"140-1";1;100;216;883;"P";60;FALSE;1;"NGz";477,084858681751;553,979947127541;1,16117696264405;"G3"
29;63019;"155-1";1;100;469;823;"P";80;FALSE;1;"FGz";448,149852550641;553,979947127541;1,23614889969185;"G3"
30;63290;"143-6";2;100;534;965;"P";85;FALSE;1;"NGz";440,744493574467;553,979947127541;1,25691858935032;"G3"
31;63346;"143-6";2;90;484;1900;"P";60;TRUE;1;"NGz";511,246920689024;553,979947127541;1,08358588523316;"G3"
32;88724;"182-2";1;100;619;1886;"G";85;TRUE;1;"GzG";542,737863718034;710,313658532563;1,30876009583438;"s90"
33;88725;"182-2";1;100;619;1686;"P";85;TRUE;1;"FGz";498,345514673602;553,979947127541;1,11163827267589;"G3"
34;91506;"218-1";1;100;64;309;"P";85;FALSE;0;"NGz";452,73718000809;553,979947127541;1,22362370839002;"G3"
35;92360;"634-1";1;100;53;97;"P";70;FALSE;0;"NGz";431,228085641113;553,979947127541;1,28465646272536;"G3"
36;49703;"185CL1-1";1;120;669;884;"P";100;TRUE;1;"FGz";448,64183090707;553,979947127541;1,23479334507774;"G3"
37;50213;"145-2";1;90;598;2080;"G";70;FALSE;1;"GzG";591,990602075961;710,313658532563;1,19987320075973;"s90"
38;51032;"155-1";1;90;469;1723;"P";52;FALSE;1;"FGz";534,069987624644;553,979947127541;1,03727968237169;"G3"
39;60108;"155-1";1;100;619;1123;"P";70;FALSE;1;"FGz";468,829936811837;553,979947127541;1,18162238293643;"G3"
40;61201;"155-1";1;90;369;2123;"G";66;FALSE;1;"GzG";592,84316948591;710,313658532563;1,19814766382232;"s90"
41;63275;"145-2";1;100;618;1280;"P";87;FALSE;1;"FGz";483,071496971657;553,979947127541;1,1467866570485;"G3"
42;69399;"ER 20D-2";1;100;559;1080;"P";77;FALSE;0;"FGz";575,254469476218;710,313658532563;1,23478164225185;"s90"
43;69444;"ER 20D-2";1;80;559;1880;"P";77;FALSE;0;"NGz";728,401896200851;728,401896200851;1;"no"
44;95069;"189-2";1;100;519;1786;"P";89;FALSE;1;"FGz";505,243774163783;553,979947127541;1,09646070957414;"G3"
45;95105;"142-1";2;80;506;2865;"P";58;FALSE;1;"FGz";590,772363693401;710,313658532563;1,20234747287739;"s90"
46;52242;"155-1";1;100;719;1723;"P";70;FALSE;1;"NGz";518,721061789015;553,979947127541;1,06797272741716;"G3"
47;52244;"155-1";1;90;719;1723;"P";60;FALSE;1;"NGz";534,069987624644;553,979947127541;1,03727968237169;"G3"
48;54365;"155-1";1;90;659;1723;"P";56;FALSE;1;"NGz";534,069987624644;553,979947127541;1,03727968237169;"G3"
49;54367;"155-1";1;100;659;1723;"P";56;FALSE;1;"NGz";518,721061789015;553,979947127541;1,06797272741716;"G3"
50;54382;"294-3";1;80;314;680;"P";37;FALSE;0;"NGz";637,948435799016;637,948435799016;1;"no"
51;54383;"294-3";1;80;314;380;"P";37;FALSE;0;"NGz";542,497558011265;542,497558011265;1;"no"
52;62952;"185-2";1;90;399;1795;"P";56;TRUE;1;"NGz";531,723130957742;553,979947127541;1,0418579047515;"G3"
53;91045;"145-2";1;100;628;980;"P";67;TRUE;1;"NGz";460,150386553409;553,979947127541;1,20391064164246;"G3"
54;93690;"714-1";1;70;9;21;"P";99;FALSE;0;"NGz";558,926967216664;558,926967216664;1;"no"
