"BTS";"NUM_TRAINS";"NUM_NOSYS";"SUM_T10_TRAINS";"SUM_T10_SYS";"MIN_BFQ";"Q25_BFQ";"Q50_BFQ";"Q75_BFQ";"MAX_BFQ";"ANZ_SYS"
"167A";25;1;14727,9852634476;16811,9914961602;1;1,07637428046899;1,18511371395719;1,21407170097251;1,43270681245106;2
"169";182;13;99387,8357319995;112334,334254249;1;1,01495836592651;1,05993556618573;1,20691633866145;1,4711769781668;2
"17";61;6;35227,4454767574;41458,1242872132;1;1,08867521536393;1,20873145244579;1,30710824845968;1,41622521105219;2
"171";10;0;5841,97793667285;6564,78809102308;1,0064471530352;1,05676598850246;1,10325212618251;1,18625906760209;1,29844949338311;2
"171A";1;0;680,651875792016;671,011261966804;1;1;1;1;1;1
"173A";20;2;14937,7774162175;17595,9064774875;1;1,0597833268527;1,14810854587352;1,2507976131963;1,77109743283704;3
"173B";178;7;95890,3426861052;110340,509600803;1;1,10313242657356;1,14274526957213;1,17098735331986;1,44387811430723;2
"173C";199;4;106748,129250336;125817,393818365;1;1,134668899532;1,18607411350349;1,20170927850651;1,44387811430723;2
"177A";134;10;74213,7545193343;84752,6628377498;1;1,10173938326041;1,14403422351969;1,18223149155212;1,44387811430723;2
"177B";50;4;27869,3269830882;30986,7267838101;1;1,01495836592651;1,05269086321358;1,09079444357493;1,4711769781668;2
"181";67;4;34994,0376843901;37917,8819890679;1;1,000592689785;1,04384487905084;1,08650495438079;1,4711769781668;2
"183";33;2;17824,976797576;20527,5464079277;1;1,03050158305146;1,20303675936488;1,30469834901098;1,44387811430723;2
"185";21;0;12052,6227808865;13734,8993155914;1,01267065063729;1,09505116831654;1,16054516693314;1,18565871599482;1,37020483959575;3
"187A";137;9;77644,0279255881;88085,1840700968;1;1,07400748215068;1,10396606198807;1,19765698212262;1,44061435533073;2
"187B";40;6;23236,0904859515;25533,206242854;1;1,02388852757247;1,08858985626119;1,12866697260833;1,60537164384901;2
"19";52;7;54783,3477276376;59550,8067359507;1;1,07721763349692;1,17633905833523;1,29279702506706;1,3991386686382;2
"191";37;0;18783,9638870379;21437,4328372457;1;1,10970173641172;1,13576304825943;1,19372302113817;1,27382301820518;1
"193A";100;5;51704,3938651137;56333,3264815919;1;1,00931566206561;1,04859381531254;1,14248880563533;1,4711769781668;2
"193B";104;6;55643,6655007569;59660,137397107;1;1,000592689785;1,02878213408897;1,09867316182637;1,4711769781668;2
"195";51;0;24395,0015703585;28661,5684967357;1;1,06693427895314;1,13653851389713;1,19611573398164;1,96823990912457;2
"195A";92;5;47519,121482748;56012,6880855211;1;1,0436507878446;1,09505116831654;1,19627202354725;1,96823990912457;2
"197B";54;4;54785,3749193297;60561,7468551397;1;1,02746514588775;1,11960759276413;1,21484729382732;1,79370445717379;2
"201";49;5;26432,2047359846;28298,7799963796;1;1,000592689785;1,02476227480874;1,14471350710875;1,48713140408349;2
"203";109;2;56422,9623943481;63133,3096898079;1;1,01857033748036;1,06682345985951;1,18668699787324;1,54125419023094;2
"207A";46;4;26272,4409022958;29157,4072282311;1;1,000592689785;1,04222799586764;1,18828412244657;1,36496703439649;2
"209";42;4;24803,5175988461;31058,5025052562;1;1,10501876953492;1,24786147654885;1,36341705259171;1,56903885856553;2
"21";59;5;36381,7750585311;44706,0993536817;1;1,07961714455293;1,13292536153899;1,3702452053959;1,72134640794806;2
"215A";142;12;75285,558851415;81325,3667924253;1;1,000592689785;1,02795164462974;1,10084327379065;1,60537164384901;2
"215B";123;12;67285,7212464053;72298,0663736845;1;1,000592689785;1,02746514588775;1,09845752283417;1,60537164384901;2
"221";38;0;19026,7445713659;20883,894170458;1;1,000592689785;1,05847253267924;1,17979900321906;1,71236297693494;2
"223";86;4;44517,9353447894;50438,7675518125;1;1,02881937463458;1,07531262186017;1,12241505484939;1,60068705458837;2
"225";23;2;11744,7679439715;12679,3203243625;1;1,02746514588775;1,02746514588775;1,1336685726543;1,40814742776502;2
"251";138;3;69907,7556029598;76373,2361295607;1;1,02878213408897;1,05037040024183;1,10084327379065;1,5876730560764;2
"253";17;0;8539,6716206055;9053,42725983878;1;1,02035923314943;1,04238355170217;1,09505116831654;1,19446039883935;1
"287";1;0;521,496984176959;532,554544696399;1,02120349849557;1,02120349849557;1,02120349849557;1,02120349849557;1,02120349849557;1
"289";25;4;13165,7587268983;14001,5606373845;1;1,00318532605628;1,01795436972304;1,04551451021291;1,35471930521754;2
"291";25;1;14933,4685667998;17611,0008734459;1;1,11859266534327;1,16811153967846;1,33432176374903;1,50862330189194;2
"293";152;14;93384,4363850373;110475,844202422;1;1,04076781201218;1,15092897554996;1,30128104105094;1,7340537065276;2
"295";10;0;5084,25840224188;6044,21753607168;1,00080439085357;1,07686006301588;1,12258744403967;1,30378748671384;1,44387811430723;2
"297";46;1;24431,7146302997;28547,189556351;1;1,11730132453424;1,15654896220168;1,21611993094351;1,36209345913971;2
"299";14;5;10140,8000794834;10652,6304246661;1;1;1,08540345412939;1,11893060649238;1,17299459872294;1
"303";102;6;59455,0794697443;68839,5615884167;1;1,06611830452294;1,16836980013277;1,24956778498058;1,44073193037812;2
"305";30;2;15684,9958825893;18018,3540715476;1;1,08858985626119;1,11925842243823;1,19502440785362;1,70165632948125;2
"31";29;1;15597,191815055;17003,4680501992;1;1,0064471530352;1,07946164671573;1,14274526957213;1,44387811430723;2
"319";73;6;42625,9901112447;50409,5825969625;1;1,06673165184312;1,11940362231826;1,31305067851179;1,71737482466564;2
"329";30;5;17895,306520612;19640,8009999041;1;1,04181895184236;1,08858985626119;1,15474613908427;1,3510647267351;2
"33";85;8;50541,9773957841;58212,5432781018;1;1,08858985626119;1,16350314141185;1,2721249047422;1,34382136447546;3
"35";41;2;23222,6002934368;26949,9101028772;1;1,06673165184312;1,18634361484615;1,26148893138556;1,32338875715507;2
"37";136;11;165242,066937758;187047,758190821;1;1,08220022180706;1,24394250193483;1,36670768688543;1,8684661697321;2
"39A";63;4;61314,3203821046;66230,4432516557;1;1,0639845215389;1,13576304825943;1,21212373192472;1,35471847936647;2
"39B";59;5;59402,6020368625;63987,0532741283;1;1,02881937463458;1,10578817177065;1,19731782869118;1,42155733052815;2
"41";65;6;87368,6707360471;93579,1044438239;1;1,0064471530352;1,1041925869592;1,28518313833077;1,60068705458837;2
"43";39;2;27066,917456975;34704,4379157678;1;1,10578817177065;1,19496230396028;1,39614848414122;1,65379542168418;3
"47";11;3;6990,51037854809;7761,62578176379;1;1,0032235765176;1,08013675383179;1,24709612179258;1,35991034428963;2
"5";42;4;51165,2716938961;55566,3757924514;1;1,02116724665628;1,13058580330961;1,19140723018683;1,76549789195707;2
"53";82;11;55831,8026801437;63372,8230753528;1;1,02116724665628;1,14948239975064;1,25031221901834;1,42171597465518;3
"55A";29;4;41726,193015608;44060,6033434473;1;1,05141806578236;1,14328590232243;1,2185457304573;1,45297625516209;2
"55B";51;6;57017,0051356568;65215,585461452;1;1,12393312043927;1,26666946342426;1,40153496053043;1,68567847791081;2
"57A";177;17;107925,4291225;128473,163176318;1;1,07291327543125;1,19321859865099;1,3142557388805;1,63526092186877;2
"57B";134;10;76632,8113499319;87683,2339833498;1;1,06556929173307;1,15686716319881;1,23952260227297;1,43497303719454;2
"61";38;2;20584,4971651855;24685,236527311;1;1,09892661524027;1,18722658892885;1,33930043750852;1,50184445005872;2
"63B";66;5;34598,6164987904;40297,3354832605;1;1,06615753154432;1,19101759363172;1,20683016759588;1,60537164384901;2
"65";50;4;29000,8360754269;33222,6415679106;1;1,06808199366984;1,10814854894444;1,25252287243279;1,43497303719454;2
"67";49;1;24840,2179168666;27484,1421823366;1;1,01267065063729;1,09398672538783;1,20644599643748;1,46067187808257;2
"71";44;1;20520,5439210333;24152,4632585176;1;1,18963838360586;1,19985180210806;1,20690901415207;1,31757931751989;2
"73";38;2;21059,8896627495;25127,0948422206;1;1,06673165184312;1,19889090432764;1,29875370956605;1,4603221087934;2
"741";42;9;26337,3863366213;29418,149807429;1;1,00855404432766;1,09779160783651;1,21686499697709;1,41324342845332;2
"75";53;3;29364,0034583484;34396,3949813196;1;1,06673165184312;1,18692514944915;1,28580751662302;1,48617520792463;2
"777";3;0;1564,45500912122;1597,6636340892;1,000592689785;1,00958151363268;1,01857033748036;1,03204242384664;1,04551451021291;1
"77A";124;10;72728,1440160404;81443,4125579211;1;1,01860444435664;1,12835219381716;1,18239461278584;1,42616059488369;2
"77B";85;8;50485,6119945153;56586,7817211456;1;1,01860444435664;1,1019724845084;1,20355501239778;1,42616059488369;2
"79";135;12;102403,046043501;113118,801859826;1;1,02878213408897;1,10084327379065;1,18186807841695;1,68214930850299;2
"81A";107;6;60661,8874102957;68314,6630075758;1;1,02886748561858;1,0767957347046;1,18186807841695;1,53741396983019;2
"81B";27;4;15886,1937232513;17884,3264172664;1;1,04688687327206;1,09791422459126;1,20303675936488;1,64925106335464;2
"87";56;5;34101,6017241307;38198,1125867571;1;1,01860444435664;1,10173938326041;1,20383822428206;1,42616059488369;2
"89";137;13;74537,5840985494;80696,71512843;1;1,01395969799434;1,04306851422587;1,10084327379065;1,4711769781668;2
"91";99;5;51115,1663399204;56330,4085466375;1;1,02476227480874;1,06682345985951;1,10945238655695;1,43400776480878;2
"93";25;4;14394,9373080625;15435,9975593678;1;1,01436616295122;1,01999797160417;1,10578817177065;1,42979514020699;2
"95";128;3;65196,6425552939;69984,7138792147;1;1,01841634554103;1,04306851422587;1,08793985091443;1,5876730560764;2
"97";274;22;147171,061553999;164251,866239091;1;1,01857033748036;1,06337951302262;1,18129417232065;1,5876730560764;2
"99";42;8;52326,7210353571;54544,7358824039;1;1,00225191265905;1,07842694626042;1,18941632292884;1,34292961545971;2
"9A";62;1;35129,4818993636;41837,2370809584;1;1,09629639769429;1,2185457304573;1,27317138029145;1,45441850996416;2
"9B";70;7;38348,7058348193;44373,2654486625;1;1,06733231625208;1,11935128021174;1,22660719995981;1,50184445005872;2
