"tfz";"totalmass";"num_tfz";"vmax";"brh";"breakclass";"total_res";"t10";"sta"
"180-1";2484;1;80;54;"G";0,9169;750,985958691341;"187A"
"180-1";2484;1;80;54;"G";0,9169;750,985958691341;"187B"
"185-2";2275;1;80;50;"P";0,9189;565,049630023443;"191"
"185-2";2275;1;80;54;"P";0,906;565,049630023443;"193A"
"180-1";2484;1;80;63;"G";0,9038;750,985958691341;"193B"
"185-2";2275;1;80;54;"P";0,9022;565,049630023443;"195A"
"185-2";2275;1;80;61;"P";0,9216;565,049630023443;"195"
"180-1";2484;1;80;53;"G";0,9074;750,985958691341;"197B"
"180-1";2484;1;80;56;"G";0,9231;750,985958691341;"19"
"180-1";2484;1;80;58;"G";0,9123;750,985958691341;"1"
"185-2";2275;1;80;54;"P";0,906;565,049630023443;"201"
"180-1";2484;1;80;62;"G";0,9083;750,985958691341;"203"
"180-1";2484;1;80;54;"G";0,913;750,985958691341;"207A"
"285-2";2560;1;80;47;"G";0,9048;778,273586937253;"209"
"180-1";2484;1;80;58;"G";0,9014;750,985958691341;"215A"
"180-1";2484;1;80;55;"G";0,935;750,985958691341;"215B"
"285-2";2560;1;90;50;"G";0,9153;778,273586937253;"21"
"185-2";2275;1;80;54;"P";0,9048;565,049630023443;"221"
"185-2";2275;1;80;54;"P";0,9048;565,049630023443;"223"
"185-2";2275;1;80;54;"P";0,9048;565,049630023443;"225"
"185-2";2275;1;80;62;"P";0,9058;565,049630023443;"251"
"185-2";2275;1;80;67;"P";0,9412;565,049630023443;"253"
"180-1";2484;1;80;54;"G";0,9169;750,985958691341;"279"
"180-1";2484;1;80;54;"G";0,9169;750,985958691341;"287"
"180-1";2484;1;80;61;"G";0,9041;750,985958691341;"289"
"285-2";2560;1;90;64;"G";0,96;778,273586937253;"291"
"285-2";2560;1;80;55;"G";0,9079;778,273586937253;"293"
"180-1";2484;1;80;54;"G";0,9169;750,985958691341;"295"
"180-1";2484;1;80;54;"G";0,9169;750,985958691341;"297"
"180-1";2484;1;80;54;"G";0,9169;750,985958691341;"299"
"180-1";2484;1;80;55;"G";0,9118;750,985958691341;"303"
"185-2";2275;1;80;54;"P";0,9;565,049630023443;"305"
"285-2";2560;1;90;44;"G";0,9041;778,273586937253;"319"
"180-1";2484;1;80;52;"G";0,9023;750,985958691341;"31"
"180-1";2484;1;80;52;"G";0,9023;750,985958691341;"329"
"285-2";2560;1;90;52;"G";0,9059;778,273586937253;"33"
"180-1";2484;1;80;62;"G";0,9024;750,985958691341;"35"
"180-1";2484;1;80;54;"G";0,9044;750,985958691341;"37"
"180-1";2484;1;80;52;"G";0,9023;750,985958691341;"39A"
"180-1";2484;1;80;60;"G";0,9153;750,985958691341;"39B"
"180-1";2484;1;80;53;"G";0,9077;750,985958691341;"41"
"294-2";1789;1;40;51;"G";0,9487;850,482585930078;"43"
"180-1";2484;1;80;52;"G";0,9023;750,985958691341;"47"
"294-2";1789;1;40;56;"G";0,9146;850,482585930078;"53"
"180-1";2484;1;80;58;"G";0,9036;750,985958691341;"55A"
"285-2";2560;1;70;43;"G";0,902;778,273586937253;"55B"
"180-1";2484;1;80;52;"G";0,904;750,985958691341;"57A"
"180-1";2484;1;80;56;"G";0,9179;750,985958691341;"57B"
"285-2";2560;1;70;50;"G";0,9048;778,273586937253;"5"
"285-2";2560;1;90;54;"G";0,9211;778,273586937253;"61"
"180-1";2484;1;80;54;"G";0,9242;750,985958691341;"63B"
"180-1";2484;1;80;53;"G";0,92;750,985958691341;"65"
"185-2";2275;1;80;54;"P";0,9184;565,049630023443;"67"
"185-2";2275;1;80;63;"P";0,9091;565,049630023443;"71"
"285-2";2560;1;90;65;"G";0,9211;778,273586937253;"73"
"180-1";2484;1;80;56;"G";0,9327;750,985958691341;"741"
"285-2";2560;1;90;61;"G";0,9434;778,273586937253;"75"
"185-2";2275;1;80;54;"P";0,9136;565,049630023443;"777"
"180-1";2484;1;80;56;"G";0,9435;750,985958691341;"77A"
"180-1";2484;1;80;56;"G";0,9294;750,985958691341;"77B"
"180-1";2484;1;80;58;"G";0,904;750,985958691341;"79"
"203-1";1068;1;90;61;"G";0,9065;672,784322263688;"81A"
"180-1";2484;1;80;56;"G";0,9036;750,985958691341;"81B"
"180-1";2484;1;80;56;"G";0,9036;750,985958691341;"87"
"180-1";2484;1;80;58;"G";0,9036;750,985958691341;"89"
"185-2";2275;1;80;61;"P";0,9091;565,049630023443;"91"
"180-1";2484;1;80;60;"G";0,913;750,985958691341;"93"
"185-2";2275;1;80;65;"P";0,9141;565,049630023443;"95"
"180-1";2484;1;80;60;"G";0,913;750,985958691341;"97"
"G1000-1";1380;1;40;12;"G";0,9107;995,125709252363;"99"
"180-1";2484;1;80;56;"G";0,9327;750,985958691341;"9A"
"285-2";2560;1;90;60;"G";0,9;778,273586937253;"9B"
