"SYS";"TotalSumT10km";"TotalMedianSTABFQ";"AnzSTA_3_Systemtrassen"
"REM_14";6472780,52162617;1,09791422459126;34
"REM_13";6474442,28201713;1,09909337970469;32
"REM_6";6483760,57881489;1,09679891839641;14
"REM_10";6495315,4860254;1,10084327379065;24
"REM_9";6498442,2332146;1,10084327379065;22
"REM_7";6502770,72296727;1,10084327379065;14
"REM_12";6505293,71915696;1,10084327379065;21
"REM_11";6517370,09112763;1,10173938326041;17
"REM_8";6518090,86430386;1,10313242657356;14
