"X";"G3";"s90"
"0:00";5;1
"2:00";5;1
"4:00";5;1
"6:00";1;5
"8:00";2;4
"10:00";4;2
"12:00";5;1
"14:00";5;1
"16:00";4;2
"18:00";3;3
"20:00";5;1
"22:00";5;1
"24:00";5;1
"26:00";6;0
"28:00";6;0
"30:00";6;0
"32:00";6;0
"34:00";6;0
"36:00";6;0
"38:00";6;0
"40:00";6;0
"42:00";6;0
"44:00";6;0
"46:00";6;0
"48:00";6;0
