"X";"G6";"s90"
"0:00";11;2
"2:00";10;3
"4:00";11;2
"6:00";9;4
"8:00";10;3
"10:00";8;5
"12:00";11;2
"14:00";7;6
"16:00";11;2
"18:00";9;4
"20:00";10;3
"22:00";8;5
"24:00";11;2
"26:00";11;2
"28:00";11;2
"30:00";11;2
"32:00";13;0
"34:00";13;0
"36:00";13;0
"38:00";13;0
"40:00";13;0
"42:00";13;0
"44:00";13;0
"46:00";13;0
"48:00";13;0
