"X";"G5";"s90"
"0:00";4;0
"2:00";4;0
"4:00";4;0
"6:00";3;1
"8:00";1;3
"10:00";4;0
"12:00";4;0
"14:00";3;1
"16:00";2;2
"18:00";4;0
"20:00";4;0
"22:00";4;0
"24:00";4;0
"26:00";3;1
"28:00";2;2
"30:00";4;0
"32:00";4;0
"34:00";4;0
"36:00";4;0
"38:00";4;0
"40:00";4;0
"42:00";4;0
"44:00";4;0
"46:00";4;0
"48:00";4;0
