"X";"G3";"G5";"s90"
"0:00";1;1;0
"2:00";2;0;0
"4:00";2;0;0
"6:00";2;0;0
"8:00";2;0;0
"10:00";2;0;0
"12:00";2;0;0
"14:00";2;0;0
"16:00";2;0;0
"18:00";2;0;0
"20:00";2;0;0
"22:00";1;0;1
"24:00";1;0;1
"26:00";0;0;2
"28:00";2;0;0
"30:00";2;0;0
"32:00";2;0;0
"34:00";2;0;0
"36:00";2;0;0
"38:00";2;0;0
"40:00";2;0;0
"42:00";2;0;0
"44:00";2;0;0
"46:00";2;0;0
"48:00";2;0;0
