"SYS";"TIME";"DIRECTION";"RELATION"
"G2";"#07:11:59.16#19:10:56.80#107:22:48.79#100:55:03.71#13:16:04.53#19:56:40.21#100:51:13.96#09:54:49.72#102:23:07.87#15:54:30.25#03:35:55.50#17:42:42.41#06:43:40.04#23:55:38.69#101:25:36.70#09:29:08.85#15:22:11.89#20:42:33.34#103:15:47.47#09:07:01.11#21:30:23.46#05:48:53.52#22:17:27.63#102:49:16.80#23:43:46.21#104:01:41.87#100:41:19.76#102:42:21.76#22:56:24.60#103:29:31.74#08:58:13.98#10:57:16.47#15:28:50.64#20:29:31.27#09:43:49.45#12:08:41.09#20:54:57.37#22:25:11.68#100:08:59.34#10:46:13.72#103:02:31.45#101:56:57.24#13:58:25.04#102:11:33.57#104:43:05.12#17:58:12.45#20:48:40.63#00:53:54.63#08:53:53.52#21:53:31.40#13:59:38.08#100:24:34.76#03:48:10.01#02:34:35.80#07:41:48.06#15:05:06.96#100:15:51.72#13:15:00.33#18:34:07.86#09:27:08.43#05:01:24.08#03:28:11.88#12:04:35.51#15:30:30.00#03:40:13.65#06:05:35.68#01:25:00.29#16:44:23.58#103:25:14.41";"#Ri#Ri#Ri#GRi#Ri#Ri#Ri#Ri#GRi#Ri#Ri#GRi#GRi#Ri#GRi#Ri#GRi#Ri#GRi#Ri#Ri#Ri#Ri#GRi#Ri#GRi#Ri#GRi#Ri#GRi#Ri#Ri#Ri#Ri#Ri#Ri#Ri#Ri#GRi#GRi#GRi#Ri#GRi#GRi#GRi#GRi#Ri#Ri#Ri#Ri#Ri#Ri#Ri#Ri#Ri#Ri#GRi#Ri#Ri#Ri#Ri#Ri#Ri#Ri#GRi#Ri#Ri#Ri#GRi";"#0.27#0.1#0.93#0.49#0.48#0.89#0.89#0.89#0.43#0.39#0.42#0.39#0.39#0.41#0.47#0.43#0.52#0.52#0.55#0.28#0.23#0.27#0.16#0.26#0.26#0.25#0.27#0.23#0.23#0.37#0.47#0.47#0.47#0.47#0.47#0.47#0.47#0.32#0.33#0.21#0.58#0.97#0.21#0.21#0.16#0.16#0.17#0.21#0.21#0.34#0.73#0.38#0.23#0.35#0.93#0.87#0.32#0.8#0.17#0.17#0.76#0.75#0.8#0.05#0.76#0.54#0.55#0.36#0.35"
"s90";"#23:04:15.71#101:29:09.06#20:08:59.31#107:03:53.07#19:43:30.70#12:13:21.33#22:06:37.95#01:55:25.23#11:24:08.06#18:52:17.69";"#GRi#GRi#Ri#Ri#Ri#Ri#Ri#GRi#Ri#Ri";"#0.22#0.43#0.33#0.94#0.83#0.82#0.21#0.88#0.23#0.83"
