"SYS";"TIME";"DIRECTION";"RELATION"
"s90";"#11:00:16.14#09:57:43.08#107:13:03.84#22:55:18.72#103:36:06.08#105:59:00.28#10:02:23.26#100:34:22.82#08:40:54.16#19:01:50.49#05:04:14.43#22:34:05.50#100:35:41.21#103:49:41.03#22:14:40.95#08:58:44.58#11:36:29.30#11:47:39.53#104:12:22.44#17:49:06.17#102:36:25.80#22:27:17.08#100:12:52.55#20:46:59.50#20:03:31.19#18:42:05.14#22:58:31.47#11:52:29.13#103:41:36.55#23:44:32.00#23:45:37.00#100:56:09.62#14:46:59.84#08:59:12.79#23:26:04.55#17:07:21.07#19:47:10.62#02:12:00.15#19:13:39.28#20:09:01.11#12:10:50.31#21:50:27.33#104:49:08.63#19:57:14.67#105:50:17.54#104:57:24.13#10:44:37.23#08:07:30.03#00:44:42.19";"#Ri#GRi#Ri#GRi#Ri#Ri#GRi#Ri#GRi#Ri#GRi#Ri#GRi#GRi#Ri#Ri#GRi#GRi#Ri#Ri#Ri#Ri#Ri#GRi#Ri#Ri#Ri#Ri#GRi#Ri#GRi#GRi#Ri#GRi#GRi#Ri#Ri#Ri#Ri#Ri#Ri#GRi#Ri#Ri#Ri#Ri#Ri#GRi#Ri";"#0.87#0.82#0.59#0.73#0.72#0.34#0.55#0.55#0.51#0.53#0.51#0.51#0.6#0.36#0.6#0.59#0.6#0.81#0.66#0.86#0.59#0.59#0.57#0.56#0.52#0.54#0.13#0.79#0.53#0.55#0.41#0.58#0.85#0.66#0.31#0.32#0.28#0.4#0.28#0.24#0.35#0.69#0.77#0.71#0.74#0.69#0.13#0.22#0.12"
"G3";"#08:54:20.77#13:58:29.31#06:14:53.48#104:32:02.52#09:41:05.80#07:13:56.51#15:53:48.45#10:10:35.75#18:09:11.28#21:38:16.94#17:13:58.06#101:12:24.99#19:13:45.30#101:01:36.49#08:03:51.01#15:06:44.47#14:59:51.93#14:15:14.76#05:44:12.30#21:15:45.14#07:36:43.24#20:13:33.92#102:11:57.82#13:00:38.25#17:52:44.31#08:51:45.62#14:36:19.89#15:51:31.13#22:52:39.89#102:33:59.85#104:00:06.73#13:12:08.60#16:56:16.11#23:35:50.72#103:38:49.17#22:12:30.39#23:03:42.37#13:48:44.95#14:53:25.82#103:58:05.43#18:57:16.54#09:07:13.77#06:32:44.70#16:20:19.87#10:15:31.62#103:19:51.82#07:37:01.33#05:36:56.44#04:07:09.01#21:56:36.64#104:02:34.31#103:54:30.07#101:23:11.20#106:04:27.38#08:31:03.70#22:36:36.74#22:07:16.18#106:34:47.48#103:05:13.84#101:11:06.07#101:33:41.57#100:09:05.75#102:07:45.27#102:19:09.24#21:53:54.65#20:39:49.48#107:20:57.30#22:44:26.13#103:55:13.45#22:48:19.53#102:55:24.53#101:19:34.84#13:08:47.08#11:12:10.65#101:30:16.74#101:48:35.30#08:03:50.12#12:17:29.71#02:29:35.21#04:59:41.31#08:15:28.34#10:46:41.97#101:37:38.58#11:03:18.65#22:40:52.40#12:02:16.20#102:09:27.54#13:44:06.70#22:00:42.67#20:07:42.48#22:32:05.52#106:19:09.67#15:46:07.48#100:06:47.32#17:34:20.21#06:04:28.14#07:26:45.90#23:10:19.07#101:16:10.27#108:15:44.42#01:22:54.08#09:33:43.79#101:34:38.29#11:45:00.00#16:45:36.79#101:43:38.70#102:34:13.10";"#GRi#Ri#Ri#GRi#Ri#GRi#Ri#GRi#GRi#GRi#GRi#GRi#GRi#Ri#Ri#Ri#GRi#GRi#Ri#GRi#GRi#Ri#Ri#GRi#GRi#GRi#GRi#GRi#Ri#GRi#Ri#GRi#Ri#Ri#Ri#GRi#GRi#Ri#GRi#GRi#Ri#Ri#GRi#GRi#Ri#GRi#Ri#GRi#GRi#GRi#GRi#GRi#GRi#Ri#Ri#GRi#GRi#Ri#GRi#Ri#GRi#GRi#GRi#Ri#Ri#GRi#Ri#GRi#Ri#GRi#Ri#Ri#Ri#GRi#GRi#Ri#Ri#Ri#GRi#GRi#GRi#GRi#Ri#GRi#GRi#Ri#Ri#Ri#GRi#GRi#GRi#Ri#GRi#Ri#GRi#Ri#GRi#Ri#Ri#Ri#Ri#GRi#GRi#Ri#GRi#GRi#Ri";"#0.74#0.72#0.59#0.56#0.55#0.54#0.57#0.55#0.61#0.61#0.61#0.5#0.59#0.59#0.59#0.59#0.59#0.57#0.55#0.59#0.58#0.59#0.54#0.55#0.58#0.64#0.6#0.49#0.67#0.56#0.86#0.69#0.51#0.5#0.57#0.37#0.5#0.53#0.5#0.53#0.49#0.57#0.48#0.54#0.51#0.63#0.59#0.56#0.59#0.59#0.32#0.51#0.71#0.67#0.61#0.6#0.68#0.85#0.7#0.67#0.83#0.47#0.6#0.7#0.36#0.82#0.85#0.88#0.87#0.62#0.7#0.5#0.49#0.54#0.54#0.62#0.76#0.76#0.76#0.76#0.76#0.76#0.75#0.73#0.66#0.73#0.71#0.75#0.8#0.69#0.59#0.75#0.74#0.75#0.66#0.69#0.62#0.89#0.64#0.89#0.23#0.5#0.75#0.14#0.12#0.87#0.87"
