"SYS";"TIME";"DIRECTION";"RELATION"
"G4";"#02:20:56.14#21:05:36.91#101:34:32.82#19:37:28.38#101:26:30.69#102:25:23.07#100:27:00.00#22:39:29.29#19:52:56.77#100:14:21.02#101:20:28.02#103:01:30.00#21:21:48.00#103:23:18.00#22:55:01.96#11:32:39.95#23:28:21.18#12:40:27.43#23:30:29.62#23:50:02.10#102:54:02.34#16:27:15.00#20:53:57.01#21:38:03.06#100:17:18.36#100:07:32.19#17:26:52.07#101:19:59.71#101:56:30.00#14:01:36.20#11:40:30.37#105:21:45.34#06:00:29.32#101:48:10.72#06:14:24.24#16:07:31.78#15:41:54.00#21:26:54.03#06:04:01.45#11:28:02.23#14:17:26.70#17:38:57.80";"#GRi#Ri#Ri#Ri#GRi#Ri#Ri#Ri#GRi#GRi#Ri#Ri#GRi#Ri#GRi#GRi#GRi#GRi#Ri#Ri#Ri#GRi#GRi#GRi#Ri#GRi#Ri#GRi#Ri#GRi#GRi#Ri#Ri#Ri#Ri#Ri#Ri#Ri#GRi#GRi#GRi#GRi";"#0.56#0.61#0.6#0.89#0.87#0.54#0.43#0.81#0.84#0.89#0.63#0.88#0.86#0.8#0.81#0.74#0.72#0.45#0.77#0.69#0.6#0.74#0.71#0.75#0.67#0.63#0.44#0.46#0.76#0.49#0.27#0.94#0.09#0.68#0.57#0.94#0.11#0.11#0.17#0.17#0.09#0.0600000000000001"
"s90";"#100:41:57.58#06:15:58.92#22:38:58.81#21:50:08.99#03:01:59.50#13:50:38.26#16:40:32.58";"#Ri#GRi#GRi#GRi#GRi#GRi#Ri";"#0.75#0.75#0.76#0.7#0.08#0.59#0.02"
