"X";"TRAINRUN";"TFZ";"NUM_TFZ";"VMAX";"TOTALLENGTH";"TOTALWEIGHT";"BREAKCLASS";"BrH";"LZB";"ELECTRIC";"TRAINCLASS";"T10km";"T10SYS";"STABFQ";"NAME"
1;2;"152-3";1;100;559;1722;"P";78;FALSE;1;"FGz";501,129091751518;512,751445274706;1,02319233449921;"G7"
2;32840;"6186-1";1;100;628;1674;"P";80;TRUE;1;"FGz";502,42900718873;512,751445274706;1,02054506793653;"G7"
3;40541;"151-1";1;100;569;1678;"P";67;FALSE;1;"FGz";501,633039807726;512,751445274706;1,02216442017304;"G7"
4;40551;"151-1";1;100;569;1678;"P";75;FALSE;1;"FGz";501,633039807726;512,751445274706;1,02216442017304;"G7"
5;40558;"151-1";1;100;559;1418;"P";75;FALSE;1;"FGz";482,898297135639;512,751445274706;1,06182077741037;"G7"
6;40564;"189-2";1;100;469;1386;"P";78;TRUE;1;"FGz";477,716033082558;512,751445274706;1,0733394103733;"G7"
7;40565;"189-2";1;100;499;1676;"P";78;TRUE;1;"FGz";497,371278745903;512,751445274706;1,03092290847108;"G7"
8;40578;"1144-1";1;100;556;1384;"P";67;FALSE;1;"FGz";525,137799539247;644,51326657475;1,22732217551325;"s90"
9;41555;"185-2";1;100;559;1645;"P";75;TRUE;1;"FGz";500,212028938395;512,751445274706;1,02506820230398;"G7"
10;41714;"189-2";1;100;619;1686;"P";78;FALSE;1;"FGz";498,07686857548;512,751445274706;1,02946247381694;"G7"
11;41802;"185-2";1;120;609;1685;"P";78;TRUE;1;"FGz";503,276651688776;512,751445274706;1,01882621328476;"G7"
12;41811;"185-2";1;120;609;1585;"P";78;TRUE;1;"FGz";495,696113394367;512,751445274706;1,0344068299498;"G7"
13;41816;"185-2";1;100;609;1685;"P";75;FALSE;1;"FGz";503,276651688776;512,751445274706;1,01882621328476;"G7"
14;42129;"151-1";1;100;559;1678;"P";69;FALSE;1;"FGz";501,633039807726;512,751445274706;1,02216442017304;"G7"
15;42164;"1116-1";1;100;559;1386;"P";67;TRUE;1;"FGz";477,823591438187;512,751445274706;1,07309780107632;"G7"
16;42176;"185-2";1;100;559;1385;"P";78;FALSE;1;"FGz";481,28110084307;512,751445274706;1,06538869774132;"G7"
17;42177;"185-2";1;100;559;1625;"P";78;TRUE;1;"FGz";498,696143194552;512,751445274706;1,02818410022207;"G7"
18;42179;"185-2";1;100;559;1625;"P";67;TRUE;1;"FGz";498,696143194552;512,751445274706;1,02818410022207;"G7"
19;43101;"185-2";1;100;649;1685;"P";78;TRUE;1;"FGz";503,276651688776;512,751445274706;1,01882621328476;"G7"
20;43108;"189-2";1;90;619;1786;"G";78;TRUE;1;"FGz";554,725353649197;644,51326657475;1,16186012111199;"s90"
