"";"TRAINRUN";"TFZ";"NUM_TFZ";"VMAX";"TOTALLENGTH";"TOTALWEIGHT";"BREAKCLASS";"BrH";"LZB";"ELECTRIC";"TRAINCLASS"
"1";1005;"152-3";1;120;669;1617;"P";78;TRUE;1;"FGz"
"2";40578;"145-2";1;100;558;1380;"P";78;FALSE;1;"FGz"
"3";41816;"185-2";1;100;609;1685;"P";78;TRUE;1;"FGz"
"4";43016;"Re 482-2";1;100;594;1484;"P";75;TRUE;1;"FGz"
"5";43230;"151-1";1;100;559;1418;"P";70;TRUE;1;"FGz"
"6";50109;"152-3";1;100;719;1622;"P";78;FALSE;1;"FGz"
"7";50121;"151-1";1;120;719;1653;"P";78;TRUE;1;"FGz"
"8";51880;"185-2";1;100;719;1615;"P";70;TRUE;1;"FGz"
"9";60818;"152-2";1;90;569;2952;"P";61;FALSE;1;"FGz"
"10";69159;"182-2";1;100;739;2086;"G";78;TRUE;1;"FGz"
"11";69160;"182-2";1;120;679;1616;"P";78;TRUE;1;"Gz"
"12";69163;"182-2";1;120;720;1661;"P";78;TRUE;1;"FGz"
"13";69307;"182-2";1;120;739;2086;"G";78;TRUE;1;"FGz"
"14";69312;"182-2";1;120;679;1616;"P";78;TRUE;1;"FGz"
"15";69360;"182-2";1;100;720;1616;"P";78;TRUE;1;"NGz"
"16";95431;"189-2";1;120;679;1686;"P";85;TRUE;1;"FGz"
"17";44722;"155-1";1;100;639;1723;"P";69;FALSE;1;"FGz"
"18";51280;"155-1";1;100;719;1723;"P";67;FALSE;1;"FGz"
"19";51284;"155-1";1;100;719;1723;"P";67;FALSE;1;"NGz"
"20";51288;"155-1";1;100;719;1723;"P";67;FALSE;1;"NGz"
"21";51433;"155-1";1;100;719;2123;"G";65;FALSE;1;"GzG"
"22";51439;"155-1";1;100;719;2123;"G";65;FALSE;1;"GzG"
"23";51443;"155-1";1;100;719;1923;"G";69;FALSE;1;"GzG"
"24";51447;"155-1";1;100;719;1723;"P";69;FALSE;1;"FGz"
"25";51451;"155-1";1;100;719;1723;"P";69;FALSE;1;"FGz"
"26";51455;"155-1";1;100;719;1723;"P";69;FALSE;1;"FGz"
"27";51463;"155-1";1;100;719;1723;"P";69;FALSE;1;"FGz"
"28";51465;"155-1";1;100;719;1723;"P";69;FALSE;1;"FGz"
"29";53707;"1265-1";1;100;536;1284;"P";70;FALSE;0;"NGz"
"30";53708;"1265-1";1;100;536;1234;"P";70;FALSE;0;"NGz"
"31";61074;"151-1";1;90;379;1918;"P";56;FALSE;1;"FGz"
"32";61117;"151-1";2;90;649;4236;"P";60;FALSE;1;"FGz"
"33";61120;"151-1";1;120;629;1398;"P";87;FALSE;1;"FGz"
"34";61125;"151-1";2;90;649;4236;"P";60;FALSE;1;"FGz"
"35";62177;"185-2";2;90;628;3960;"P";56;TRUE;1;"NGz"
"36";62178;"185-2";2;100;638;1370;"P";78;TRUE;1;"NGz"
"37";69388;"145-2";1;100;688;2430;"G";99;FALSE;1;"GzG"
"38";69389;"145-2";1;100;688;1030;"P";88;FALSE;1;"FGz"
"39";69420;"185-2";1;100;719;1585;"P";56;FALSE;1;"FGz"
"40";69421;"185-2";1;100;719;1585;"P";75;TRUE;1;"FGz"
"41";69438;"G1700-2";1;90;325;1688;"P";62;FALSE;0;"NGz"
"42";75765;"Re 421-1";1;100;663;1285;"P";80;TRUE;1;"FGz"
