"";"TRAINRUN";"TFZ";"NUM_TFZ";"VMAX";"TOTALLENGTH";"TOTALWEIGHT";"BREAKCLASS";"BrH";"LZB";"ELECTRIC";"TRAINCLASS"
"1";78;"Re 482-2";1;100;594;1484;"P";70;TRUE;1;"NGz"
"2";82;"185-2";1;100;419;1465;"P";68;TRUE;1;"NGz"
"3";40016;"145-2";1;100;538;1380;"P";70;TRUE;1;"FGz"
"4";40025;"145-2";1;100;538;1680;"P";75;FALSE;1;"FGz"
"5";40085;"185-2";1;100;619;1485;"P";75;TRUE;1;"FGz"
"6";40100;"189-2";1;100;539;1486;"P";69;FALSE;1;"FGz"
"7";40101;"189-2";1;100;569;1486;"P";69;TRUE;1;"FGz"
"8";40104;"189-2";1;100;539;1486;"P";69;TRUE;1;"FGz"
"9";40106;"189-2";1;100;569;1486;"P";69;TRUE;1;"FGz"
"10";40126;"185-2";1;100;579;1465;"P";70;TRUE;1;"FGz"
"11";40200;"189-2";1;100;594;1486;"P";70;TRUE;1;"FGz"
"12";40215;"145-2";1;100;593;1380;"P";75;FALSE;1;"FGz"
"13";40216;"145-2";1;100;593;1480;"P";75;TRUE;1;"FGz"
"14";40234;"185-2";1;100;619;1465;"P";75;TRUE;1;"GzG"
"15";40241;"Re 482-2";1;100;594;1684;"P";70;TRUE;1;"FGz"
"16";40244;"Re 482-2";1;100;594;1484;"P";70;TRUE;1;"FGz"
"17";40245;"Re 482-2";1;100;594;1684;"P";70;TRUE;1;"FGz"
"18";40247;"Re 482-2";1;100;594;1684;"P";70;TRUE;1;"FGz"
"19";40252;"Re 482-2";1;100;594;1484;"P";70;TRUE;1;"FGz"
"20";40260;"Re 482-2";1;100;529;1484;"P";70;TRUE;1;"Gz"
"21";40276;"Re 482-2";1;100;594;1484;"P";70;TRUE;1;"FGz"
"22";40290;"Re 482-2";1;100;594;1484;"P";70;TRUE;1;"FGz"
"23";40421;"4370-1";1;100;619;1490;"P";80;TRUE;1;"FGz"
