"";"TRAINRUN";"TFZ";"NUM_TFZ";"VMAX";"TOTALLENGTH";"TOTALWEIGHT";"BREAKCLASS";"BrH";"LZB";"ELECTRIC";"TRAINCLASS"
"1";1001;"185-2";1;100;649;1685;"P";78;TRUE;1;"FGz"
"2";32846;"189-2";1;100;619;1886;"G";85;TRUE;1;"NGz"
"3";40009;"185-2";1;100;594;1675;"P";78;FALSE;1;"FGz"
"4";41816;"185-2";1;100;609;1685;"P";78;TRUE;1;"FGz"
"5";42179;"185-2";1;100;559;1625;"P";67;TRUE;1;"FGz"
"6";42647;"152-3";1;120;649;1677;"P";82;TRUE;1;"FGz"
"7";43100;"189-2";1;100;649;1686;"P";78;TRUE;1;"FGz"
"8";43556;"145-2";1;100;598;1379;"P";68;TRUE;1;"FGz"
"9";43944;"189-2";1;100;639;1686;"P";92;TRUE;1;"FGz"
"10";43945;"189-2";1;100;639;1686;"P";92;FALSE;1;"FGz"
"11";47512;"145-2";1;100;598;1379;"P";70;TRUE;1;"NGz"
"12";47520;"155-1";1;100;670;1223;"P";66;FALSE;1;"FGz"
"13";48400;"185-2";1;90;369;1705;"P";65;TRUE;1;"NGz"
"14";48434;"155-1";1;100;579;1123;"P";67;TRUE;1;"FGz"
"15";48435;"155-1";1;100;579;1123;"P";67;TRUE;1;"Gz"
"16";49581;"185-2";1;100;369;635;"P";70;TRUE;1;"NGz"
"17";50097;"152-3";1;100;669;1622;"P";78;TRUE;1;"FGz"
"18";50098;"152-3";1;100;669;1617;"P";78;TRUE;1;"FGz"
"19";50110;"152-3";1;100;719;1687;"P";78;TRUE;1;"NGz"
"20";50161;"151-1";1;120;699;1318;"P";75;TRUE;1;"FGz"
"21";50214;"145-2";1;100;598;1680;"P";73;FALSE;1;"FGz"
"22";50304;"152-3";1;120;719;1462;"P";75;TRUE;1;"FGz"
"23";50305;"152-3";1;110;719;1587;"P";75;TRUE;1;"FGz"
"24";50500;"152-3";1;120;719;1187;"P";76;TRUE;1;"FGz"
"25";50501;"152-3";1;120;719;1462;"P";75;TRUE;1;"FGz"
"26";51040;"155-1";1;80;629;1723;"P";47;FALSE;1;"FGz"
"27";51041;"185-2";1;80;519;1845;"G";64;FALSE;1;"GzG"
"28";51579;"185-2";1;100;719;1675;"P";68;FALSE;1;"FGz"
"29";51775;"155-1";1;100;594;1573;"P";70;FALSE;1;"FGz"
"30";51779;"155-1";1;100;529;1573;"P";70;FALSE;1;"FGz"
"31";52252;"155-1";1;100;719;1573;"P";60;TRUE;1;"FGz"
"32";52286;"185-2";1;100;719;1685;"P";68;FALSE;1;"FGz"
"33";60043;"155-1";1;100;719;1323;"P";62;FALSE;1;"FGz"
"34";60060;"151-1";1;100;719;1318;"P";62;FALSE;1;"FGz"
"35";60162;"155-1";1;100;670;1323;"P";60;FALSE;1;"NGz"
"36";60417;"155-1";1;90;579;1123;"P";63;FALSE;1;"FGz"
"37";60657;"155-1";1;100;499;823;"P";80;FALSE;1;"FGz"
"38";60766;"185-2";1;90;509;1955;"P";61;FALSE;1;"FGz"
"39";60802;"185-2";1;100;539;1955;"P";60;FALSE;1;"FGz"
"40";60806;"185-2";1;100;539;1955;"P";60;FALSE;1;"FGz"
"41";60911;"155-1";1;100;469;823;"P";80;FALSE;1;"FGz"
"42";62147;"185-2";1;100;559;885;"P";70;TRUE;1;"NGz"
"43";62515;"185-2";1;100;329;1325;"P";60;TRUE;1;"NGz"
"44";62518;"140-1";1;100;216;883;"P";60;FALSE;1;"NGz"
"45";63019;"155-1";1;100;649;1323;"P";80;FALSE;1;"FGz"
"46";63290;"143-6";2;100;544;965;"P";90;TRUE;1;"NGz"
"47";63291;"143-6";2;90;384;1915;"P";60;TRUE;1;"FGz"
"48";63346;"143-6";2;90;484;1900;"P";60;TRUE;1;"NGz"
"49";88724;"182-2";1;100;619;1886;"G";85;TRUE;1;"GzG"
"50";88725;"182-2";1;100;619;1686;"P";85;FALSE;1;"FGz"
"51";91506;"218-1";1;100;64;309;"P";85;FALSE;0;"NGz"
"52";92360;"634-1";1;100;53;97;"P";70;FALSE;0;"NGz"
"53";95431;"189-2";1;120;679;1686;"P";85;TRUE;1;"FGz"
