"";"TRAINRUN";"TFZ";"NUM_TFZ";"VMAX";"TOTALLENGTH";"TOTALWEIGHT";"BREAKCLASS";"BrH";"LZB";"ELECTRIC";"TRAINCLASS"
"1";40541;"151-1";1;100;569;1678;"P";75;FALSE;1;"FGz"
"2";41144;"185-2";1;100;649;1685;"P";68;FALSE;1;"FGz"
"3";42578;"185-2";1;120;569;1435;"P";78;TRUE;1;"NGz"
"4";42581;"185-2";1;120;559;1605;"P";78;TRUE;1;"FGz"
"5";43158;"189-2";1;100;559;1686;"P";78;TRUE;1;"FGz"
"6";43932;"1116-1";1;100;624;1686;"P";78;FALSE;1;"FGz"
"7";48701;"140-1";2;90;618;4086;"P";56;FALSE;1;"FGz"
"8";55580;"294-3";1;80;594;1480;"P";54;FALSE;0;"NGz"
"9";55583;"294-3";1;80;594;1280;"P";54;FALSE;0;"NGz"
"10";55584;"294-3";1;80;454;880;"P";54;FALSE;0;"NGz"
"11";55599;"294-3";1;80;514;1280;"P";52;FALSE;0;"NGz"
"12";60110;"155-1";1;100;649;1723;"P";64;FALSE;1;"FGz"
"13";62530;"185-2";1;100;469;1485;"P";70;TRUE;1;"NGz"
"14";76943;"294-3";1;80;14;80;"P";60;FALSE;0;"Lz"
