"";"TRAINRUN";"TFZ";"NUM_TFZ";"VMAX";"TOTALLENGTH";"TOTALWEIGHT";"BREAKCLASS";"BrH";"LZB";"ELECTRIC";"TRAINCLASS"
"1";40565;"189-2";1;100;499;1676;"P";78;TRUE;1;"FGz"
"2";41714;"189-2";1;100;619;1686;"P";78;FALSE;1;"FGz"
"3";47777;"151-1";2;80;589;3736;"P";56;FALSE;1;"FGz"
"4";47795;"185-2";1;90;419;1885;"P";58;TRUE;1;"NGz"
"5";50304;"152-3";1;120;719;1462;"P";75;TRUE;1;"FGz"
"6";50305;"152-3";1;110;719;1587;"P";75;TRUE;1;"FGz"
"7";79406;"185-2";1;90;469;1970;"P";56;TRUE;1;"NGz"
"8";79426;"264-1";1;80;563;2125;"P";54;FALSE;0;"NGz"
"9";42149;"151-1";1;100;559;1618;"P";67;FALSE;1;"FGz"
"10";42153;"151-1";1;100;559;1618;"P";72;FALSE;1;"FGz"
"11";42156;"151-1";1;100;559;1418;"P";70;FALSE;1;"FGz"
"12";48806;"189-2";1;100;569;1386;"P";67;FALSE;1;"FGz"
"13";43232;"152-3";1;100;519;1387;"P";71;FALSE;1;"FGz"
"14";44895;"185-2";1;100;559;1585;"P";70;TRUE;1;"NGz"
"15";50246;"152-3";1;100;579;1687;"P";71;FALSE;1;"FGz"
"16";50247;"152-3";1;100;579;1687;"P";71;FALSE;1;"FGz"
"17";51397;"185-2";1;100;689;1685;"P";65;FALSE;1;"FGz"
"18";51570;"185-2";1;100;719;1685;"P";70;TRUE;1;"FGz"
"19";51572;"185-2";1;100;719;1685;"P";70;FALSE;1;"FGz"
"20";51574;"155-1";1;100;719;1723;"P";70;TRUE;1;"FGz"
"21";51576;"185-2";1;100;719;1685;"P";70;TRUE;1;"FGz"
"22";51582;"185-2";1;100;719;1685;"P";70;TRUE;1;"FGz"
"23";51584;"185-2";1;100;719;1685;"P";70;TRUE;1;"FGz"
"24";51592;"185-2";1;100;719;1685;"P";70;TRUE;1;"FGz"
"25";51594;"185-2";1;90;719;2085;"G";69;FALSE;1;"NGz"
"26";51596;"185-2";1;90;719;2085;"G";69;FALSE;1;"GzG"
"27";51801;"185-2";1;100;719;1685;"P";65;FALSE;1;"FGz"
"28";51809;"185-2";1;100;719;1685;"P";65;FALSE;1;"FGz"
"29";51815;"185-2";1;100;719;1685;"P";65;FALSE;1;"FGz"
"30";51823;"185-2";1;100;699;1685;"P";65;FALSE;1;"FGz"
"31";51827;"185-2";1;100;719;1685;"P";65;FALSE;1;"FGz"
"32";52702;"155-1";1;90;719;2123;"G";66;FALSE;1;"GzG"
"33";52714;"185-2";1;90;719;2085;"G";66;TRUE;1;"GzG"
"34";52717;"155-1";1;100;719;1723;"P";67;FALSE;1;"NGz"
"35";52723;"155-1";1;100;719;1723;"P";67;FALSE;1;"NGz"
"36";56751;"185-2";1;100;599;2455;"G";60;FALSE;1;"GzG"
"37";56752;"185-2";1;100;599;2455;"G";60;FALSE;1;"GzG"
"38";60333;"151-1";1;90;519;2318;"G";57;FALSE;1;"FGz"
"39";60476;"185-2";1;90;369;2025;"P";54;FALSE;1;"NGz"
"40";61918;"151-1";1;90;419;2008;"P";53;FALSE;1;"NGz"
"41";61919;"155-1";1;100;719;1123;"P";70;FALSE;1;"NGz"
"42";61922;"151-1";1;90;419;2008;"P";53;FALSE;1;"NGz"
"43";61925;"294-1";1;40;714;1079;"P";70;FALSE;0;"NGz"
"44";79410;"4370-1";1;100;469;790;"P";70;FALSE;1;"NGz"
"45";95255;"185-2";1;100;479;885;"P";76;FALSE;1;"FGz"
"46";95493;"185-2";1;90;519;1835;"G";64;TRUE;1;"NGz"
