"";"TRAINRUN";"TFZ";"NUM_TFZ";"VMAX";"TOTALLENGTH";"TOTALWEIGHT";"BREAKCLASS";"BrH";"LZB";"ELECTRIC";"TRAINCLASS"
"1";1;"185-2";1;100;669;1785;"G";90;TRUE;1;"GzG"
"2";3;"185-2";1;90;619;1885;"G";65;FALSE;1;"GzG"
"3";84;"G2000-3";1;100;267;687;"P";90;FALSE;0;"NGz"
"4";1003;"4370-1";1;100;709;2290;"G";65;FALSE;1;"GzG"
"5";1017;"189-2";1;100;719;2286;"G";65;FALSE;1;"GzG"
"6";40260;"Re 482-2";1;100;529;1484;"P";70;TRUE;1;"Gz"
"7";40558;"151-1";1;100;559;1418;"P";75;FALSE;1;"FGz"
"8";40559;"151-1";1;100;559;1678;"P";75;FALSE;1;"FGz"
"9";40671;"185-2";1;100;649;1685;"P";75;FALSE;1;"FGz"
"10";40951;"189-2";1;100;689;1886;"P";68;TRUE;1;"NGz"
"11";41133;"189-2";1;100;659;1721;"G";80;FALSE;1;"GzG"
"12";41134;"189-2";1;100;659;1721;"G";80;TRUE;1;"GzG"
"13";41143;"185-2";1;100;649;1720;"G";68;TRUE;1;"GzG"
"14";41260;"185-2";1;100;579;1685;"P";77;FALSE;1;"FGz"
"15";41795;"189-2";1;100;689;1886;"G";68;TRUE;1;"NGz"
"16";41952;"185-2";1;100;599;1485;"P";77;FALSE;1;"FGz"
"17";41953;"185-2";1;100;599;1685;"P";77;FALSE;1;"FGz"
"18";42013;"189-2";1;100;419;1286;"P";85;TRUE;1;"FGz"
"19";42212;"185-2";1;90;469;2115;"G";75;TRUE;1;"GzG"
"20";42681;"185-2";1;100;719;1585;"P";75;FALSE;1;"FGz"
"21";42711;"185-2";1;100;669;1685;"P";67;TRUE;1;"FGz"
"22";42951;"189-2";1;100;659;1721;"G";80;FALSE;1;"GzG"
"23";43002;"6186-1";1;100;569;1484;"G";80;TRUE;1;"GzG"
"24";43064;"Re 482-2";1;100;599;1684;"P";70;TRUE;1;"FGz"
"25";43240;"152-3";1;100;559;1387;"P";78;FALSE;1;"FGz"
"26";46669;"151-1";1;90;409;1718;"P";60;FALSE;1;"FGz"
"27";46716;"140-1";1;100;426;683;"P";74;FALSE;1;"FGz"
"28";46717;"151-1";1;100;429;1468;"P";64;FALSE;1;"FGz"
"29";47028;"Re 482-2";1;100;369;584;"P";70;TRUE;1;"FGz"
"30";47080;"189-2";1;100;719;2286;"G";65;TRUE;1;"GzG"
"31";47209;"4370-1";1;100;619;1990;"P";64;FALSE;1;"GzG"
"32";47210;"4370-1";1;100;599;1890;"G";69;FALSE;1;"GzG"
"33";47216;"4370-1";1;90;599;1290;"G";69;FALSE;1;"GzG"
"34";47762;"155-1";1;100;419;723;"P";80;TRUE;1;"FGz"
"35";47773;"151-1";2;90;589;3736;"P";55;FALSE;1;"FGz"
"36";47774;"151-1";1;100;569;1318;"P";76;TRUE;1;"FGz"
