"";"TRAINRUN";"TFZ";"NUM_TFZ";"VMAX";"TOTALLENGTH";"TOTALWEIGHT";"BREAKCLASS";"BrH";"LZB";"ELECTRIC";"TRAINCLASS"
"1";1013;"151-1";1;100;559;1418;"P";71;FALSE;1;"FGz"
"2";32852;"185-2";1;90;629;2885;"P";56;TRUE;1;"FGz"
"3";40738;"145-2";1;120;648;1680;"P";70;TRUE;1;"FGz"
"4";41300;"189-2";1;120;629;1686;"P";70;TRUE;1;"NGz"
"5";41301;"189-2";1;120;629;1686;"P";71;TRUE;1;"FGz"
"6";41308;"189-2";1;120;629;1686;"P";70;TRUE;1;"NGz"
"7";41311;"189-2";1;120;629;1686;"P";70;TRUE;1;"FGz"
"8";41315;"189-2";1;120;629;1686;"P";71;TRUE;1;"FGz"
"9";41316;"189-2";1;120;629;1686;"P";70;TRUE;1;"FGz"
"10";41324;"189-2";1;120;629;1686;"P";70;TRUE;1;"NGz"
"11";41330;"189-2";1;120;629;1686;"P";70;TRUE;1;"NGz"
"12";41335;"189-2";1;120;629;1686;"P";71;TRUE;1;"FGz"
"13";41369;"145-2";1;120;628;1380;"P";71;TRUE;1;"FGz"
"14";41378;"145-2";1;120;628;1380;"P";70;TRUE;1;"FGz"
"15";41388;"189-2";1;120;629;1686;"P";70;TRUE;1;"FGz"
"16";42335;"185-2";1;100;629;2085;"G";90;TRUE;1;"GzG"
"17";42460;"189-2";1;120;619;1486;"P";70;FALSE;1;"FGz"
"18";42461;"189-2";1;120;619;1486;"P";70;FALSE;1;"FGz"
"19";42470;"189-2";1;120;619;1486;"P";70;FALSE;1;"FGz"
"20";42475;"189-2";1;120;619;1486;"P";70;FALSE;1;"FGz"
"21";44738;"155-1";1;100;640;1723;"P";69;FALSE;1;"FGz"
"22";50055;"152-3";1;100;719;1687;"P";70;TRUE;1;"FGz"
"23";50056;"152-3";1;120;719;1887;"G";79;TRUE;1;"GzG"
"24";50066;"152-3";1;100;619;1887;"G";70;TRUE;1;"FGz"
"25";50073;"152-3";1;100;619;1687;"P";70;TRUE;1;"FGz"
"26";51405;"155-1";1;100;657;1723;"P";70;TRUE;1;"FGz"
"27";51409;"155-1";1;100;684;1723;"P";68;TRUE;1;"FGz"
"28";51411;"155-1";1;100;684;1723;"P";68;FALSE;1;"FGz"
"29";51460;"155-1";1;100;719;1723;"P";68;FALSE;1;"FGz"
"30";51468;"155-1";1;100;719;1723;"P";68;FALSE;1;"FGz"
"31";60221;"185-2";2;90;618;4060;"P";57;FALSE;1;"FGz"
"32";60222;"185-2";1;120;619;1405;"P";87;FALSE;1;"FGz"
"33";60224;"185-2";1;120;619;1405;"P";87;FALSE;1;"FGz"
"34";60227;"185-2";2;90;618;4060;"P";57;FALSE;1;"FGz"
"35";60228;"185-2";1;120;619;1405;"P";87;FALSE;1;"FGz"
"36";60641;"155-1";1;100;499;823;"P";80;TRUE;1;"FGz"
"37";60775;"155-1";1;100;469;1323;"P";64;FALSE;1;"FGz"
"38";61182;"155-1";1;100;579;1223;"P";78;FALSE;1;"Gz"
"39";62066;"185-2";1;90;419;2470;"P";60;TRUE;1;"NGz"
"40";62240;"155-1";1;100;549;2073;"P";64;TRUE;1;"NGz"
"41";69425;"185-2";1;100;614;1885;"G";70;TRUE;1;"NGz"
"42";83891;"185-2";1;90;415;1935;"P";56;TRUE;1;"NGz"
"43";88846;"185CL1-1";1;90;419;2084;"P";56;TRUE;1;"FGz"
"44";88847;"185CL1-1";1;100;609;1084;"P";70;TRUE;1;"FGz"
"45";91244;"185-2";1;100;419;685;"P";75;TRUE;1;"NGz"
"46";91278;"6186-1";1;90;629;2884;"P";55;TRUE;1;"NGz"
"47";99653;"185-2";1;100;645;1685;"P";76;FALSE;1;"FGz"
"48";99654;"185-2";1;120;649;1685;"P";73;TRUE;1;"FGz"
"49";42149;"151-1";1;100;559;1618;"P";72;FALSE;1;"FGz"
"50";42153;"151-1";1;100;559;1618;"P";72;TRUE;1;"FGz"
"51";42156;"151-1";1;100;559;1418;"P";70;FALSE;1;"FGz"
"52";49608;"189-2";1;100;619;1086;"P";67;TRUE;1;"NGz"
"53";52632;"155-1";1;100;684;1723;"P";65;FALSE;1;"FGz"
"54";52675;"155-1";1;100;664;1923;"G";65;FALSE;1;"Gz"
"55";52679;"155-1";1;100;719;1923;"G";68;TRUE;1;"GzG"
"56";53080;"155-1";1;100;619;1723;"P";65;FALSE;1;"NGz"
"57";53081;"155-1";1;100;596;1323;"P";63;FALSE;1;"NGz"
"58";60612;"185-2";1;100;499;2605;"P";59;FALSE;1;"NGz"
"59";60750;"185-2";1;90;319;1705;"P";64;FALSE;1;"NGz"
"60";60759;"155-1";1;100;539;923;"P";99;FALSE;1;"Gz"
"61";60772;"155-1";1;90;439;1723;"P";65;FALSE;1;"FGz"
"62";61014;"155-1";1;90;499;2323;"P";65;FALSE;1;"FGz"
"63";61015;"155-1";1;90;499;873;"P";66;FALSE;1;"FGz"
"64";61018;"155-1";1;90;499;2323;"P";65;FALSE;1;"FGz"
"65";61019;"155-1";1;90;499;873;"P";66;FALSE;1;"FGz"
"66";62037;"185-2";1;100;419;605;"P";80;TRUE;1;"NGz"
"67";62061;"185-2";2;90;638;4070;"G";60;TRUE;1;"NGz"
"68";62241;"185-2";1;90;449;1684;"P";64;TRUE;1;"NGz"
"69";62242;"185-2";1;90;449;1684;"P";64;TRUE;1;"NGz"
"70";89631;"189-2";1;100;419;636;"P";60;TRUE;1;"NGz"
