"";"TRAINRUN";"TFZ";"NUM_TFZ";"VMAX";"TOTALLENGTH";"TOTALWEIGHT";"BREAKCLASS";"BrH";"LZB";"ELECTRIC";"TRAINCLASS"
"1";60060;"151-1";1;100;719;1318;"P";62;FALSE;1;"FGz"
"2";60062;"151-1";1;100;719;1318;"P";62;FALSE;1;"FGz"
"3";32851;"185-2";1;100;599;1335;"P";75;TRUE;1;"NGz"
"4";53473;"155-1";1;100;599;1723;"P";60;FALSE;1;"NGz"
"5";53478;"155-1";1;100;599;1123;"P";69;FALSE;1;"NGz"
"6";53479;"155-1";1;100;599;1123;"P";64;FALSE;1;"FGz"
"7";53480;"155-1";1;100;599;1123;"P";69;FALSE;1;"NGz"
"8";53483;"155-1";1;100;599;1123;"P";64;FALSE;1;"NGz"
"9";53484;"155-1";1;90;599;2523;"G";60;FALSE;1;"GzG"
"10";53485;"155-1";1;100;589;1623;"P";65;FALSE;1;"NGz"
"11";53491;"140-1";1;100;596;1083;"P";64;FALSE;1;"NGz"
"12";53492;"140-1";1;100;596;1083;"P";64;FALSE;1;"NGz"
"13";53493;"155-1";1;100;599;1123;"P";64;FALSE;1;"FGz"
"14";60007;"295-1";1;40;594;1379;"P";15;FALSE;0;"FGz"
"15";60008;"140-1";1;100;616;1083;"P";64;FALSE;1;"FGz"
"16";60009;"295-1";1;40;594;1679;"P";64;FALSE;0;"FGz"
"17";60012;"155-1";1;100;599;2323;"G";73;FALSE;1;"FGz"
"18";60018;"140-1";1;100;596;1683;"P";66;FALSE;1;"FGz"
"19";60031;"295-1";1;40;594;1079;"P";12;FALSE;0;"FGz"
"20";60032;"140-1";1;100;596;1083;"P";61;FALSE;1;"FGz"
"21";60037;"295-1";1;40;564;879;"P";15;FALSE;0;"FGz"
"22";60050;"140-1";1;100;596;1283;"P";61;FALSE;1;"FGz"
"23";60066;"140-1";1;100;596;1283;"P";60;FALSE;1;"FGz"
"24";60068;"140-1";1;100;596;1383;"P";60;FALSE;1;"FGz"
"25";60072;"140-1";1;100;596;1283;"P";60;FALSE;1;"FGz"
"26";60074;"140-1";1;100;596;1283;"P";60;FALSE;1;"FGz"
"27";60129;"295-1";1;40;594;1079;"P";12;FALSE;0;"FGz"
"28";60130;"140-1";1;100;596;1083;"P";61;FALSE;1;"FGz"
"29";60141;"140-1";1;100;596;1283;"P";60;FALSE;1;"FGz"
"30";60652;"185-2";1;90;499;2785;"P";52;FALSE;1;"NGz"
"31";69068;"264-1";1;80;543;3456;"P";63;FALSE;0;"NGz"
"32";69152;"203-1";1;100;364;568;"P";63;FALSE;0;"NGz"
"33";69180;"212-1";1;80;252;333;"P";42;FALSE;0;"NGz"
"34";69181;"212-1";1;80;132;263;"P";42;FALSE;0;"NGz"
"35";69272;"140-1";1;90;574;1083;"P";86;FALSE;1;"NGz"
"36";69282;"140-1";1;90;574;1083;"P";86;FALSE;1;"NGz"
"37";69284;"140-1";1;90;574;1083;"P";86;FALSE;1;"NGz"
"38";69287;"140-1";1;90;574;1083;"P";86;FALSE;1;"NGz"
"39";90966;"264-1";1;100;583;976;"P";100;FALSE;0;"FGz"
"40";91049;"185-2";1;100;608;1085;"P";75;TRUE;1;"NGz"
"41";95641;"294-1";1;40;577;779;"P";67;FALSE;0;"FGz"
"42";99668;"155-1";1;100;577;1323;"P";58;FALSE;1;"FGz"
