"";"TRAINRUN";"TFZ";"NUM_TFZ";"VMAX";"TOTALLENGTH";"TOTALWEIGHT";"BREAKCLASS";"BrH";"LZB";"ELECTRIC";"TRAINCLASS"
"1";11;"155-1";1;100;719;1623;"P";69;FALSE;1;"FGz"
"2";40016;"145-2";1;100;538;1380;"P";70;FALSE;1;"FGz"
"3";40086;"185-2";1;100;569;1465;"P";75;TRUE;1;"FGz"
"4";40185;"185-2";1;100;569;1485;"P";75;TRUE;1;"FGz"
"5";40215;"145-2";1;100;593;1380;"P";75;FALSE;1;"FGz"
"6";40216;"145-2";1;100;593;1480;"P";75;TRUE;1;"FGz"
"7";40221;"189-2";1;100;594;1686;"P";70;FALSE;1;"FGz"
"8";40240;"Re 482-2";1;100;594;1484;"P";70;FALSE;1;"FGz"
"9";40550;"185-2";1;100;569;1385;"P";70;FALSE;1;"FGz"
"10";41556;"185-2";1;100;559;1385;"P";70;FALSE;1;"FGz"
"11";41710;"189-2";1;100;689;1886;"G";78;TRUE;1;"GzG"
"12";41857;"189-2";1;100;569;1686;"P";70;TRUE;1;"FGz"
"13";42028;"145-2";1;100;593;1380;"P";70;FALSE;1;"FGz"
"14";42128;"185-2";1;100;559;1385;"P";70;FALSE;1;"FGz"
"15";42759;"189-2";1;100;629;1686;"P";75;FALSE;1;"FGz"
"16";43064;"Re 482-2";1;100;599;1684;"P";70;TRUE;1;"FGz"
"17";43250;"145-2";1;100;558;1380;"P";70;FALSE;1;"FGz"
"18";43658;"145-2";1;100;538;1380;"P";70;FALSE;1;"FGz"
"19";43669;"185-2";1;100;599;1684;"P";75;TRUE;1;"FGz"
"20";43710;"185-2";1;100;619;1465;"P";75;TRUE;1;"FGz"
"21";44609;"185-2";1;90;689;2085;"G";67;FALSE;1;"GzG"
"22";46386;"155-1";1;100;619;1423;"P";67;FALSE;1;"FGz"
"23";47021;"140-1";1;100;541;983;"P";69;FALSE;1;"FGz"
"24";47563;"155-1";1;100;619;2123;"G";64;FALSE;1;"FGz"
"25";47753;"155-1";1;100;399;1923;"P";62;FALSE;1;"FGz"
"26";48562;"140-1";2;100;633;1281;"P";93;FALSE;1;"FGz"
"27";49060;"155-1";1;100;629;1723;"P";67;FALSE;1;"FGz"
"28";49151;"185-2";1;100;719;1835;"G";65;FALSE;1;"GzG"
"29";50215;"151-1";1;100;529;1618;"P";78;TRUE;1;"FGz"
"30";50230;"151-1";1;100;619;1718;"P";73;FALSE;1;"FGz"
"31";50231;"151-1";1;100;619;1718;"P";77;FALSE;1;"FGz"
"32";50240;"152-3";1;120;594;1287;"P";79;TRUE;1;"FGz"
"33";50241;"152-3";1;120;594;1632;"P";82;TRUE;1;"FGz"
"34";50245;"151-1";1;100;595;1713;"P";78;TRUE;1;"FGz"
"35";51067;"185-2";1;100;689;1675;"P";68;TRUE;1;"FGz"
"36";51301;"185-2";1;100;699;1685;"P";67;FALSE;1;"FGz"
"37";51305;"155-1";1;90;719;2123;"G";64;FALSE;1;"GzG"
"38";51311;"185-2";1;100;699;1685;"P";67;FALSE;1;"FGz"
"39";51315;"155-1";1;90;699;2123;"G";64;FALSE;1;"GzG"
"40";51317;"155-1";1;100;699;1723;"P";67;FALSE;1;"FGz"
"41";51333;"185-2";1;100;719;1685;"P";68;FALSE;1;"FGz"
"42";51335;"185-2";1;100;619;1685;"P";68;FALSE;1;"FGz"
"43";51341;"185-2";1;100;719;1685;"P";68;FALSE;1;"FGz"
"44";51485;"155-1";1;100;719;1723;"P";69;FALSE;1;"FGz"
"45";51718;"185-2";1;100;719;1685;"P";70;FALSE;1;"FGz"
"46";51722;"185-2";1;100;719;1585;"P";70;FALSE;1;"FGz"
"47";51852;"185-2";1;100;699;2085;"G";67;FALSE;1;"GzG"
"48";51854;"185-2";1;100;699;2085;"G";67;FALSE;1;"FGz"
"49";51858;"185-2";1;100;699;2085;"G";67;FALSE;1;"GzG"
"50";51860;"185-2";1;100;699;2085;"G";67;FALSE;1;"GzG"
"51";51864;"185-2";1;100;699;2085;"G";67;FALSE;1;"GzG"
"52";51866;"185-2";1;100;699;2085;"G";67;FALSE;1;"GzG"
"53";51872;"185-2";1;100;659;2085;"G";67;FALSE;1;"GzG"
"54";51878;"185-2";1;100;699;2085;"G";67;FALSE;1;"GzG"
"55";51899;"185-2";1;100;719;1685;"P";70;FALSE;1;"FGz"
"56";52161;"155-1";1;100;669;1723;"P";67;FALSE;1;"FGz"
"57";52163;"155-1";1;100;669;1723;"P";67;FALSE;1;"FGz"
"58";52173;"155-1";1;80;599;1723;"P";38;FALSE;1;"FGz"
"59";52175;"155-1";1;100;599;1723;"P";70;FALSE;1;"FGz"
"60";52184;"155-1";1;100;599;1623;"P";66;FALSE;1;"FGz"
"61";52188;"155-1";1;100;599;1623;"P";66;FALSE;1;"FGz"
"62";52192;"155-1";1;100;599;1723;"P";68;TRUE;1;"FGz"
"63";52196;"155-1";1;100;599;1623;"P";66;FALSE;1;"FGz"
"64";52198;"155-1";1;100;599;1623;"P";66;FALSE;1;"FGz"
"65";55506;"294-3";1;80;514;1480;"P";45;FALSE;0;"NGz"
"66";55507;"294-3";1;80;414;880;"P";45;FALSE;0;"NGz"
"67";55508;"294-3";1;80;514;880;"P";45;FALSE;0;"NGz"
"68";55509;"294-3";1;80;614;880;"P";45;FALSE;0;"NGz"
"69";60101;"155-1";1;100;719;1623;"P";70;FALSE;1;"FGz"
"70";60106;"155-1";1;100;669;1723;"P";67;FALSE;1;"FGz"
"71";60266;"140-1";1;100;516;783;"P";68;FALSE;1;"NGz"
"72";60768;"185-2";1;100;559;1685;"P";67;TRUE;1;"FGz"
"73";60782;"185-2";1;90;319;1835;"G";63;FALSE;1;"GzG"
"74";79434;"145-2";1;100;568;1480;"P";68;TRUE;1;"NGz"
"75";83734;"145-2";1;100;618;1430;"P";68;TRUE;1;"NGz"
"76";83735;"145-2";1;100;618;1880;"G";68;TRUE;1;"NGz"
"77";90970;"185-2";1;100;379;685;"P";85;TRUE;1;"NGz"
"78";91194;"G1206-3";1;100;315;537;"P";70;FALSE;0;"NGz"
"79";47061;"185-2";2;90;718;3750;"P";58;FALSE;1;"FGz"
"80";47083;"189-2";1;100;719;2286;"G";65;TRUE;1;"GzG"
"81";55790;"294-3";1;80;564;1480;"P";34;FALSE;0;"NGz"
"82";98201;"212-1";1;80;292;963;"P";48;FALSE;0;"NGz"
"83";98204;"212-1";1;80;292;963;"P";48;FALSE;0;"NGz"
