"";"TRAINRUN";"TFZ";"NUM_TFZ";"VMAX";"TOTALLENGTH";"TOTALWEIGHT";"BREAKCLASS";"BrH";"LZB";"ELECTRIC";"TRAINCLASS"
"1";40671;"185-2";1;100;649;1685;"P";75;FALSE;1;"FGz"
"2";41126;"185-2";1;100;649;1685;"P";78;FALSE;1;"FGz"
"3";41127;"185-2";1;100;649;1685;"P";77;FALSE;1;"FGz"
"4";41133;"189-2";1;100;659;1721;"G";80;FALSE;1;"GzG"
"5";41134;"189-2";1;100;659;1721;"G";80;TRUE;1;"GzG"
"6";41139;"182-2";1;100;719;1676;"P";78;FALSE;1;"FGz"
"7";41143;"185-2";1;100;649;1720;"G";68;FALSE;1;"GzG"
"8";41144;"185-2";1;100;649;1685;"P";68;TRUE;1;"FGz"
"9";41903;"185-2";1;100;639;1675;"P";78;FALSE;1;"FGz"
"10";41930;"185-2";1;100;639;1685;"P";78;FALSE;1;"FGz"
"11";41945;"185-2";1;100;599;1685;"P";77;FALSE;1;"FGz"
"12";41946;"185-2";1;100;599;1685;"P";78;FALSE;1;"FGz"
"13";41952;"185-2";1;100;599;1485;"P";77;FALSE;1;"FGz"
"14";41953;"185-2";1;100;599;1685;"P";77;FALSE;1;"FGz"
"15";41965;"185-2";1;100;619;1685;"P";75;FALSE;1;"FGz"
"16";42903;"185-2";1;100;669;1675;"P";78;FALSE;1;"FGz"
"17";42931;"185-2";1;100;639;1675;"P";78;FALSE;1;"FGz"
"18";42947;"182-2";1;100;669;1676;"P";70;TRUE;1;"FGz"
"19";42948;"182-2";1;100;669;1931;"G";75;TRUE;1;"GzG"
"20";42949;"182-2";1;100;669;1836;"G";75;TRUE;1;"FGz"
"21";42951;"189-2";1;100;659;1721;"G";80;TRUE;1;"GzG"
"22";43901;"185-2";1;100;649;1685;"P";77;TRUE;1;"FGz"
"23";43932;"1116-1";1;100;624;1686;"P";78;FALSE;1;"FGz"
"24";43940;"182-1";1;100;669;1686;"P";78;TRUE;1;"FGz"
"25";43941;"182-1";1;100;669;1676;"P";78;FALSE;1;"FGz"
"26";43944;"189-2";1;100;639;1686;"P";92;FALSE;1;"FGz"
"27";43945;"189-2";1;100;639;1686;"P";92;TRUE;1;"FGz"
"28";43958;"182-2";1;100;669;1931;"G";75;TRUE;1;"GzG"
"29";43986;"185-2";1;80;619;1085;"P";58;TRUE;1;"NGz"
"30";44962;"185-2";1;100;629;1685;"P";70;FALSE;1;"FGz"
"31";44968;"185-2";1;100;629;1685;"P";70;FALSE;1;"FGz"
"32";45705;"189-2";1;90;569;1186;"P";78;TRUE;1;"NGz"
"33";46386;"1116-1";1;100;619;1386;"P";67;FALSE;1;"FGz"
"34";46669;"151-1";1;100;409;1718;"P";64;FALSE;1;"FGz"
"35";47772;"151-1";1;100;569;1318;"P";76;FALSE;1;"FGz"
"36";47773;"151-1";2;90;589;3736;"P";56;FALSE;1;"FGz"
"37";47923;"185-2";2;90;563;3685;"P";55;FALSE;1;"FGz"
