"";"TRAINRUN";"TFZ";"NUM_TFZ";"VMAX";"TOTALLENGTH";"TOTALWEIGHT";"BREAKCLASS";"BrH";"LZB";"ELECTRIC";"TRAINCLASS"
"1";62022;"232-2";1;90;471;1572;"P";70;FALSE;0;"NGz"
"2";45501;"155-1";1;100;634;1933;"P";65;FALSE;1;"Gz"
"3";45505;"155-1";1;100;634;2403;"P";65;FALSE;1;"Gz"
"4";45552;"155-1";1;100;569;1123;"P";65;FALSE;1;"FGz"
"5";45553;"155-1";1;100;579;2403;"G";65;FALSE;1;"FGz"
"6";49327;"232-1";1;90;471;1722;"P";54;FALSE;0;"NGz"
"7";49620;"Re 482-2";1;90;399;2064;"P";56;TRUE;1;"NGz"
"8";52638;"155-1";1;100;684;1723;"P";65;FALSE;1;"FGz"
"9";53000;"232-2";1;80;531;1722;"P";44;FALSE;0;"NGz"
"10";53226;"232-2";1;80;501;1722;"P";55;FALSE;0;"GzG"
"11";53227;"232-2";1;80;521;1722;"P";55;FALSE;0;"GzG"
"12";60231;"185-2";1;90;469;2785;"G";57;FALSE;1;"Gz"
"13";60602;"155-1";1;90;379;2643;"P";69;TRUE;1;"NGz"
"14";63251;"185-2";1;90;544;2085;"G";60;TRUE;1;"GzG"
"15";95462;"182-2";1;100;599;886;"P";75;TRUE;1;"NGz"
"16";99644;"155-1";1;100;589;963;"P";68;TRUE;1;"NGz"
"17";99645;"155-1";1;100;589;2723;"P";60;TRUE;1;"NGz"
