"";"TRAINRUN";"TFZ";"NUM_TFZ";"VMAX";"TOTALLENGTH";"TOTALWEIGHT";"BREAKCLASS";"BrH";"LZB";"ELECTRIC";"TRAINCLASS"
"1";48;"G1000-1";1;100;614;680;"P";90;FALSE;0;"NGz"
"2";41802;"185-2";1;120;609;1685;"P";78;TRUE;1;"FGz"
"3";42931;"185-2";1;100;639;1675;"P";78;FALSE;1;"FGz"
"4";42948;"182-2";1;100;669;1931;"G";75;TRUE;1;"GzG"
"5";42949;"182-2";1;100;669;1836;"G";75;TRUE;1;"FGz"
"6";43941;"182-1";1;100;669;1676;"P";78;TRUE;1;"FGz"
"7";43958;"182-2";1;100;669;1931;"G";75;TRUE;1;"GzG"
"8";48924;"185-2";1;100;609;1085;"P";66;FALSE;1;"FGz"
"9";48929;"185-2";1;100;609;885;"P";78;FALSE;1;"FGz"
"10";49156;"185-2";1;100;569;1525;"P";67;FALSE;1;"FGz"
"11";50062;"152-3";1;120;649;1617;"P";78;TRUE;1;"FGz"
"12";50085;"152-3";1;100;699;1622;"P";78;TRUE;1;"FGz"
"13";50092;"152-3";1;100;699;1687;"P";78;TRUE;1;"FGz"
"14";50140;"151-1";1;120;699;1593;"P";78;TRUE;1;"FGz"
"15";50141;"152-3";1;100;699;1622;"P";78;TRUE;1;"FGz"
"16";50142;"151-1";1;120;699;1593;"P";78;TRUE;1;"FGz"
"17";50143;"151-1";1;100;699;1653;"P";78;TRUE;1;"FGz"
"18";60077;"185-2";1;100;694;885;"P";68;FALSE;1;"FGz"
"19";60081;"155-1";1;100;694;1223;"P";78;FALSE;1;"FGz"
"20";60082;"185-2";1;100;619;1185;"P";61;FALSE;1;"FGz"
"21";60085;"155-1";1;100;619;973;"P";69;FALSE;1;"FGz"
"22";60088;"155-1";1;100;619;1243;"P";61;FALSE;1;"FGz"
"23";60091;"155-1";1;100;694;973;"P";85;TRUE;1;"FGz"
"24";60093;"155-1";1;100;694;973;"P";81;FALSE;1;"FGz"
"25";60162;"155-1";1;100;670;1323;"P";60;FALSE;1;"NGz"
"26";69066;"182-2";1;120;720;1616;"P";78;TRUE;1;"FGz"
"27";69067;"182-2";1;120;720;1676;"P";78;TRUE;1;"FGz"
"28";69140;"182-2";1;120;720;1616;"P";78;TRUE;1;"FGz"
"29";69141;"182-2";1;120;720;1676;"P";78;TRUE;1;"FGz"
"30";69168;"182-2";1;120;709;1616;"P";78;TRUE;1;"FGz"
"31";69169;"182-2";1;120;720;1676;"P";78;TRUE;1;"FGz"
"32";69193;"185-2";1;100;684;1085;"P";68;TRUE;1;"NGz"
"33";69197;"185-2";1;100;684;1085;"P";68;TRUE;1;"NGz"
"34";69275;"182-2";1;120;720;1676;"P";78;TRUE;1;"FGz"
"35";69279;"182-2";1;120;720;1676;"P";78;TRUE;1;"FGz"
"36";75731;"185-2";1;100;684;1285;"P";80;TRUE;1;"FGz"
"37";75732;"185-2";1;100;684;1285;"P";68;TRUE;1;"FGz"
"38";75735;"185-2";1;100;719;1285;"P";78;TRUE;1;"FGz"
"39";75736;"185-2";1;100;714;1285;"P";78;TRUE;1;"FGz"
"40";75737;"185-2";1;100;719;1285;"P";78;TRUE;1;"FGz"
"41";75749;"185-2";1;120;714;1385;"P";69;TRUE;1;"FGz"
"42";83742;"182-2";1;120;709;1616;"P";78;TRUE;1;"FGz"
"43";83748;"182-2";1;120;644;1616;"P";78;TRUE;1;"FGz"
"44";91211;"185-2";1;100;669;1285;"P";68;TRUE;1;"NGz"
"45";95354;"Re 482-2";1;100;699;1684;"P";70;TRUE;1;"FGz"
"46";40737;"145-2";1;120;648;1680;"P";70;TRUE;1;"FGz"
"47";40738;"145-2";1;120;648;1680;"P";70;FALSE;1;"FGz"
"48";41307;"189-2";1;100;629;1686;"P";70;FALSE;1;"FGz"
"49";41308;"189-2";1;120;629;1686;"P";70;TRUE;1;"NGz"
"50";41330;"189-2";1;120;629;1686;"P";70;TRUE;1;"NGz"
"51";41356;"145-2";1;120;648;1680;"P";70;FALSE;1;"FGz"
"52";41383;"145-2";1;100;648;1680;"P";70;TRUE;1;"NGz"
"53";50452;"145-2";1;100;698;1880;"G";86;TRUE;1;"FGz"
"54";50453;"145-2";1;100;698;1680;"P";68;FALSE;1;"FGz"
"55";50454;"145-2";1;100;698;1880;"G";88;FALSE;1;"GzG"
"56";50455;"145-2";1;100;698;1680;"P";68;FALSE;1;"FGz"
"57";50456;"145-2";1;100;698;1680;"P";67;FALSE;1;"FGz"
"58";50457;"145-2";1;100;698;1680;"P";68;FALSE;1;"FGz"
"59";50458;"145-2";1;100;698;1680;"P";67;FALSE;1;"FGz"
"60";50470;"145-2";1;100;698;1880;"G";88;FALSE;1;"GzG"
"61";50471;"145-2";1;100;698;1680;"P";68;FALSE;1;"FGz"
"62";50472;"145-2";1;100;698;1880;"G";88;FALSE;1;"GzG"
"63";50473;"145-2";1;100;698;1680;"P";68;FALSE;1;"FGz"
"64";50475;"145-2";1;100;698;1680;"P";68;FALSE;1;"FGz"
"65";50476;"145-2";1;100;698;1880;"G";86;FALSE;1;"GzG"
"66";50519;"145-2";1;120;628;1180;"P";68;TRUE;1;"FGz"
"67";50533;"145-2";1;120;628;1180;"P";68;TRUE;1;"FGz"
"68";53632;"295-1";1;80;684;1079;"P";65;FALSE;0;"NGz"
"69";53636;"295-1";1;80;714;1079;"P";66;FALSE;0;"NGz"
"70";60054;"140-1";1;100;686;1283;"P";62;FALSE;1;"FGz"
"71";60065;"140-1";1;100;691;833;"P";68;FALSE;1;"FGz"
"72";60070;"155-1";1;100;577;1323;"P";58;FALSE;1;"FGz"
"73";60071;"140-1";1;100;579;783;"P";68;FALSE;1;"FGz"
"74";60182;"155-1";1;100;719;893;"P";70;FALSE;1;"FGz"
"75";62370;"185-2";1;100;629;1685;"P";71;TRUE;1;"NGz"
"76";69080;"185-2";1;100;719;1684;"P";78;TRUE;1;"FGz"
"77";69084;"185-2";1;100;719;1684;"P";78;FALSE;1;"NGz"
"78";69085;"185-2";1;100;719;1884;"G";73;FALSE;1;"GzG"
"79";69087;"185-2";1;100;719;1884;"G";73;FALSE;1;"FGz"
"80";69110;"G1000-1";1;100;644;1380;"P";60;FALSE;0;"NGz"
"81";69111;"G1000-1";1;100;644;1380;"P";60;FALSE;0;"NGz"
"82";69149;"185-2";1;100;684;1285;"P";68;TRUE;1;"NGz"
"83";69243;"185-2";1;100;667;1185;"P";64;TRUE;1;"NGz"
"84";69254;"189-2";1;120;720;1685;"P";78;TRUE;1;"FGz"
"85";69374;"Re 421-1";1;100;635;1475;"P";70;TRUE;1;"FGz"
"86";69375;"Re 421-1";1;100;635;1385;"P";80;FALSE;1;"FGz"
"87";75722;"185-2";1;100;719;1285;"P";62;FALSE;1;"NGz"
"88";75729;"185-2";1;100;719;1285;"P";72;TRUE;1;"NGz"
"89";75762;"182-1";1;100;669;1686;"P";78;TRUE;1;"FGz"
"90";75766;"185-2";1;100;714;1285;"P";72;TRUE;1;"NGz"
"91";75852;"Re 421-1";1;100;595;1370;"P";68;TRUE;1;"NGz"
"92";75858;"ER 20D-2";1;100;649;1230;"P";69;FALSE;0;"NGz"
"93";79421;"185-2";1;100;629;1685;"P";80;TRUE;1;"NGz"
"94";83842;"151-1";1;100;414;598;"P";76;TRUE;1;"NGz"
"95";91852;"714-1";1;70;34;46;"P";95;FALSE;0;"NGz"
"96";95052;"139-1";1;100;476;1286;"P";99;FALSE;1;"NGz"
"97";95055;"139-1";1;100;681;1136;"P";99;FALSE;1;"NGz"
"98";95155;"ER 20D-2";1;100;719;1280;"P";69;FALSE;0;"NGz"
"99";95156;"ER 20D-2";1;100;719;1280;"P";69;FALSE;0;"NGz"
"100";95157;"ER 20D-2";1;100;719;1280;"P";69;FALSE;0;"NGz"
"101";95162;"ER 20D-2";1;100;719;1280;"P";62;FALSE;0;"NGz"
"102";95166;"ER 20D-2";1;100;719;1280;"P";69;FALSE;0;"NGz"
"103";95167;"ER 20D-2";1;100;719;1180;"P";69;FALSE;0;"NGz"
"104";95168;"ER 20D-2";1;100;719;1280;"P";63;FALSE;0;"NGz"
"105";95173;"ER 20D-2";1;100;719;1280;"P";69;FALSE;0;"NGz"
"106";95288;"185-2";1;100;719;1185;"P";69;FALSE;1;"NGz"
"107";95445;"185-2";1;100;585;760;"P";68;TRUE;1;"NGz"
