"";"TRAINRUN";"TFZ";"NUM_TFZ";"VMAX";"TOTALLENGTH";"TOTALWEIGHT";"BREAKCLASS";"BrH";"LZB";"ELECTRIC";"TRAINCLASS"
"1";58;"185-2";1;100;689;1685;"P";65;FALSE;1;"FGz"
"2";46717;"151-1";1;100;429;1468;"P";64;FALSE;1;"FGz"
"3";47928;"185-2";1;100;544;1085;"P";72;FALSE;1;"FGz"
"4";51373;"185-2";1;100;719;1685;"P";65;FALSE;1;"FGz"
"5";51524;"185-2";1;100;719;1685;"P";70;FALSE;1;"FGz"
"6";51668;"185-2";1;100;719;1675;"P";70;FALSE;1;"FGz"
"7";51674;"185-2";1;100;719;1675;"P";70;FALSE;1;"FGz"
"8";60436;"140-1";1;100;496;883;"P";80;FALSE;1;"FGz"
"9";54273;"294-3";1;80;614;1080;"P";40;FALSE;0;"NGz"
"10";54280;"G1700-1";1;80;594;2087;"G";43;FALSE;0;"GzG"
"11";54282;"294-3";1;80;514;1480;"P";43;FALSE;0;"NGz"
"12";54287;"G1700-1";1;80;614;1502;"P";40;FALSE;0;"NGz"
"13";61249;"155-1";1;90;319;1423;"G";54;FALSE;1;"GzG"
"14";61357;"155-1";1;80;369;2123;"P";54;FALSE;1;"NGz"
"15";61359;"155-1";1;80;369;2123;"P";54;FALSE;1;"NGz"
"16";79435;"G1206-3";1;90;315;1047;"P";89;FALSE;0;"NGz"
"17";79436;"G1206-3";1;100;315;687;"P";89;FALSE;0;"NGz"
"18";93910;"225-1";1;80;317;1428;"P";85;FALSE;0;"NGz"
