"tfz";"totalmass";"num_tfz";"vmax";"brh";"breakclass";"total_res";"t10";"sta"
"180-1";2100;1;80;58;"G";0,9123;696,611147911983;"1"
"180-1";2100;1;80;42;"G";0,9286;696,611147911983;"101"
"1293-2";1700;1;50;37;"G";0,9459;943,177170402928;"103"
"180-1";2100;1;80;52;"G";0,9322;696,611147911983;"105"
"140-1";2300;1;70;60;"G";0,9032;723,85325724153;"107"
"140-1";2400;1;70;55;"G";0,9091;733,904222747745;"109A"
"203-1";1500;1;60;53;"G";0,9242;777,771845793;"109B"
"180-1";2100;1;80;56;"G";0,9153;696,611147911983;"111"
"180-1";2100;1;80;58;"G";0,9167;696,611147911983;"113"
"140-1";2300;1;70;60;"G";0,92;723,85325724153;"115A"
"180-1";2100;1;80;60;"G";0,9811;696,611147911983;"115B"
"203-1";1500;1;60;34;"G";0,9;777,771845793;"117"
"180-1";2100;1;80;47;"G";0,9074;696,611147911983;"119A"
"203-1";2000;1;50;58;"G";0,9231;896,575111917635;"11B"
"180-1";2100;1;80;60;"G";0,9194;696,611147911983;"121"
"203-1";1000;1;70;65;"G";0,9189;672,830015005864;"123"
"180-1";2100;1;80;60;"G";0,9153;696,611147911983;"125A"
"180-1";2100;1;80;56;"G";0,9008;696,611147911983;"125B"
"180-1";2100;1;80;64;"G";0,9008;696,611147911983;"125C"
"180-1";2100;1;80;56;"G";0,9008;696,611147911983;"127A"
"180-1";2100;1;80;61;"G";0,9041;696,611147911983;"127C"
"180-1";2100;1;80;61;"G";0,9041;696,611147911983;"127D"
"180-1";2100;1;80;64;"G";0,9172;696,611147911983;"127E"
"203-1";1500;1;60;35;"G";0,9118;777,771845793;"129"
"180-1";2100;1;80;61;"G";0,91;696,611147911983;"129A"
"203-1";1000;1;70;60;"G";0,9036;672,830015005864;"131A"
"203-1";1000;1;70;61;"G";0,9026;672,830015005864;"131B"
"203-1";2000;1;50;53;"G";0,9116;896,575111917635;"133A"
"203-1";1500;1;60;54;"G";0,9057;777,771845793;"133B"
