"tfz";"totalmass";"num_tfz";"vmax";"brh";"breakclass";"total_res";"t10";"sta"
"203-1";1000;1;70;55;"G";0,9266;672,830015005864;"203"
"180-1";2000;1;80;54;"G";0,913;683,697100033551;"207A"
"264-1";3300;1;60;47;"G";0,9048;764,299159305828;"209"
"264-1";3400;1;60;50;"G";0,9153;769,664673257781;"21"
"180-1";2000;1;80;60;"G";0,9085;683,697100033551;"215A"
"180-1";2000;1;80;58;"G";0,9024;683,697100033551;"215B"
"180-1";2000;1;80;61;"G";0,9388;683,697100033551;"221"
"180-1";2000;1;80;61;"G";0,9388;683,697100033551;"223"
"180-1";2000;1;80;61;"G";0,9388;683,697100033551;"225"
"203-1";1000;1;70;65;"G";0,9275;672,830015005864;"251"
"285-2";2600;1;60;67;"P";0,9412;771,161830165714;"253"
"180-1";2000;1;80;55;"G";0,9008;683,697100033551;"279"
"180-1";2000;1;80;55;"G";0,9008;683,697100033551;"287"
"180-1";2000;1;80;61;"G";0,9041;683,697100033551;"289"
"180-1";2000;1;80;64;"G";0,96;683,697100033551;"291"
"264-1";3300;1;60;50;"G";0,9013;764,299159305828;"293"
"180-1";2000;1;80;55;"G";0,9008;683,697100033551;"295"
"180-1";2000;1;80;55;"G";0,9008;683,697100033551;"297"
"180-1";2000;1;80;55;"G";0,9008;683,697100033551;"299"
"180-1";2000;1;80;54;"G";0,9412;683,697100033551;"303"
"285-2";2600;1;60;55;"P";0,9;771,161830165714;"305"
"180-1";2000;1;80;52;"G";0,9023;683,697100033551;"31"
"371-1";1900;1;70;44;"G";0,9041;727,549096209975;"319"
"180-1";2000;1;80;52;"G";0,9023;683,697100033551;"329"
"371-1";1800;1;70;37;"G";0,9059;715,305773292214;"33"
"180-1";2000;1;80;62;"G";0,9024;683,697100033551;"35"
"180-1";2200;1;80;28;"G";0,9044;710,313658532563;"37"
"180-1";2000;1;80;52;"G";0,9023;683,697100033551;"39A"
"180-1";2000;1;80;58;"G";0,9153;683,697100033551;"39B"
"180-1";2000;1;80;52;"G";0,9231;683,697100033551;"41"
"1293-2";1700;1;50;51;"G";0,9487;943,177170402928;"43"
"180-1";2000;1;80;52;"G";0,9023;683,697100033551;"47"
"203-1";1500;1;60;50;"G";0,9048;777,771845793;"5"
"285-2";2600;1;60;50;"G";0,9024;789,018973022857;"53"
"180-1";2000;1;80;58;"G";0,9036;683,697100033551;"55A"
"203-1";1500;1;60;49;"G";0,902;777,771845793;"55B"
"185-2";3200;1;80;40;"G";0,904;684,849256901361;"57A"
"180-1";2000;1;80;56;"G";0,903;683,697100033551;"57B"
"180-1";2000;1;80;54;"G";0,9211;683,697100033551;"61"
"180-1";2000;1;80;54;"G";0,9091;683,697100033551;"63B"
"180-1";2000;1;80;53;"G";0,92;683,697100033551;"65"
"180-1";2000;1;80;54;"G";0,9592;683,697100033551;"67"
"180-1";2000;1;80;63;"G";0,9318;683,697100033551;"71"
"180-1";2000;1;80;64;"G";0,9211;683,697100033551;"73"
"180-1";2000;1;80;55;"G";0,9038;683,697100033551;"741"
"180-1";2000;1;80;61;"G";0,9057;683,697100033551;"75"
"180-1";2000;1;80;56;"G";0,9012;683,697100033551;"777"
"180-1";2000;1;80;56;"G";0,9032;683,697100033551;"77A"
"180-1";2000;1;80;42;"G";0,9059;683,697100033551;"77B"
"180-1";2000;1;80;56;"G";0,904;683,697100033551;"79"
"203-1";1000;1;70;61;"G";0,9159;672,830015005864;"81A"
"180-1";2000;1;80;55;"G";0,9036;683,697100033551;"81B"
"180-1";2000;1;80;55;"G";0,9036;683,697100033551;"87"
"180-1";2000;1;80;58;"G";0,9036;683,697100033551;"89"
"203-1";1000;1;70;62;"G";0,9091;672,830015005864;"91"
"180-1";2000;1;80;60;"G";0,9064;683,697100033551;"93"
"203-1";1000;1;70;65;"G";0,9141;672,830015005864;"95"
"180-1";2000;1;80;60;"G";0,9064;683,697100033551;"97"
"180-1";2000;1;80;42;"G";0,9286;683,697100033551;"99"
"180-1";2000;1;80;55;"G";0,9038;683,697100033551;"9A"
"180-1";2000;1;80;60;"G";0,9;683,697100033551;"9B"
