"X";"TRAINRUN";"TFZ";"NUM_TFZ";"VMAX";"TOTALLENGTH";"TOTALWEIGHT";"BREAKCLASS";"BrH";"LZB";"ELECTRIC";"TRAINCLASS";"T10km";"T10SYS";"STABFQ";"NAME"
1;1004;"155-1";1;100;719;1588;"P";73;FALSE;1;"FGz";506,17963677278;572,139409070616;1,13030901977482;"s90"
2;32700;"155-1";1;100;499;1833;"P";86;FALSE;1;"FGz";529,733804427967;572,139409070616;1,08005078076609;"s90"
3;40008;"185-2";1;100;594;1485;"P";78;TRUE;1;"FGz";488,371856631382;502,506316794503;1,02894200386692;"G2"
4;40009;"185-2";1;100;594;1675;"P";78;FALSE;1;"FGz";502,506316794503;502,506316794503;1;"G2"
5;40025;"145-2";1;100;538;1680;"P";75;FALSE;1;"FGz";520,48741575077;572,139409070616;1,09923773708408;"s90"
6;40085;"185-2";1;100;619;1485;"P";75;FALSE;1;"FGz";488,371856631382;502,506316794503;1,02894200386692;"G2"
7;40100;"189-2";1;100;539;1486;"P";69;TRUE;1;"FGz";484,324566212344;502,506316794503;1,03754042609143;"G2"
8;40101;"189-2";1;100;569;1486;"P";69;FALSE;1;"FGz";484,324566212344;502,506316794503;1,03754042609143;"G2"
9;40104;"189-2";1;100;539;1486;"P";69;TRUE;1;"FGz";484,324566212344;502,506316794503;1,03754042609143;"G2"
10;40105;"189-2";1;100;569;1486;"P";69;FALSE;1;"FGz";484,324566212344;502,506316794503;1,03754042609143;"G2"
11;40106;"189-2";1;100;569;1486;"P";69;TRUE;1;"FGz";484,324566212344;502,506316794503;1,03754042609143;"G2"
12;40126;"185-2";1;100;579;1465;"P";70;TRUE;1;"FGz";486,935680191978;502,506316794503;1,03197678304532;"G2"
13;40144;"185-2";1;100;534;1485;"P";75;TRUE;1;"FGz";488,371856631382;502,506316794503;1,02894200386692;"G2"
14;40184;"185-2";1;100;569;1465;"P";75;TRUE;1;"FGz";486,935680191978;502,506316794503;1,03197678304532;"G2"
15;40200;"189-2";1;100;594;1486;"P";70;TRUE;1;"FGz";484,324566212344;502,506316794503;1,03754042609143;"G2"
16;40234;"185-2";1;100;619;1465;"P";75;TRUE;1;"GzG";486,935680191978;502,506316794503;1,03197678304532;"G2"
17;40235;"185-2";1;100;619;1885;"G";68;TRUE;1;"GzG";549,087623545267;549,087623545267;1;"no"
18;40241;"Re 482-2";1;100;614;1684;"P";70;TRUE;1;"FGz";498,134981040961;502,506316794503;1,00877540409711;"G2"
19;40245;"Re 482-2";1;100;614;1684;"P";70;FALSE;1;"FGz";498,134981040961;502,506316794503;1,00877540409711;"G2"
20;40247;"Re 482-2";1;100;594;1684;"P";70;TRUE;1;"FGz";498,134981040961;502,506316794503;1,00877540409711;"G2"
21;40252;"Re 482-2";1;100;594;1484;"P";70;TRUE;1;"FGz";484,035282184807;502,506316794503;1,03816051285833;"G2"
22;40260;"Re 482-2";1;100;529;1484;"P";70;TRUE;1;"Gz";484,035282184807;502,506316794503;1,03816051285833;"G2"
23;40261;"Re 482-2";1;100;529;1684;"P";70;TRUE;1;"FGz";498,134981040961;502,506316794503;1,00877540409711;"G2"
24;40276;"Re 482-2";1;100;594;1484;"P";70;TRUE;1;"FGz";484,035282184807;502,506316794503;1,03816051285833;"G2"
25;40290;"Re 482-2";1;100;594;1484;"P";70;TRUE;1;"FGz";484,035282184807;502,506316794503;1,03816051285833;"G2"
26;40291;"Re 482-2";1;100;594;1684;"P";70;TRUE;1;"FGz";498,134981040961;502,506316794503;1,00877540409711;"G2"
27;40421;"4370-1";1;100;619;1490;"P";80;TRUE;1;"FGz";495,415155619233;572,139409070616;1,15486860379853;"s90"
28;40424;"4370-1";1;100;619;1490;"P";80;FALSE;1;"FGz";495,415155619233;572,139409070616;1,15486860379853;"s90"
29;40559;"151-1";1;100;559;1678;"P";75;FALSE;1;"FGz";501,633039807726;572,139409070616;1,14055367901986;"s90"
30;41051;"185-2";1;100;569;1685;"P";70;FALSE;1;"FGz";503,276651688776;502,506316794503;1;"G2"
31;41052;"185-2";1;100;569;1485;"P";70;TRUE;1;"FGz";488,371856631382;502,506316794503;1,02894200386692;"G2"
32;41082;"189-2";1;100;570;1466;"P";78;TRUE;1;"FGz";482,989202279285;502,506316794503;1,04040900795114;"G2"
33;41238;"4370-1";1;100;419;690;"P";109;FALSE;1;"NGz";438,95382019532;502,506316794503;1,14478173711053;"G2"
34;41600;"145-2";1;100;573;1380;"P";71;FALSE;1;"FGz";491,490930467792;572,139409070616;1,16408945435893;"s90"
35;41603;"145-2";1;100;574;1680;"P";70;FALSE;1;"FGz";520,48741575077;572,139409070616;1,09923773708408;"s90"
36;41665;"185-2";1;100;619;1885;"G";68;TRUE;1;"GzG";549,087623545267;549,087623545267;1;"no"
37;41666;"185-2";1;100;619;1465;"P";75;TRUE;1;"FGz";486,935680191978;502,506316794503;1,03197678304532;"G2"
38;41748;"189-2";1;90;629;1886;"G";69;FALSE;1;"GzG";560,951068893868;560,951068893868;1;"no"
39;41780;"185-2";1;100;669;1785;"G";86;TRUE;1;"GzG";540,903341850355;540,903341850355;1;"no"
40;42006;"145-2";1;100;593;1380;"P";70;FALSE;1;"FGz";491,490930467792;572,139409070616;1,16408945435893;"s90"
41;42014;"189-2";1;100;574;1486;"P";85;TRUE;1;"FGz";484,324566212344;502,506316794503;1,03754042609143;"G2"
42;42017;"145-2";1;100;593;1680;"P";70;TRUE;1;"FGz";520,48741575077;572,139409070616;1,09923773708408;"s90"
43;42018;"145-2";1;100;593;1380;"P";70;TRUE;1;"FGz";491,490930467792;572,139409070616;1,16408945435893;"s90"
44;42021;"145-2";1;100;593;1680;"P";70;FALSE;1;"FGz";520,48741575077;572,139409070616;1,09923773708408;"s90"
45;42610;"145-2";1;100;608;1680;"P";75;TRUE;1;"FGz";520,48741575077;572,139409070616;1,09923773708408;"s90"
46;42647;"152-3";1;120;649;1677;"P";82;TRUE;1;"FGz";497,928601797048;502,506316794503;1,00919351686353;"G2"
47;42674;"189-2";1;100;619;1686;"P";85;TRUE;1;"FGz";498,07686857548;502,506316794503;1,00889310164451;"G2"
48;42675;"189-3";1;100;620;1686;"P";70;TRUE;1;"GzG";499,016160376494;502,506316794503;1,00699407493211;"G2"
49;43002;"6186-1";1;100;569;1484;"G";80;TRUE;1;"GzG";518,06014933565;518,06014933565;1;"no"
50;43016;"Re 482-2";1;100;594;1484;"P";75;TRUE;1;"FGz";484,035282184807;502,506316794503;1,03816051285833;"G2"
51;43017;"Re 482-2";1;100;594;1674;"P";70;TRUE;1;"FGz";497,406623153136;502,506316794503;1,01025256481114;"G2"
52;43025;"Re 482-2";1;100;619;1684;"P";67;FALSE;1;"FGz";498,134981040961;502,506316794503;1,00877540409711;"G2"
53;43075;"Re 482-2";1;100;594;1684;"P";67;TRUE;1;"FGz";498,134981040961;502,506316794503;1,00877540409711;"G2"
54;43240;"152-3";1;100;559;1387;"P";78;FALSE;1;"FGz";478,199095311769;502,506316794503;1,05083075589444;"G2"
55;43248;"145-2";1;100;558;1380;"P";75;FALSE;1;"FGz";491,490930467792;572,139409070616;1,16408945435893;"s90"
56;43661;"145-2";1;100;538;1680;"P";75;FALSE;1;"FGz";520,48741575077;572,139409070616;1,09923773708408;"s90"
57;43663;"145-2";1;100;538;1680;"P";75;FALSE;1;"FGz";520,48741575077;572,139409070616;1,09923773708408;"s90"
58;43664;"145-2";1;100;538;1380;"P";70;FALSE;1;"FGz";491,490930467792;572,139409070616;1,16408945435893;"s90"
59;43670;"185-2";1;100;619;1465;"P";75;TRUE;1;"FGz";486,935680191978;502,506316794503;1,03197678304532;"G2"
60;43681;"Re 421-1";1;100;565;1285;"P";70;TRUE;1;"FGz";481,528275611807;502,506316794503;1,04356554380123;"G2"
61;43682;"Re 421-1";1;100;565;1285;"P";70;TRUE;1;"FGz";481,528275611807;502,506316794503;1,04356554380123;"G2"
62;43700;"185-2";1;100;594;1485;"P";75;TRUE;1;"FGz";488,371856631382;502,506316794503;1,02894200386692;"G2"
63;43701;"185-2";1;100;594;1685;"P";75;TRUE;1;"FGz";503,276651688776;502,506316794503;1;"G2"
64;43711;"185-2";1;100;619;1685;"P";75;FALSE;1;"FGz";503,276651688776;502,506316794503;1;"G2"
65;43721;"145-2";1;100;688;2080;"G";80;TRUE;1;"GzG";591,990602075961;591,990602075961;1;"no"
66;43762;"145-2";1;100;538;1380;"P";78;TRUE;1;"FGz";491,490930467792;572,139409070616;1,16408945435893;"s90"
67;46336;"185-2";1;100;544;685;"P";68;TRUE;1;"NGz";436,889953946585;502,506316794503;1,15018968107456;"G2"
68;46716;"140-1";1;100;426;683;"P";74;FALSE;1;"FGz";457,475128616789;502,506316794503;1,09843417786202;"G2"
69;46717;"151-1";1;100;429;1468;"P";64;FALSE;1;"FGz";486,379686938617;502,506316794503;1,03315646251058;"G2"
70;47028;"Re 482-2";1;100;369;584;"P";70;TRUE;1;"FGz";429,713161915441;502,506316794503;1,16939940716404;"G2"
71;47039;"Re 421-1";1;100;615;1085;"P";68;FALSE;1;"FGz";467,157893095766;502,506316794503;1,07566697303237;"G2"
72;47068;"155-1";1;100;699;1123;"P";72;FALSE;1;"FGz";468,829936811837;502,506316794503;1,0718306945407;"G2"
73;47080;"189-2";1;100;719;2286;"G";65;TRUE;1;"GzG";574,388268738213;574,388268738213;1;"no"
74;47398;"140-1";1;100;616;1083;"P";70;FALSE;1;"NGz";498,70322654285;572,139409070616;1,14725427592848;"s90"
75;47464;"185-2";1;90;479;2040;"P";64;FALSE;1;"FGz";548,155889876113;572,139409070616;1,04375309950591;"s90"
76;47562;"155-1";1;100;619;2123;"G";65;TRUE;1;"GzG";592,84316948591;592,84316948591;1;"no"
77;47781;"151-1";2;80;614;4156;"P";56;TRUE;1;"FGz";577,670997301163;577,670997301163;1;"no"
78;47782;"151-1";1;100;619;1318;"P";76;TRUE;1;"FGz";476,093852585594;502,506316794503;1,05547743174054;"G2"
79;47785;"151-1";2;80;614;4156;"P";56;FALSE;1;"FGz";577,670997301163;577,670997301163;1;"no"
80;47786;"151-1";1;100;619;1318;"P";75;FALSE;1;"FGz";476,093852585594;502,506316794503;1,05547743174054;"G2"
81;47882;"185-2";1;100;339;1265;"P";70;TRUE;1;"NGz";473,053940055721;502,506316794503;1,06226008124002;"G2"
82;48011;"155-1";1;100;439;1383;"P";70;FALSE;1;"FGz";488,755565022298;572,139409070616;1,17060438799201;"s90"
83;48290;"185-2";1;90;539;2085;"G";58;FALSE;1;"GzG";578,084826847985;578,084826847985;1;"no"
84;48400;"185-2";1;90;369;1705;"P";65;TRUE;1;"NGz";525,952672027362;572,139409070616;1,08781538624991;"s90"
85;48661;"Re 482-2";1;90;419;1484;"P";70;TRUE;1;"FGz";508,454373475903;572,139409070616;1,12525221321109;"s90"
86;48681;"185-2";1;90;439;1685;"P";54;FALSE;1;"FGz";524,688401588275;572,139409070616;1,09043654736545;"s90"
87;48901;"155-1";1;100;539;923;"P";70;FALSE;1;"FGz";454,805151420173;502,506316794503;1,10488264089661;"G2"
88;49003;"185CL1-1";1;90;399;1884;"P";56;TRUE;1;"FGz";537,445584934099;572,139409070616;1,0645531847485;"s90"
89;49057;"155-1";1;100;719;1723;"P";66;FALSE;1;"FGz";518,721061789015;572,139409070616;1,10298087202661;"s90"
90;49156;"185-2";1;100;569;1525;"P";67;TRUE;1;"FGz";491,272361281666;502,506316794503;1,02286706193593;"G2"
91;49540;"185-2";1;90;539;2085;"G";61;FALSE;1;"FGz";578,084826847985;578,084826847985;1;"no"
92;49581;"185-2";1;100;369;635;"P";70;TRUE;1;"NGz";434,011424045032;502,506316794503;1,157818179326;"G2"
93;49697;"185-2";1;100;539;1684;"P";72;TRUE;1;"NGz";503,199491063083;502,506316794503;1;"G2"
94;49698;"185-2";1;100;539;1485;"P";72;TRUE;1;"NGz";488,371856631382;502,506316794503;1,02894200386692;"G2"
95;49738;"185-2";1;100;594;1285;"P";78;TRUE;1;"NGz";474,404891661309;502,506316794503;1,05923510829491;"G2"
96;50085;"152-3";1;100;719;1677;"P";78;TRUE;1;"FGz";497,928601797048;502,506316794503;1,00919351686353;"G2"
97;50088;"152-3";1;100;469;1487;"G";70;TRUE;1;"GzG";514,596865928184;514,596865928184;1;"no"
98;50096;"152-3";1;120;669;1687;"P";78;TRUE;1;"FGz";498,636400655582;502,506316794503;1,00776099806158;"G2"
99;50097;"152-3";1;100;669;1622;"P";78;FALSE;1;"FGz";494,069950523591;502,506316794503;1,01707524665682;"G2"
100;50098;"152-3";1;100;669;1617;"P";78;TRUE;1;"FGz";493,721997516041;502,506316794503;1,01779203544233;"G2"
101;50108;"152-3";1;120;719;1687;"P";79;TRUE;1;"FGz";498,636400655582;502,506316794503;1,00776099806158;"G2"
102;50110;"152-3";1;100;719;1687;"P";78;TRUE;1;"NGz";498,636400655582;502,506316794503;1,00776099806158;"G2"
103;50111;"152-3";1;100;719;1622;"P";78;TRUE;1;"FGz";494,069950523591;502,506316794503;1,01707524665682;"G2"
104;50201;"152-3";1;100;579;1487;"P";82;FALSE;1;"FGz";484,834961166279;502,506316794503;1,03644818761773;"G2"
105;50222;"152-3";1;100;589;1287;"P";78;TRUE;1;"FGz";471,727283388798;502,506316794503;1,06524751586254;"G2"
106;50238;"145-2";1;100;668;1580;"P";78;FALSE;1;"FGz";510,019416116859;572,139409070616;1,12179927075467;"s90"
107;50239;"145-2";1;100;618;1580;"P";78;TRUE;1;"FGz";510,019416116859;572,139409070616;1,12179927075467;"s90"
108;50244;"151-1";1;100;595;1713;"P";78;FALSE;1;"FGz";504,282633606776;572,139409070616;1,13456100000611;"s90"
109;50249;"152-3";1;120;589;1462;"P";74;TRUE;1;"FGz";483,160130391067;502,506316794503;1,04004094126677;"G2"
110;50250;"152-3";1;120;589;1617;"P";78;TRUE;1;"FGz";493,721997516041;502,506316794503;1,01779203544233;"G2"
111;50253;"152-3";1;120;719;1682;"P";79;TRUE;1;"FGz";498,282258857134;502,506316794503;1,00847723928012;"G2"
112;50280;"145-2";1;100;638;1600;"P";70;FALSE;1;"FGz";512,033115470472;572,139409070616;1,11738751222158;"s90"
113;50282;"151-1";1;100;619;1518;"P";78;TRUE;1;"FGz";489,916502941419;502,506316794503;1,02569787663305;"G2"
114;50283;"152-3";1;120;619;1682;"P";78;TRUE;1;"FGz";498,282258857134;502,506316794503;1,00847723928012;"G2"
115;50509;"152-3";1;100;559;1647;"P";74;FALSE;1;"FGz";495,816756844356;502,506316794503;1,01349200053811;"G2"
116;50609;"185-2";1;100;559;1645;"P";80;TRUE;1;"NGz";500,212028938395;502,506316794503;1,00458663071533;"G2"
117;51344;"185-2";1;100;699;1685;"P";70;FALSE;1;"FGz";503,276651688776;502,506316794503;1;"G2"
118;51348;"185-2";1;100;699;1685;"P";70;FALSE;1;"FGz";503,276651688776;502,506316794503;1;"G2"
119;51349;"185-2";1;100;719;1685;"P";68;FALSE;1;"FGz";503,276651688776;502,506316794503;1;"G2"
120;51404;"155-1";1;100;619;1483;"P";70;FALSE;1;"FGz";497,037937408403;572,139409070616;1,15109806718939;"s90"
121;51706;"185-2";1;100;719;1685;"P";70;FALSE;1;"FGz";503,276651688776;502,506316794503;1;"G2"
122;51714;"185-2";1;100;719;1685;"P";70;FALSE;1;"FGz";503,276651688776;502,506316794503;1;"G2"
123;51881;"185-2";1;100;719;1685;"P";70;FALSE;1;"FGz";503,276651688776;502,506316794503;1;"G2"
124;51883;"185-2";1;100;719;1685;"P";70;FALSE;1;"FGz";503,276651688776;502,506316794503;1;"G2"
125;51887;"185-2";1;100;719;1685;"P";70;FALSE;1;"FGz";503,276651688776;502,506316794503;1;"G2"
126;51889;"185-2";1;100;719;1685;"P";70;FALSE;1;"FGz";503,276651688776;502,506316794503;1;"G2"
127;52162;"155-1";1;100;699;1723;"P";67;FALSE;1;"FGz";518,721061789015;572,139409070616;1,10298087202661;"s90"
128;52178;"155-1";1;100;629;1723;"P";66;FALSE;1;"NGz";518,721061789015;572,139409070616;1,10298087202661;"s90"
129;52181;"155-1";1;100;599;1723;"P";70;FALSE;1;"FGz";518,721061789015;572,139409070616;1,10298087202661;"s90"
130;52183;"155-1";1;100;599;1723;"P";70;FALSE;1;"FGz";518,721061789015;572,139409070616;1,10298087202661;"s90"
131;52191;"155-1";1;100;629;1723;"P";67;FALSE;1;"FGz";518,721061789015;572,139409070616;1,10298087202661;"s90"
132;52193;"155-1";1;100;619;1723;"P";68;TRUE;1;"FGz";518,721061789015;572,139409070616;1,10298087202661;"s90"
133;52195;"155-1";1;100;719;1723;"P";68;FALSE;1;"FGz";518,721061789015;572,139409070616;1,10298087202661;"s90"
134;60028;"155-1";1;100;669;923;"P";69;FALSE;1;"FGz";454,805151420173;502,506316794503;1,10488264089661;"G2"
135;60044;"155-1";1;100;719;1323;"P";62;FALSE;1;"FGz";483,963555387067;502,506316794503;1,03831437553724;"G2"
136;60046;"185-2";1;100;719;1385;"P";62;FALSE;1;"FGz";481,28110084307;502,506316794503;1,04410149476938;"G2"
137;60093;"155-1";1;100;694;973;"P";81;FALSE;1;"FGz";458,21827402222;502,506316794503;1,09665272051139;"G2"
138;60099;"185-2";1;100;639;1635;"P";70;TRUE;1;"FGz";499,452741001857;502,506316794503;1,00611384329681;"G2"
139;60110;"155-1";1;100;649;1723;"P";64;FALSE;1;"FGz";518,721061789015;572,139409070616;1,10298087202661;"s90"
140;60121;"155-1";1;100;721;923;"P";69;FALSE;1;"FGz";454,805151420173;502,506316794503;1,10488264089661;"G2"
141;60162;"155-1";1;100;670;1323;"P";60;FALSE;1;"NGz";483,963555387067;502,506316794503;1,03831437553724;"G2"
142;60307;"151-1";1;100;459;1718;"P";66;FALSE;1;"FGz";504,663832554921;572,139409070616;1,13370400683182;"s90"
143;60700;"185-2";1;90;499;1945;"P";54;FALSE;1;"FGz";541,651804406618;572,139409070616;1,05628635299646;"s90"
144;60974;"151-1";1;90;359;1803;"P";62;FALSE;1;"FGz";531,119006300638;572,139409070616;1,07723391986232;"s90"
145;62022;"185-2";1;90;469;1535;"P";70;TRUE;1;"NGz";515,405664058586;572,139409070616;1,11007590519141;"s90"
146;62329;"185-2";1;90;389;1835;"P";70;TRUE;1;"NGz";534,331726540654;572,139409070616;1,07075694863701;"s90"
147;62521;"185-2";1;90;379;1875;"P";65;TRUE;1;"NGz";536,96830637265;572,139409070616;1,06549940151134;"s90"
148;62781;"185-2";1;100;629;1285;"P";72;TRUE;1;"NGz";474,404891661309;502,506316794503;1,05923510829491;"G2"
149;69098;"185CL1-1";1;100;339;684;"P";100;FALSE;1;"NGz";436,791987141019;502,506316794503;1,15044765377591;"G2"
150;69151;"145-2";1;90;418;2180;"P";75;TRUE;1;"NGz";574,668152490306;574,668152490306;1;"no"
151;69159;"182-2";1;120;719;1676;"P";78;TRUE;1;"FGz";497,636296930178;502,506316794503;1,00978630356018;"G2"
152;69168;"182-2";1;120;709;1616;"P";78;TRUE;1;"FGz";493,42282829846;502,506316794503;1,0184091371033;"G2"
153;69169;"182-2";1;120;720;1676;"P";78;TRUE;1;"FGz";497,636296930178;502,506316794503;1,00978630356018;"G2"
154;69183;"145-2";1;115;418;780;"R/P";115;TRUE;1;"NGz";446,353117195611;502,506316794503;1,12580443024952;"G2"
155;69185;"185CL1-1";1;100;339;1674;"P";65;FALSE;1;"FGz";502,301945971118;502,506316794503;1,00040686846831;"G2"
156;69255;"185-2";1;100;269;1684;"P";68;TRUE;1;"NGz";503,199491063083;502,506316794503;1;"G2"
157;69275;"182-2";1;120;720;1676;"P";78;TRUE;1;"FGz";497,636296930178;502,506316794503;1,00978630356018;"G2"
158;69279;"182-2";1;120;720;1676;"P";78;TRUE;1;"FGz";497,636296930178;502,506316794503;1,00978630356018;"G2"
159;69307;"182-2";1;120;719;1676;"P";78;TRUE;1;"FGz";497,636296930178;502,506316794503;1,00978630356018;"G2"
160;69439;"146-3";1;100;419;684;"P";109;TRUE;1;"NGz";437,15995772911;502,506316794503;1,14947928763843;"G2"
161;69443;"146-3";1;90;419;2064;"P";59;TRUE;1;"NGz";550,981755546251;572,139409070616;1,03839991671483;"s90"
162;79433;"185-2";1;100;569;1485;"P";68;TRUE;1;"NGz";488,371856631382;502,506316794503;1,02894200386692;"G2"
163;91195;"G1206-3";1;90;315;1087;"P";65;FALSE;0;"FGz";654,253911125797;654,253911125797;1;"no"
164;91264;"Re 482-2";1;100;699;1684;"P";70;TRUE;1;"FGz";498,134981040961;502,506316794503;1,00877540409711;"G2"
165;91265;"Re 482-2";1;100;679;1684;"P";70;TRUE;1;"FGz";498,134981040961;502,506316794503;1,00877540409711;"G2"
166;91283;"Re 482-2";1;100;389;1884;"P";60;FALSE;1;"GzG";513,303328065236;572,139409070616;1,11462244210874;"s90"
167;91284;"Re 482-2";1;100;719;1084;"P";90;TRUE;1;"NGz";458,312778687478;502,506316794503;1,09642658935583;"G2"
168;95430;"189-2";1;100;679;1686;"P";80;TRUE;1;"NGz";498,07686857548;502,506316794503;1,00889310164451;"G2"
169;95431;"189-2";1;120;679;1686;"P";85;TRUE;1;"FGz";498,07686857548;502,506316794503;1,00889310164451;"G2"
