"SYS";"TIME";"DIRECTION";"RELATION"
"s90";"#15:35:03.79#14:56:13.09#14:56:11.32#14:30:18.96#12:18:14.54#100:43:20.57#12:28:07.84#21:50:45.09#14:28:06.35#101:06:36.64#05:20:53.65#07:22:51.99#101:19:33.40#02:07:59.31#09:22:37.70";"#GRi#GRi#GRi#Ri#Ri#GRi#GRi#Ri#GRi#Ri#Ri#Ri#Ri#GRi#Ri";"#0.84#0.89#0.78#0.86#0.85#0.8#0.72#0.69#0.72#0.44#0.44#0.41#0.53#0.37#0.38"
"G9";"#111:01:06.04#06:57:03.06#17:34:05.14#20:30:03.44#04:10:18.95#07:27:19.05#21:38:24.50#03:43:47.87#20:06:08.47#04:22:00.94#12:35:17.01#22:47:13.75#07:49:27.24#05:09:10.38#22:33:51.20#21:06:25.48#20:18:36.52#23:29:44.10#23:35:29.52#13:17:47.08#06:23:28.37#100:33:00.20#19:30:02.06#10:15:47.91#20:26:31.15#08:21:33.41#13:25:28.36#09:03:22.28#15:49:26.31#13:57:25.00#10:32:38.78#07:59:55.44";"#Ri#GRi#GRi#Ri#GRi#Ri#GRi#GRi#Ri#Ri#GRi#Ri#Ri#GRi#Ri#GRi#Ri#Ri#GRi#GRi#Ri#GRi#Ri#Ri#Ri#GRi#Ri#GRi#GRi#Ri#Ri#GRi";"#0.89#0.89#0.76#0.76#0.76#0.76#0.64#0.65#0.78#0.58#0.75#0.78#0.76#0.75#0.76#0.76#0.23#0.42#0.47#0.54#0.44#0.43#0.44#0.4#0.26#0.37#0.38#0.72#0.53#0.43#0.44#0.76"
