"SYS";"TIME";"DIRECTION";"RELATION"
"G3";"#111:20:51.21#05:33:53.76#12:37:30.02#13:33:37.79#01:53:53.78#111:05:12.66#06:13:52.99#23:40:04.54#08:20:10.39#21:24:28.08#14:29:00.64#12:28:35.06#19:27:26.49#11:40:35.77#102:35:14.97#14:06:28.62#110:02:55.11#21:52:56.03#04:21:37.81#107:31:20.35#105:48:33.74#01:16:14.86#108:14:10.73#17:13:19.81#102:08:30.03#13:28:47.17#17:28:58.74#17:41:15.81#12:13:07.51#16:39:55.40#15:39:05.14#105:12:48.46#16:00:15.20#110:32:23.50#11:54:57.30#19:14:09.30#13:25:03.90#104:08:36.64#03:05:01.42#106:33:05.09#03:17:12.11#101:24:36.43#11:14:34.93#12:54:45.33#19:45:08.86#01:42:41.72#12:06:46.37#22:24:21.76#05:03:58.74#15:12:27.85#02:32:16.83#05:53:19.53#22:14:48.00#13:36:34.41#16:34:07.77#11:07:53.41#12:34:54.00#18:44:32.78#07:05:01.93#08:03:50.47#23:09:09.77#20:04:02.46#11:32:17.69#16:15:18.89#06:31:30.70";"#Ri#GRi#GRi#Ri#GRi#Ri#Ri#GRi#Ri#Ri#GRi#Ri#GRi#GRi#Ri#GRi#Ri#GRi#GRi#Ri#Ri#GRi#Ri#GRi#Ri#GRi#GRi#GRi#GRi#GRi#GRi#Ri#GRi#Ri#GRi#GRi#Ri#Ri#GRi#Ri#GRi#Ri#Ri#GRi#GRi#GRi#Ri#GRi#GRi#Ri#GRi#GRi#Ri#Ri#Ri#GRi#Ri#GRi#Ri#Ri#Ri#GRi#GRi#GRi#GRi";"#0.93#0.95#0.95#0.95#0.95#0.95#0.89#0.9#0.9#0.94#0.94#0.89#0.89#0.92#0.94#0.94#0.92#0.92#0.94#0.94#0.93#0.93#0.92#0.95#0.94#0.94#0.95#0.94#0.93#0.95#0.05#0.94#0.05#0.94#0.05#0.93#0.95#0.95#0.95#0.94#0.91#0.93#0.93#0.05#0.05#0.71#0.87#0.84#0.85#0.88#0.22#0.22#0.05#0.8#0.14#0.88#0.05#0.05#0.72#0.05#0.89#0.88#0.83#0.05#0.86"
"s90";"#08:13:49.55#07:29:04.10#10:53:25.35#20:37:21.52#19:54:06.24#100:33:22.35#09:54:24.65#06:53:25.91#11:49:19.79#12:44:41.00#16:18:42.51#17:53:33.20#21:05:43.74#10:36:36.90#07:39:38.45#12:46:41.61#09:30:51.20#19:09:33.63#21:48:59.25#14:19:58.96#18:37:22.27#09:30:22.85#23:26:58.24#02:21:30.00#02:15:49.22#07:08:48.67#09:14:42.07#22:27:42.21#02:27:49.66#03:45:30.00#16:49:02.47#20:56:07.62#15:49:00.00#18:38:56.81";"#GRi#GRi#GRi#Ri#Ri#GRi#Ri#GRi#Ri#GRi#Ri#GRi#Ri#Ri#GRi#Ri#GRi#GRi#Ri#Ri#Ri#Ri#Ri#Ri#Ri#GRi#GRi#Ri#GRi#Ri#Ri#GRi#Ri#GRi";"#0.95#0.94#0.05#0.93#0.93#0.05#0.68#0.05#0.68#0.05#0.68#0.05#0.68#0.68#0.05#0.68#0.05#0.05#0.68#0.75#0.21#0.21#0.88#0.05#0.73#0.05#0.05#0.29#0.21#0.05#0.05#0.05#0.05#0.05"
