"SYS";"TIME";"DIRECTION";"RELATION"
"G8";"#06:39:46.00#10:26:38.76#07:16:56.11#04:40:34.66#17:33:40.43#11:18:02.06#10:21:24.48#16:07:45.79#100:34:47.38#13:31:02.69#03:44:54.96#19:53:53.17#06:01:20.31#108:23:13.81#13:40:25.81#16:33:42.81#11:09:06.64#12:48:07.54#109:07:11.94#21:40:11.44#13:34:59.10#07:29:01.76#15:56:42.38#14:23:32.95#15:34:46.22#104:41:44.82#23:12:12.57#11:29:45.10#18:37:27.71#11:34:27.92#10:32:14.64#09:54:14.93#17:40:20.19#04:28:24.36#23:39:12.32#18:34:32.85#111:18:23.70#105:46:11.01#08:33:09.94#13:58:35.05#14:50:21.80#05:42:47.03#10:18:47.57#05:04:01.79#11:06:58.80#01:20:58.28#21:25:14.10#11:59:35.21#08:54:41.87#104:22:02.31#21:51:06.96#09:32:00.25#21:12:49.85#22:21:42.03#103:12:11.34#22:05:48.76#107:33:52.60#14:50:14.08#07:08:27.55#19:07:42.61#17:11:00.12#10:40:29.14#100:11:07.72#100:50:10.48#16:50:26.59#13:41:59.58#03:20:24.04#100:12:56.20#23:57:32.51#12:05:33.12#00:55:27.25#104:07:54.42#105:37:40.19#19:48:12.47#110:20:15.27#14:23:35.18#18:24:20.27#15:40:42.72#23:37:23.05#104:15:04.39#18:47:11.62#107:29:44.20#05:17:51.13#19:32:50.05#02:14:49.40#14:35:09.34#08:50:55.29#100:27:56.29#01:36:26.77#13:24:44.26#19:30:00.05#08:04:42.67#14:08:42.53#100:46:07.30#20:31:41.28#03:35:12.80#100:33:37.50#09:07:15.51#100:52:35.32#21:50:45.19#17:34:54.59#12:15:09.64#10:17:39.04#12:50:22.36#101:17:40.32#02:07:42.80#08:34:19.31#01:49:41.12#17:59:48.54#01:31:18.74#01:01:49.70#100:00:57.94#07:11:59.22#20:26:13.43#100:44:00.06#09:26:16.55#16:00:10.02#21:44:44.54#18:42:10.56";"#GRi#GRi#GRi#GRi#Ri#GRi#Ri#GRi#GRi#Ri#GRi#Ri#GRi#Ri#GRi#GRi#Ri#GRi#Ri#GRi#Ri#GRi#Ri#GRi#GRi#Ri#GRi#Ri#Ri#GRi#GRi#Ri#GRi#GRi#Ri#GRi#Ri#Ri#GRi#GRi#Ri#GRi#GRi#GRi#GRi#GRi#GRi#GRi#Ri#Ri#GRi#GRi#Ri#GRi#Ri#GRi#Ri#GRi#GRi#GRi#Ri#GRi#GRi#Ri#GRi#Ri#GRi#Ri#GRi#Ri#GRi#Ri#Ri#GRi#Ri#Ri#GRi#GRi#GRi#Ri#GRi#Ri#GRi#Ri#Ri#GRi#GRi#GRi#GRi#Ri#GRi#Ri#GRi#Ri#Ri#GRi#Ri#GRi#GRi#Ri#GRi#Ri#GRi#GRi#Ri#GRi#Ri#GRi#GRi#GRi#Ri#GRi#Ri#GRi#GRi#GRi#GRi#Ri#GRi";"#0.88#0.55#0.87#0.97#0.97#0.96#0.96#0.96#0.96#0.96#0.96#0.95#0.95#0.96#0.96#0.96#0.96#0.96#0.96#0.95#0.96#0.96#0.95#0.96#0.96#0.96#0.96#0.96#0.96#0.96#0.95#0.95#0.96#0.96#0.96#0.98#0.98#0.96#0.96#0.96#0.96#0.95#0.96#0.96#0.95#0.96#0.95#0.95#0.95#0.96#0.95#0.97#0.95#0.95#0.95#0.95#0.96#0.96#0.96#0.95#0.95#0.95#0.95#0.95#0.96#0.96#0.95#0.94#0.96#0.95#0.96#0.95#0.95#0.97#0.97#0.96#0.96#0.85#0.97#0.97#0.97#0.97#0.95#0.95#0.8#0.62#0.87#0.9#0.9#0.87#0.88#0.88#0.81#0.88#0.87#0.81#0.88#0.86#0.88#0.88#0.86#0.85#0.88#0.86#0.84#0.87#0.83#0.88#0.45#0.89#0.57#0.48#0.54#0.8#0.88#0.57#0.59#0.67#0.85"
"s90";"#112:25:06.84#12:23:59.36#104:54:47.61#17:06:04.88#22:33:38.08#102:45:02.08#06:22:06.14#21:01:20.58#105:24:54.28#22:10:47.54#101:36:24.83#13:03:55.88#110:27:29.71#14:30:18.71#05:11:02.48#16:20:52.98#23:57:19.49#100:00:45.36#103:49:59.80#20:59:49.89#09:10:22.52#11:58:25.92#01:58:30.00#12:51:35.27#05:49:22.07#18:02:10.67#11:47:00.00#13:47:21.71#22:43:59.56#15:50:39.70#100:42:39.69#04:10:04.72#17:23:10.84#19:02:04.26#05:18:20.00#06:36:19.44#19:47:17.99#07:46:11.44#21:04:33.52#21:58:18.12#23:02:04.58#09:19:34.57#15:36:25.50#01:10:58.19#03:58:58.30#05:30:53.18#08:32:47.65#12:30:48.14#23:07:09.89#20:48:05.05#11:55:39.17#13:08:38.68#100:16:32.28#102:34:06.83#04:48:31.23#15:10:11.26#15:46:44.29#19:39:58.98#100:00:42.26#23:36:46.83#21:17:32.06#03:14:06.06";"#Ri#Ri#Ri#Ri#Ri#Ri#Ri#GRi#Ri#GRi#Ri#Ri#Ri#Ri#GRi#GRi#Ri#GRi#Ri#GRi#GRi#GRi#Ri#GRi#Ri#GRi#Ri#Ri#GRi#Ri#GRi#GRi#Ri#Ri#GRi#GRi#Ri#GRi#Ri#Ri#Ri#Ri#GRi#GRi#GRi#Ri#GRi#Ri#GRi#Ri#Ri#Ri#GRi#Ri#GRi#Ri#Ri#GRi#Ri#GRi#GRi#Ri";"#0.95#0.96#0.96#0.96#0.95#0.96#0.95#0.96#0.96#0.95#0.95#0.95#0.96#0.95#0.96#0.96#0.95#0.96#0.96#0.94#0.03#0.03#0.05#0.03#0.05#0.03#0.05#0.05#0.03#0.05#0.03#0.03#0.05#0.05#0.03#0.03#0.05#0.03#0.05#0.05#0.77#0.66#0.64#0.88#0.87#0.85#0.85#0.86#0.87#0.84#0.83#0.86#0.87#0.86#0.83#0.81#0.8#0.82#0.89#0.89#0.54#0.88"
