"SYS";"TIME";"DIRECTION";"RELATION"
"s90";"#05:51:30.79#103:08:10.96#19:58:43.90#101:56:57.24#12:09:03.03#17:33:20.05#101:46:54.96#09:23:08.55#04:02:42.11#15:50:41.78";"#Ri#GRi#Ri#GRi#Ri#GRi#GRi#Ri#GRi#GRi";"#0.02#0.02#0.03#0.04#0.08#0.04#0.12#0.21#0.04#0.04"
"G9";"#107:22:48.79#18:17:54.67#21:16:29.80#13:59:38.08#05:10:51.16#06:27:08.07#15:05:06.96#05:33:09.44#18:10:51.92#05:40:42.00#06:52:02.35#18:13:48.00#19:09:37.43#06:07:57.94#08:51:01.76";"#GRi#GRi#Ri#GRi#Ri#Ri#GRi#GRi#GRi#Ri#GRi#Ri#Ri#Ri#Ri";"#0.07#0.03#0.03#0.29#0.21#0.12#0.13#0.16#0.01#0.01#0.01#0.01#0.04#0.04#0.03"
