"SYS";"TIME";"DIRECTION";"RELATION"
"s90";"#10:55:58.12#04:36:34.79#00:32:51.86#18:33:56.63#22:23:49.77#04:45:13.46#17:40:53.70#20:56:46.49#14:01:53.53#19:10:21.86#18:43:59.68#05:28:09.58#13:34:19.71#04:01:57.47#10:00:13.29#09:16:52.17#100:41:08.22#08:25:28.93#22:50:39.76#21:59:12.73#05:50:43.35";"#Ri#Ri#Ri#GRi#GRi#GRi#Ri#Ri#GRi#Ri#GRi#Ri#GRi#Ri#Ri#Ri#Ri#Ri#GRi#Ri#GRi";"#0.05#0.78#0.05#0.07#0.07#0.07#0.05#0.05#0.11#0.27#0.31#0.27#0.31#0.03#0.59#0.44#0.44#0.63#0.4#0.06#0.03"
"G5";"#103:09:21.78#102:11:21.72#08:34:21.15#102:02:27.34#19:45:14.37#17:04:31.14#06:49:23.23#07:31:34.38#03:08:16.81#08:15:22.59#13:16:26.53#16:05:45.45#102:26:13.20#13:49:00.29#105:12:00.42#107:45:04.82#100:51:57.93#23:15:34.78#102:42:52.86#17:15:04.03#09:00:25.22#21:32:37.73#18:12:12.12#06:59:55.41#01:19:14.22#14:30:53.09#18:07:28.62#12:33:28.97";"#GRi#GRi#GRi#GRi#Ri#GRi#Ri#Ri#Ri#Ri#GRi#GRi#GRi#GRi#GRi#GRi#GRi#GRi#GRi#GRi#GRi#Ri#GRi#GRi#GRi#GRi#GRi#GRi";"#0.1#0.11#0.13#0.13#0.1#0.26#0.12#0.1#0.01#0.02#0.01#0.24#0.22#0.21#0.2#0.32#0.19#0.16#0.29#0#0.81#0.04#0.13#0.07#0.88#0.88#0.36#0.66"
