"SYS";"TIME";"DIRECTION";"RELATION"
"G1";"#09:35:53.13#23:54:45.94#07:08:16.94#10:48:36.91#102:42:28.26#21:15:04.62#110:23:27.90#105:10:49.08#103:33:27.83#101:39:40.66#103:26:19.94#09:37:17.78#103:10:05.09#103:41:03.23#23:05:42.47#00:34:34.81#14:56:21.52#22:57:58.52#21:22:06.00#100:09:04.94#21:28:31.88#103:24:40.24#10:21:10.27#11:46:45.66#101:16:47.76#109:10:58.76#100:16:31.20#22:47:26.66#04:23:51.99#06:53:20.21#03:31:06.79#101:37:05.96#22:53:28.26#13:46:39.30#02:57:55.66#05:04:26.61#07:24:08.57#107:24:13.73#19:47:29.20#23:43:02.36#09:22:25.10#13:26:01.31#08:22:32.23#101:15:54.81#23:39:43.74#100:49:47.44#23:28:25.70#102:26:53.45#23:53:49.93#101:31:02.60#14:25:16.93#04:12:31.56#06:28:19.48#09:08:19.46#15:22:26.63#16:53:46.53#21:16:53.32#15:19:13.73#23:22:24.85#101:40:26.70#20:43:45.98#103:17:58.93#21:31:21.61#11:45:23.96#23:32:40.85#07:28:55.87#23:11:17.60#100:46:17.57#100:07:57.57#20:27:42.35#23:51:33.84#14:03:43.49#18:21:22.57#03:54:44.46#12:52:17.97#03:35:06.04#15:46:58.00#21:51:52.63#17:45:20.83#23:17:36.98#16:37:31.39#08:27:04.72#23:00:32.70#16:21:45.24#17:09:49.68#14:43:28.73#12:54:26.73";"#GRi#GRi#GRi#Ri#Ri#Ri#GRi#GRi#Ri#Ri#Ri#Ri#Ri#GRi#Ri#Ri#GRi#GRi#Ri#GRi#GRi#Ri#GRi#Ri#GRi#Ri#GRi#GRi#GRi#GRi#GRi#Ri#GRi#GRi#GRi#GRi#GRi#Ri#GRi#Ri#GRi#GRi#GRi#Ri#GRi#GRi#GRi#Ri#GRi#GRi#GRi#GRi#GRi#GRi#GRi#Ri#GRi#Ri#GRi#GRi#GRi#Ri#GRi#GRi#GRi#Ri#GRi#GRi#Ri#Ri#GRi#Ri#GRi#GRi#GRi#Ri#Ri#Ri#GRi#GRi#GRi#GRi#GRi#GRi#GRi#GRi#Ri";"#0.5#0.44#0.32#0.63#0.72#0.96#0.14#0.1#0.64#0.54#1#1#1#0.24#0.46#0.75#0.89#0.79#0.02#0.72#0.85#0.86#0.43#0.81#0.44#0.9#0.9#0.87#0.85#0.82#0.91#0.89#0.92#0.91#0.9#0.34#0.87#0.83#0.82#0.52#0.87#0.62#0.53#0.66#0.92#0.85#0.78#0.78#0.84#0.8#0.8#0.57#0.57#0.57#0.56#0.57#0.57#0.57#0.57#0.56#0.74#0.73#0.61#0.78#0.84#0.8#0.89#0.85#0.67#0.9#0.91#0.64#0.36#0.07#0.7#0.23#0.13#0.23#0.02#0.02#0.32#0.43#0.08#0.39#0.41#0.69#0.4"
"s90";"#09:45:51.16#01:54:43.68#104:32:49.62#104:57:40.72#111:38:08.42#20:36:28.67#20:20:53.19#14:28:28.11#19:18:44.40#02:44:22.80#13:17:19.15#03:06:19.47#23:20:27.60#102:27:16.47#13:59:15.14#14:21:33.13#101:03:59.41#19:58:55.41#16:38:40.23#18:30:44.26#15:17:53.99#19:15:54.00#09:26:01.94#09:20:29.51#11:35:25.21#02:03:24.43#06:00:42.00#07:19:41.73#11:58:42.00#09:27:12.89#14:00:00.00#15:25:14.93#20:22:06.00#05:40:00.85#09:18:38.39#17:12:24.00#19:37:19.71#23:50:18.00#09:54:46.63#11:13:44.76#11:00:02.00#15:03:42.00#01:42:42.00#04:00:08.12#21:40:32.49#11:20:17.37#12:29:30.00#09:47:01.68#14:42:12.98#15:16:53.25";"#Ri#Ri#GRi#GRi#Ri#GRi#GRi#Ri#Ri#Ri#Ri#Ri#Ri#Ri#GRi#Ri#GRi#Ri#Ri#Ri#Ri#Ri#GRi#GRi#Ri#GRi#Ri#GRi#Ri#GRi#Ri#GRi#Ri#GRi#Ri#Ri#GRi#Ri#GRi#Ri#GRi#Ri#Ri#Ri#Ri#GRi#Ri#GRi#GRi#GRi";"#0.26#0.33#0.75#0.74#0.89#0.83#0.89#0.85#0.85#0.58#0.57#0.57#0.57#0.86#0.8#0.78#0.87#0.08#0.21#0.24#0.38#0.19#0.83#0.29#0.31#0.2#0.24#0.2#0.24#0.2#0.24#0.2#0.24#0.21#0.32#0.18#0.15#0.09#0.23#0.21#0.21#0.21#0.21#0.34#0.23#0.18#0.21#0.18#0.19#0.14"
