"";"G13"
"0:00";0
"2:00";0
"4:00";1
"6:00";1
"8:00";0
"10:00";0
"12:00";0
"14:00";0
"16:00";0
"18:00";1
"20:00";0
"22:00";0
"24:00";1
"26:00";0
"28:00";1
"30:00";0
"32:00";0
"34:00";1
"36:00";0
"38:00";0
"40:00";0
"42:00";0
"44:00";0
"46:00";0
"48:00";0
