"";"G13";"G8";"s90"
"0:00";1;1;0
"2:00";2;2;1
"4:00";2;2;0
"6:00";5;4;1
"8:00";2;3;0
"10:00";3;2;0
"12:00";5;2;1
"14:00";3;1;0
"16:00";3;0;0
"18:00";3;2;1
"20:00";4;3;0
"22:00";6;2;0
"24:00";7;3;1
"26:00";2;1;0
"28:00";0;2;0
"30:00";0;1;0
"32:00";0;1;0
"34:00";0;0;0
"36:00";0;0;0
"38:00";0;0;0
"40:00";0;0;0
"42:00";0;0;0
"44:00";0;0;0
"46:00";0;0;0
"48:00";0;0;0
