"";"G2";"s90"
"0:00";0;2
"2:00";1;1
"4:00";2;0
"6:00";5;1
"8:00";4;0
"10:00";4;1
"12:00";5;0
"14:00";8;2
"16:00";5;1
"18:00";4;1
"20:00";7;1
"22:00";4;2
"24:00";9;2
"26:00";6;0
"28:00";5;0
"30:00";3;0
"32:00";3;0
"34:00";1;0
"36:00";0;0
"38:00";0;0
"40:00";0;0
"42:00";0;0
"44:00";0;0
"46:00";0;0
"48:00";0;0
