"";"G7";"s90"
"0:00";5;1
"2:00";3;2
"4:00";9;0
"6:00";6;1
"8:00";6;1
"10:00";10;1
"12:00";5;0
"14:00";7;1
"16:00";8;0
"18:00";8;2
"20:00";4;3
"22:00";7;2
"24:00";8;1
"26:00";0;0
"28:00";0;0
"30:00";0;0
"32:00";0;0
"34:00";0;0
"36:00";0;0
"38:00";0;0
"40:00";0;0
"42:00";0;0
"44:00";0;0
"46:00";0;0
"48:00";0;0
