"";"G12";"G9";"s90"
"0:00";2;1;1
"2:00";5;0;2
"4:00";5;0;0
"6:00";3;0;0
"8:00";1;1;0
"10:00";3;0;1
"12:00";5;0;0
"14:00";3;0;2
"16:00";4;0;0
"18:00";6;1;0
"20:00";5;0;2
"22:00";5;1;2
"24:00";0;0;1
"26:00";0;0;0
"28:00";0;0;0
"30:00";0;0;0
"32:00";0;0;0
"34:00";0;0;0
"36:00";0;0;0
"38:00";0;0;0
"40:00";0;0;0
"42:00";0;0;0
"44:00";0;0;0
"46:00";0;0;0
"48:00";0;0;0
