"";"G12";"s90"
"0:00";0;0
"2:00";3;0
"4:00";5;0
"6:00";4;1
"8:00";1;0
"10:00";2;1
"12:00";7;0
"14:00";7;0
"16:00";6;2
"18:00";7;0
"20:00";8;0
"22:00";8;1
"24:00";6;1
"26:00";4;0
"28:00";0;1
"30:00";0;0
"32:00";0;0
"34:00";0;0
"36:00";0;0
"38:00";0;0
"40:00";0;0
"42:00";0;0
"44:00";0;0
"46:00";0;0
"48:00";0;0
