"";"G11";"s90"
"0:00";0;0
"2:00";1;2
"4:00";6;0
"6:00";5;2
"8:00";4;2
"10:00";6;2
"12:00";5;0
"14:00";6;0
"16:00";6;1
"18:00";8;1
"20:00";10;2
"22:00";3;2
"24:00";4;5
"26:00";8;2
"28:00";1;0
"30:00";0;0
"32:00";0;0
"34:00";0;0
"36:00";0;0
"38:00";0;0
"40:00";0;0
"42:00";0;0
"44:00";0;0
"46:00";0;0
"48:00";0;0
