"";"G13";"s90"
"0:00";0;0
"2:00";2;0
"4:00";2;2
"6:00";1;1
"8:00";0;1
"10:00";1;2
"12:00";3;2
"14:00";3;1
"16:00";2;0
"18:00";4;1
"20:00";7;4
"22:00";4;4
"24:00";4;3
"26:00";3;0
"28:00";1;0
"30:00";1;1
"32:00";0;0
"34:00";0;0
"36:00";0;0
"38:00";0;0
"40:00";0;0
"42:00";0;0
"44:00";0;0
"46:00";0;0
"48:00";0;0
