"";"G13";"s90"
"0:00";2;0
"2:00";1;0
"4:00";3;1
"6:00";4;2
"8:00";4;4
"10:00";3;1
"12:00";4;0
"14:00";4;0
"16:00";2;1
"18:00";5;0
"20:00";2;2
"22:00";5;1
"24:00";6;1
"26:00";4;1
"28:00";3;3
"30:00";0;1
"32:00";0;0
"34:00";0;0
"36:00";0;0
"38:00";0;0
"40:00";0;0
"42:00";0;0
"44:00";0;0
"46:00";0;0
"48:00";0;0
