"";"G9"
"0:00";1
"2:00";4
"4:00";0
"6:00";0
"8:00";1
"10:00";0
"12:00";1
"14:00";1
"16:00";3
"18:00";1
"20:00";0
"22:00";1
"24:00";1
"26:00";0
"28:00";0
"30:00";0
"32:00";0
"34:00";0
"36:00";0
"38:00";0
"40:00";0
"42:00";0
"44:00";0
"46:00";0
"48:00";0
