"";"G14";"s90"
"0:00";2;0
"2:00";3;1
"4:00";2;1
"6:00";1;4
"8:00";1;3
"10:00";5;1
"12:00";3;4
"14:00";3;1
"16:00";3;1
"18:00";7;1
"20:00";3;2
"22:00";2;0
"24:00";4;2
"26:00";0;0
"28:00";0;0
"30:00";0;0
"32:00";0;0
"34:00";0;0
"36:00";0;0
"38:00";0;0
"40:00";0;0
"42:00";0;0
"44:00";0;0
"46:00";0;0
"48:00";0;0
