"";"G11";"s90"
"0:00";1;0
"2:00";0;1
"4:00";1;0
"6:00";3;1
"8:00";5;1
"10:00";2;4
"12:00";6;1
"14:00";2;1
"16:00";1;2
"18:00";2;3
"20:00";3;1
"22:00";3;3
"24:00";8;2
"26:00";8;0
"28:00";4;2
"30:00";4;1
"32:00";1;0
"34:00";0;0
"36:00";0;0
"38:00";0;0
"40:00";0;0
"42:00";0;0
"44:00";0;0
"46:00";0;0
"48:00";0;0
