"";"G5"
"0:00";0
"2:00";0
"4:00";0
"6:00";2
"8:00";0
"10:00";3
"12:00";1
"14:00";0
"16:00";1
"18:00";1
"20:00";1
"22:00";2
"24:00";2
"26:00";2
"28:00";1
"30:00";0
"32:00";0
"34:00";0
"36:00";0
"38:00";0
"40:00";0
"42:00";0
"44:00";0
"46:00";0
"48:00";0
