"";"G13"
"0:00";0
"2:00";0
"4:00";2
"6:00";1
"8:00";0
"10:00";0
"12:00";1
"14:00";2
"16:00";0
"18:00";2
"20:00";2
"22:00";5
"24:00";3
"26:00";2
"28:00";0
"30:00";1
"32:00";0
"34:00";0
"36:00";0
"38:00";0
"40:00";0
"42:00";0
"44:00";0
"46:00";0
"48:00";0
