"";"G7";"s90"
"0:00";2;0
"2:00";3;1
"4:00";1;1
"6:00";1;1
"8:00";4;1
"10:00";4;1
"12:00";8;4
"14:00";6;2
"16:00";4;1
"18:00";4;1
"20:00";6;1
"22:00";4;2
"24:00";6;2
"26:00";4;2
"28:00";6;2
"30:00";2;0
"32:00";2;0
"34:00";2;1
"36:00";0;1
"38:00";0;0
"40:00";0;0
"42:00";0;0
"44:00";0;0
"46:00";0;0
"48:00";0;0
