"";"G11";"s90"
"0:00";1;1
"2:00";1;2
"4:00";3;0
"6:00";3;3
"8:00";6;4
"10:00";3;3
"12:00";2;1
"14:00";2;0
"16:00";5;2
"18:00";1;1
"20:00";6;2
"22:00";4;2
"24:00";3;3
"26:00";3;1
"28:00";4;0
"30:00";1;1
"32:00";0;1
"34:00";0;0
"36:00";0;0
"38:00";0;0
"40:00";0;0
"42:00";0;0
"44:00";0;0
"46:00";0;0
"48:00";0;0
