"TFZ";"NUM_TFZ";"VMAX";"TOTALWEIGHT";"BREAKCLASS";"BrH";"LZB";"ELECTRIC";"T10km";"T10kmRound";"COVERAGE";"STA";"GAIN";"NAME"
"185-2";1;100;1675;"P";58;FALSE;1;502,506316794503;503;0,819277108433735;"131A";8505,89059913584;"G2"
"185-2";1;80;2275;"P";60;FALSE;1;565,049630023443;566;0,9036;"131A";0;"S90"
"185-2";1;100;1675;"P";60;FALSE;1;502,506316794503;503;0,779026217228464;"131B";13009,0091516195;"G2"
"185-2";1;80;2275;"P";59;FALSE;1;565,049630023443;566;0,9064;"131B";0;"S90"
"180-1";1;90;1384;"P";55;FALSE;1;557,68511264942;558;0,421768707482993;"133A";20192,3060580174;"G1"
"G1206-3";1;60;2087;"G";56;FALSE;1;883,367468423894;884;0,9048;"133A";0;"S90"
"180-1";1;90;1384;"P";54;FALSE;1;557,68511264942;558;0,509433962264151;"133B";11911,777611543;"G1"
"285-2";1;80;2560;"G";54;FALSE;1;778,273586937253;779;0,9057;"133B";0;"S90"
"185-2";1;100;1675;"P";55;FALSE;1;502,506316794503;503;0,8125;"137";2213,6140710994;"G2"
"203-1";1;90;1068;"G";55;FALSE;1;672,784322263688;673;1;"137";0;"S90"
"185-2";1;100;1675;"P";64;FALSE;1;502,506316794503;503;0,432432432432432;"139A";7495,57570991333;"G2"
"185-2";1;80;2935;"G";54;FALSE;1;658,664144084364;659;0,9099;"139A";0;"S90"
"180-1";1;90;1384;"P";53;FALSE;1;557,68511264942;558;0,326530612244898;"139B";10421,8353847832;"G1"
"G1206-3";1;60;2087;"G";54;FALSE;1;883,367468423894;884;0,9184;"139B";0;"S90"
"185-2";1;100;1675;"P";62;FALSE;1;502,506316794503;503;0,666666666666667;"143B";8428,33537847735;"G2"
"180-1";1;90;1384;"P";54;FALSE;1;557,68511264942;558;0,871794871794872;"143B";2151,90359576908;"G1"
"294-2";1;40;1789;"P";55;FALSE;1;826,673062120555;827;0,9231;"143B";0;"S90"
"180-1";1;90;1384;"P";54;FALSE;1;557,68511264942;558;0,528301886792453;"143";3528,33564675567;"G1"
"180-1";1;80;2084;"G";50;FALSE;1;683,697100033551;684;0,9245;"143";0;"S90"
"180-1";1;90;1384;"P";52;FALSE;1;557,68511264942;558;0,4;"145B";2205,88474287833;"G1"
"285-2";1;70;2560;"G";54;FALSE;1;778,273586937253;779;0,92;"145B";0;"S90"
"185-2";1;100;1675;"P";69;FALSE;1;502,506316794503;503;0,425;"147";4255,29688651935;"G2"
"203-1";1;80;1368;"G";55;FALSE;1;752,817898354465;753;0,9;"147";0;"S90"
"185-2";1;100;1675;"P";68;FALSE;1;502,506316794503;503;0,454545454545455;"149";10998,755454303;"G2"
"264-1";1;80;3076;"G";53;FALSE;1;746,923104667902;747;0,9293;"149";0;"S90"
"185-2";1;100;1675;"P";64;FALSE;1;502,506316794503;503;0,444444444444444;"151";2783,8101530846;"G2"
"294-2";1;40;1789;"G";40;FALSE;1;850,482585930078;851;1;"151";0;"S90"
"185-2";1;100;1675;"P";60;FALSE;1;502,506316794503;503;0,545454545454545;"153";12733,1987662374;"G2"
"140-1";1;90;1863;"G";63;FALSE;1;635,143803942809;636;0,9034;"153";0;"S90"
"180-1";1;90;1384;"P";58;FALSE;1;557,68511264942;558;0,674698795180723;"155B";4337,68671242978;"G1"
"140-1";1;90;1863;"G";62;FALSE;1;635,143803942809;636;0,9091;"155B";0;"S90"
"185-2";1;100;1675;"P";65;FALSE;1;502,506316794503;503;0,564705882352941;"157A";6366,59938311869;"G2"
"140-1";1;90;1863;"G";54;FALSE;1;635,143803942809;636;0,9059;"157A";0;"S90"
"185-2";1;100;1675;"P";65;FALSE;1;502,506316794503;503;0,576923076923077;"157B";8520,41698681482;"G2"
"145-2";1;90;2580;"G";50;FALSE;1;644,51326657475;645;0,9135;"157B";0;"S90"
"185-2";1;100;1675;"P";65;FALSE;1;502,506316794503;503;0,544303797468354;"157";5826,940005744;"G2"
"140-1";1;90;1883;"G";54;FALSE;1;638,016549486224;639;0,9241;"157";0;"S90"
"180-1";1;90;1384;"P";65;FALSE;1;557,68511264942;558;0,235294117647059;"15";832,809881473556;"G1"
"264-1";1;80;3456;"G";44;FALSE;1;765,887583017809;766;0,9412;"15";0;"S90"
"185-2";1;100;1675;"P";65;FALSE;1;502,506316794503;503;0,347222222222222;"161";5195,1835434515;"G2"
"180-1";1;80;2284;"G";54;FALSE;1;710,313658532563;711;0,9167;"161";0;"S90"
"185-2";1;100;1675;"P";62;FALSE;1;502,506316794503;503;0,740740740740741;"163A";6483,33490652104;"G2"
"180-1";1;90;1384;"P";62;FALSE;1;557,68511264942;558;0,851851851851852;"163A";806,963848413405;"G1"
"294-2";1;40;1789;"P";62;FALSE;1;826,673062120555;827;0,9259;"163A";0;"S90"
"185-2";1;100;1675;"P";54;FALSE;1;502,506316794503;503;0,67948717948718;"163B";3314,79560113382;"G2"
"185-2";1;80;2275;"P";54;FALSE;1;565,049630023443;566;0,9136;"163B";0;"S90"
"185-2";1;100;1675;"P";70;FALSE;1;502,506316794503;503;0,404255319148936;"165";3948,33949302314;"G2"
"180-1";1;80;2284;"G";53;FALSE;1;710,313658532563;711;0,9574;"165";0;"S90"
"185-2";1;100;1675;"P";64;FALSE;1;502,506316794503;503;0,4;"167A";1420,06949780247;"G2"
"145-2";1;80;2580;"G";50;FALSE;1;644,51326657475;645;0,9077;"167A";0;"S90"
"185-2";1;100;1675;"P";65;FALSE;1;502,506316794503;503;0,525;"167";2982,14594538519;"G2"
"145-2";1;80;2580;"G";50;FALSE;1;644,51326657475;645;0,9077;"167";0;"S90"
"185-2";1;100;1675;"P";60;FALSE;1;502,506316794503;503;0,582417582417582;"169";14059,5736377204;"G2"
"140-1";1;90;1863;"G";59;FALSE;1;635,143803942809;636;0,9011;"169";0;"S90"
"180-1";1;90;1384;"P";65;FALSE;1;557,68511264942;558;0;"171A";0;"G1"
"140-1";1;90;1863;"G";56;FALSE;1;635,143803942809;636;0,9026;"171A";0;"S90"
"180-1";1;90;1384;"P";56;FALSE;1;557,68511264942;558;0,6;"171";464,752147760334;"G1"
"140-1";1;90;1863;"G";56;FALSE;1;635,143803942809;636;0,9026;"171";0;"S90"
"185-2";1;100;1675;"P";70;FALSE;1;502,506316794503;503;0,1;"173A";695,95253827115;"G2"
"180-1";1;90;1384;"P";60;FALSE;1;557,68511264942;558;0,25;"173A";878,392419841974;"G1"
"294-2";1;40;1789;"G";42;FALSE;1;850,482585930078;851;0,95;"173A";0;"S90"
"185-2";1;100;1675;"P";67;FALSE;1;502,506316794503;503;0,589887640449438;"173B";13926,9361505721;"G2"
"140-1";1;90;1863;"G";58;FALSE;1;635,143803942809;636;0,9045;"173B";0;"S90"
"185-2";1;100;1675;"P";67;FALSE;1;502,506316794503;503;0,522613065326633;"173C";13794,2986634238;"G2"
"140-1";1;90;1863;"G";60;FALSE;1;635,143803942809;636;0,9045;"173C";0;"S90"
"185-2";1;100;1675;"P";60;FALSE;1;502,506316794503;503;0,514925373134328;"177A";9151,98661323311;"G2"
"140-1";1;90;1863;"G";56;FALSE;1;635,143803942809;636;0,9026;"177A";0;"S90"
"185-2";1;100;1675;"P";67;FALSE;1;502,506316794503;503;0,64;"177B";4244,39958874579;"G2"
"140-1";1;90;1863;"G";56;FALSE;1;635,143803942809;636;0,9026;"177B";0;"S90"
"185-2";1;100;1675;"P";65;FALSE;1;502,506316794503;503;0,327868852459016;"17";2840,13899560494;"G2"
"145-2";1;90;2580;"G";46;FALSE;1;644,51326657475;645;0,9016;"17";0;"S90"
"185-2";1;100;1675;"P";61;FALSE;1;502,506316794503;503;0,746268656716418;"181";3127,165661447;"G2"
"185-2";1;80;2275;"P";55;FALSE;1;565,049630023443;566;0,9;"181";0;"S90"
"185-2";1;100;1675;"P";53;FALSE;1;502,506316794503;503;0,515151515151515;"183";1063,23632489198;"G2"
"185-2";1;80;2275;"P";55;FALSE;1;565,049630023443;566;0,9;"183";0;"S90"
"185-2";1;100;1675;"P";62;FALSE;1;502,506316794503;503;0,619047619047619;"185";4214,16768923868;"G2"
"180-1";1;90;1384;"P";70;FALSE;1;557,68511264942;558;0,714285714285714;"185";537,97589894227;"G1"
"294-2";1;40;1789;"P";50;FALSE;1;826,673062120555;827;0,9524;"185";0;"S90"
"185-2";1;100;1675;"P";67;FALSE;1;502,506316794503;503;0,45985401459854;"187A";8356,16169034328;"G2"
"140-1";1;90;1863;"G";54;FALSE;1;635,143803942809;636;0,901;"187A";0;"S90"
"180-1";1;90;1384;"P";54;FALSE;1;557,68511264942;558;0,775;"187B";2401,21943009506;"G1"
"140-1";1;90;1863;"G";54;FALSE;1;635,143803942809;636;0,901;"187B";0;"S90"
"185-2";1;100;1675;"P";60;FALSE;1;502,506316794503;503;0,837837837837838;"191";1938,84271009714;"G2"
"185-2";1;80;2275;"P";50;FALSE;1;565,049630023443;566;0,9189;"191";0;"S90"
"185-2";1;100;1675;"P";54;FALSE;1;502,506316794503;503;0,74;"193A";4628,20517894156;"G2"
"185-2";1;80;2275;"P";54;FALSE;1;565,049630023443;566;0,906;"193A";0;"S90"
"185-2";1;100;1675;"P";65;FALSE;1;502,506316794503;503;0,673076923076923;"193B";9284,62410038142;"G2"
"140-1";1;90;1863;"G";58;FALSE;1;635,143803942809;636;0,9135;"193B";0;"S90"
"185-2";1;100;1675;"P";61;FALSE;1;502,506316794503;503;0,706521739130435;"195A";4065,3153598811;"G2"
"185-2";1;80;2275;"P";54;FALSE;1;565,049630023443;566;0,9022;"195A";0;"S90"
"185-2";1;100;1675;"P";61;FALSE;1;502,506316794503;503;0,862745098039216;"195";2751,90578207336;"G2"
"185-2";1;80;2275;"P";61;FALSE;1;565,049630023443;566;0,9216;"195";0;"S90"
"185-2";1;100;1675;"P";54;FALSE;1;502,506316794503;503;0,703703703703704;"197B";5149,3888422854;"G2"
"140-1";1;90;1883;"G";53;FALSE;1;638,016549486224;639;0,9074;"197B";0;"S90"
"180-1";1;90;1384;"P";64;FALSE;1;557,68511264942;558;0,576923076923077;"19";3780,35962152393;"G1"
"180-1";1;90;2084;"G";56;FALSE;1;683,697100033551;684;0,9038;"19";0;"S90"
"180-1";1;90;1384;"P";60;FALSE;1;557,68511264942;558;0,491228070175439;"1";5123,17653798432;"G1"
"371-1";1;80;2084;"G";58;FALSE;1;740,655703291717;741;0,9123;"1";0;"S90"
"185-2";1;100;1675;"P";65;FALSE;1;502,506316794503;503;0,836734693877551;"201";2564,27584238654;"G2"
"185-2";1;80;2275;"P";54;FALSE;1;565,049630023443;566;0,906;"201";0;"S90"
"185-2";1;100;1675;"P";63;FALSE;1;502,506316794503;503;0,770642201834862;"203";11141,5489204577;"G2"
"140-1";1;90;1863;"G";59;FALSE;1;635,143803942809;636;0,9358;"203";0;"S90"
"185-2";1;100;1675;"P";65;FALSE;1;502,506316794503;503;0,543478260869565;"207A";3550,17374450617;"G2"
"145-2";1;80;2580;"G";54;FALSE;1;644,51326657475;645;0,913;"207A";0;"S90"
"180-1";1;90;1384;"P";47;FALSE;1;557,68511264942;558;0,642857142857143;"209";5268,58521403621;"G1"
"203-1";1;80;1368;"G";47;FALSE;1;752,817898354465;753;0,9048;"209";0;"S90"
"185-2";1;100;1675;"P";55;FALSE;1;502,506316794503;503;0,767605633802817;"215A";14457,4860991654;"G2"
"140-1";1;90;1863;"G";56;FALSE;1;635,143803942809;636;0,9014;"215A";0;"S90"
"185-2";1;100;1675;"P";55;FALSE;1;502,506316794503;503;0,747967479674797;"215B";12202,6488176442;"G2"
"140-1";1;90;1863;"G";55;FALSE;1;635,143803942809;636;0,9106;"215B";0;"S90"
"180-1";1;90;1384;"P";65;FALSE;1;557,68511264942;558;0,559322033898305;"21";7279,41965149849;"G1"
"285-2";1;90;2560;"G";50;FALSE;1;778,273586937253;779;0,9153;"21";0;"S90"
"185-2";1;100;1675;"P";61;FALSE;1;502,506316794503;503;0,736842105263158;"221";1751,21277041032;"G2"
"185-2";1;80;2275;"P";54;FALSE;1;565,049630023443;566;0,9048;"221";0;"S90"
"185-2";1;100;1675;"P";61;FALSE;1;502,506316794503;503;0,790697674418605;"223";4252,94529956792;"G2"
"185-2";1;80;2275;"P";54;FALSE;1;565,049630023443;566;0,9048;"223";0;"S90"
"185-2";1;100;1675;"P";61;FALSE;1;502,506316794503;503;0,782608695652174;"225";1125,77963812092;"G2"
"185-2";1;80;2275;"P";54;FALSE;1;565,049630023443;566;0,9048;"225";0;"S90"
"185-2";1;100;1675;"P";60;FALSE;1;502,506316794503;503;0,869565217391304;"251";7505,1975874728;"G2"
"185-2";1;80;2275;"P";62;FALSE;1;565,049630023443;566;0,9058;"251";0;"S90"
"185-2";1;100;1675;"P";67;FALSE;1;502,506316794503;503;0,823529411764706;"253";875,60638520516;"G2"
"185-2";1;80;2275;"P";67;FALSE;1;565,049630023443;566;0,9412;"253";0;"S90"
"185-2";1;100;1675;"P";75;FALSE;1;502,506316794503;503;1;"287";132,637487148306;"G2"
"140-1";1;90;1863;"G";54;FALSE;1;635,143803942809;636;0,901;"287";0;"S90"
"185-2";1;100;1675;"P";65;FALSE;1;502,506316794503;503;0,64;"289";2122,1997943729;"G2"
"140-1";1;90;1863;"G";60;FALSE;1;635,143803942809;636;0,9178;"289";0;"S90"
"180-1";1;90;1384;"P";65;FALSE;1;557,68511264942;558;0,48;"291";929,504295520667;"G1"
"140-1";1;90;1863;"G";64;FALSE;1;635,143803942809;636;0,96;"291";0;"S90"
"180-1";1;90;1384;"P";55;FALSE;1;557,68511264942;558;0,592105263157895;"293";18738,222333155;"G1"
"264-1";1;80;3456;"G";50;FALSE;1;765,887583017809;766;0,9079;"293";0;"S90"
"185-2";1;100;1675;"P";69;FALSE;1;502,506316794503;503;0,5;"295";663,18743574153;"G2"
"140-1";1;90;1863;"G";54;FALSE;1;635,143803942809;636;0,901;"295";0;"S90"
"185-2";1;100;1675;"P";66;FALSE;1;502,506316794503;503;0,521739130434783;"297";3183,29969155934;"G2"
"140-1";1;90;1863;"G";54;FALSE;1;635,143803942809;636;0,901;"297";0;"S90"
"185-2";1;100;1675;"P";68;FALSE;1;502,506316794503;503;0,428571428571429;"299";795,824922889836;"G2"
"140-1";1;90;1863;"G";54;FALSE;1;635,143803942809;636;0,901;"299";0;"S90"
"185-2";1;100;1675;"P";66;FALSE;1;502,506316794503;503;0,343137254901961;"303";5465,52395514514;"G2"
"185-2";1;80;2935;"G";54;FALSE;1;658,664144084364;659;0,9412;"303";0;"S90"
"185-2";1;100;1675;"P";40;FALSE;1;502,506316794503;503;0,7;"305";1313,40957780774;"G2"
"185-2";1;80;2275;"P";54;FALSE;1;565,049630023443;566;0,9;"305";0;"S90"
"180-1";1;90;1384;"P";44;FALSE;1;557,68511264942;558;0,698630136986301;"319";9383,71235925754;"G1"
"203-1";1;80;1267;"G";44;FALSE;1;741,679472634862;742;0,9041;"319";0;"S90"
"180-1";1;90;1384;"P";56;FALSE;1;557,68511264942;558;0,931034482758621;"31";3334,88772048443;"G1"
"180-1";1;80;2064;"G";50;FALSE;1;681,199472667362;682;0,9023;"31";0;"S90"
"180-1";1;90;1384;"P";56;FALSE;1;557,68511264942;558;0,7;"329";2593,80156037678;"G1"
"180-1";1;80;2064;"G";50;FALSE;1;681,199472667362;682;0,9023;"329";0;"S90"
"180-1";1;90;1384;"P";60;FALSE;1;557,68511264942;558;0,611764705882353;"33";10826,5284591562;"G1"
"264-1";1;80;3456;"G";37;FALSE;1;765,887583017809;766;0,9059;"33";0;"S90"
"180-1";1;90;1384;"P";65;FALSE;1;557,68511264942;558;0,609756097560976;"35";1936,46728233472;"G1"
"140-1";1;90;1863;"G";56;FALSE;1;635,143803942809;636;0,9268;"35";0;"S90"
"180-1";1;90;1384;"P";56;FALSE;1;557,68511264942;558;0,397058823529412;"37";9836,84497338884;"G1"
"180-1";1;80;2384;"G";52;FALSE;1;739,848908452917;740;0,9044;"37";0;"S90"
"180-1";1;90;1384;"P";60;FALSE;1;557,68511264942;558;0,666666666666667;"39A";5187,60312075356;"G1"
"180-1";1;80;2064;"G";50;FALSE;1;681,199472667362;682;0,9023;"39A";0;"S90"
"185-2";1;100;1675;"P";65;FALSE;1;502,506316794503;503;0,440677966101695;"39B";4060,10350953639;"G2"
"185-2";1;80;2935;"G";58;FALSE;1;658,664144084364;659;0,9153;"39B";0;"S90"
"180-1";1;90;1384;"P";52;FALSE;1;557,68511264942;558;0,646153846153846;"41";7650,87942374687;"G1"
"180-1";1;90;2384;"G";52;FALSE;1;739,848908452917;740;0,9077;"41";0;"S90"
"185-2";1;100;1675;"P";63;FALSE;1;502,506316794503;503;0,282051282051282;"43";3827,73896049133;"G2"
"180-1";1;90;1384;"P";65;FALSE;1;557,68511264942;558;0,435897435897436;"43";1756,78483968395;"G1"
"294-2";1;40;1789;"G";51;FALSE;1;850,482585930078;851;0,9487;"43";0;"S90"
"180-1";1;90;1384;"P";67;FALSE;1;557,68511264942;558;0,454545454545455;"47";617,57180008971;"G1"
"180-1";1;80;2064;"G";50;FALSE;1;681,199472667362;682;0,9023;"47";0;"S90"
"185-2";1;100;1675;"P";58;FALSE;1;502,506316794503;503;0,25609756097561;"53";7307,50165184708;"G2"
"180-1";1;90;1384;"P";56;FALSE;1;557,68511264942;558;0,524390243902439;"53";6441,54441217448;"G1"
"294-2";1;40;1789;"G";56;FALSE;1;850,482585930078;851;0,9146;"53";0;"S90"
"180-1";1;90;1384;"P";60;FALSE;1;557,68511264942;558;0,482758620689655;"55A";1357,55490118773;"G1"
"151-1";1;80;2918;"G";54;FALSE;1;654,653319877115;655;0,9157;"55A";0;"S90"
"180-1";1;90;1384;"P";56;FALSE;1;557,68511264942;558;0,450980392156863;"55B";5073,53490862016;"G1"
"285-2";1;70;2560;"G";43;FALSE;1;778,273586937253;779;0,902;"55B";0;"S90"
"180-1";1;90;1384;"P";50;FALSE;1;557,68511264942;558;0,587570621468927;"57A";14363,0960233153;"G1"
"140-1";1;80;2283;"G";40;FALSE;1;695,791805181298;696;0,904;"57A";0;"S90"
"180-1";1;90;1384;"P";55;FALSE;1;557,68511264942;558;0,649253731343284;"57B";8785,17573484013;"G1"
"185-2";1;80;2935;"G";40;FALSE;1;658,664144084364;659;0,903;"57B";0;"S90"
"180-1";1;90;1384;"P";56;FALSE;1;557,68511264942;558;0,69047619047619;"5";6397,06575434716;"G1"
"285-2";1;70;2560;"G";50;FALSE;1;778,273586937253;779;0,9048;"5";0;"S90"
"180-1";1;90;1384;"P";53;FALSE;1;557,68511264942;558;0,815789473684211;"61";2401,21943009506;"G1"
"140-1";1;90;1863;"G";53;FALSE;1;635,143803942809;636;0,9474;"61";0;"S90"
"185-2";1;100;1675;"P";60;FALSE;1;502,506316794503;503;0,651515151515151;"63B";6106,29884055062;"G2"
"145-2";1;80;2580;"G";54;FALSE;1;644,51326657475;645;0,9091;"63B";0;"S90"
"180-1";1;90;1384;"P";53;FALSE;1;557,68511264942;558;0,74;"65";2865,97157785539;"G1"
"140-1";1;90;1863;"G";53;FALSE;1;635,143803942809;636;0,92;"65";0;"S90"
"185-2";1;100;1675;"P";63;FALSE;1;502,506316794503;503;0,612244897959184;"67";1876,2993968682;"G2"
"185-2";1;80;2275;"P";54;FALSE;1;565,049630023443;566;0,9184;"67";0;"S90"
"185-2";1;100;1675;"P";63;FALSE;1;502,506316794503;503;0,886363636363636;"71";2439,18921592866;"G2"
"185-2";1;80;2275;"P";63;FALSE;1;565,049630023443;566;0,9091;"71";0;"S90"
"180-1";1;90;1384;"P";56;FALSE;1;557,68511264942;558;0,710526315789474;"73";2091,3846649215;"G1"
"140-1";1;90;1863;"G";56;FALSE;1;635,143803942809;636;0,9211;"73";0;"S90"
"180-1";1;90;1384;"P";56;FALSE;1;557,68511264942;558;0,571428571428571;"741";2964,34464043061;"G1"
"180-1";1;80;2064;"G";55;FALSE;1;681,199472667362;682;0,9038;"741";0;"S90"
"180-1";1;90;1384;"P";56;FALSE;1;557,68511264942;558;0,754716981132076;"75";3098,34765173556;"G1"
"140-1";1;90;1863;"G";60;FALSE;1;635,143803942809;636;0,9057;"75";0;"S90"
"185-2";1;100;1675;"P";65;FALSE;1;502,506316794503;503;1;"777";187,62993968682;"G2"
"185-2";1;80;2275;"P";54;FALSE;1;565,049630023443;566;0,9136;"777";0;"S90"
"180-1";1;90;1384;"P";56;FALSE;1;557,68511264942;558;0,669354838709677;"77A";7206,73677580239;"G1"
"145-2";1;80;2580;"G";56;FALSE;1;644,51326657475;645;0,9032;"77A";0;"S90"
"180-1";1;90;1384;"P";56;FALSE;1;557,68511264942;558;0,588235294117647;"77B";9148,52953211485;"G1"
"371-1";1;80;2084;"G";56;FALSE;1;740,655703291717;741;0,9059;"77B";0;"S90"
"185-2";1;100;1675;"P";58;FALSE;1;502,506316794503;503;0,614814814814815;"79";15038,835008841;"G2"
"180-1";1;80;2084;"G";56;FALSE;1;683,697100033551;684;0,904;"79";0;"S90"
"185-2";1;100;1675;"P";58;FALSE;1;502,506316794503;503;0,607476635514019;"81A";11068,070355497;"G2"
"203-1";1;90;1068;"G";61;FALSE;1;672,784322263688;673;0,9065;"81A";0;"S90"
"180-1";1;90;1384;"P";60;FALSE;1;557,68511264942;558;0,555555555555556;"81B";2744,55885963446;"G1"
"371-1";1;80;2084;"G";56;FALSE;1;740,655703291717;741;0,9036;"81B";0;"S90"
"180-1";1;90;1384;"P";56;FALSE;1;557,68511264942;558;0,607142857142857;"87";6221,0000818381;"G1"
"371-1";1;80;2084;"G";56;FALSE;1;740,655703291717;741;0,9036;"87";0;"S90"
"185-2";1;100;1675;"P";60;FALSE;1;502,506316794503;503;0,664233576642336;"89";13845,3772805177;"G2"
"151-1";1;80;2918;"G";54;FALSE;1;654,653319877115;655;0,9157;"89";0;"S90"
"185-2";1;100;1675;"P";60;FALSE;1;502,506316794503;503;0,767676767676768;"91";4753,29180539944;"G2"
"185-2";1;80;2275;"P";61;FALSE;1;565,049630023443;566;0,9091;"91";0;"S90"
"185-2";1;100;1675;"P";65;FALSE;1;502,506316794503;503;0,68;"93";2254,8372815212;"G2"
"140-1";1;90;1863;"G";56;FALSE;1;635,143803942809;636;0,903;"93";0;"S90"
"185-2";1;100;1675;"P";60;FALSE;1;502,506316794503;503;0,859375;"95";6879,7644551834;"G2"
