"";"TRAINRUN";"TFZ";"NUM_TFZ";"VMAX";"TOTALLENGTH";"TOTALWEIGHT";"BREAKCLASS";"BrH";"LZB";"ELECTRIC";"TRAINCLASS"
"1";32846;"189-2";1;100;619;1886;"G";85;TRUE;1;"NGz"
"2";40421;"4370-1";1;100;619;1490;"P";75;TRUE;1;"FGz"
"3";40424;"181-2";1;100;617;1484;"P";75;FALSE;1;"FGz"
"4";44422;"4370-1";1;100;619;1190;"P";70;FALSE;1;"NGz"
"5";41775;"185-2";1;90;619;1935;"G";72;TRUE;1;"GzG"
"6";42331;"189-2";1;100;649;1886;"G";69;TRUE;1;"GzG"
"7";42458;"232-2";1;100;601;1522;"P";80;FALSE;0;"FGz"
"8";42460;"189-2";1;120;619;1486;"P";70;FALSE;1;"FGz"
"9";42461;"189-2";1;120;619;1486;"P";70;FALSE;1;"FGz"
"10";42465;"185-2";1;100;619;1885;"G";80;TRUE;1;"GzG"
"11";42466;"232-2";1;100;620;1522;"P";80;FALSE;0;"NGz"
"12";42470;"189-2";1;120;619;1486;"P";70;FALSE;1;"FGz"
"13";42475;"189-2";1;120;619;1486;"P";70;FALSE;1;"FGz"
"14";45424;"155-1";1;100;619;1123;"P";72;TRUE;1;"FGz"
"15";45430;"155-1";1;100;619;1123;"P";72;TRUE;1;"FGz"
"16";47437;"155-1";1;100;619;823;"P";71;TRUE;1;"FGz"
"17";49407;"155-1";1;100;619;1323;"P";70;TRUE;1;"FGz"
"18";49408;"155-1";1;100;619;1123;"P";70;TRUE;1;"NGz"
"19";49409;"155-1";1;100;619;1123;"P";69;TRUE;1;"FGz"
"20";60221;"185-2";2;90;618;4060;"P";57;FALSE;1;"FGz"
"21";60222;"185-2";1;120;619;1405;"P";87;FALSE;1;"FGz"
"22";60227;"185-2";2;90;618;4060;"P";57;FALSE;1;"FGz"
"23";60228;"185-2";1;120;619;1405;"P";87;FALSE;1;"FGz"
"24";62066;"185-2";1;90;419;2470;"P";60;TRUE;1;"NGz"
"25";99834;"185-2";1;100;619;2085;"G";85;TRUE;1;"NGz"
"26";99835;"185-2";1;100;629;2085;"G";85;TRUE;1;"GzG"
"27";42330;"189-2";1;100;625;1886;"G";69;TRUE;1;"NGz"
"28";42443;"155-1";1;100;599;1123;"P";70;TRUE;1;"NGz"
"29";42453;"155-1";1;100;619;1723;"P";70;FALSE;1;"FGz"
"30";42468;"155-1";1;100;599;1413;"P";71;TRUE;1;"NGz"
"31";42469;"155-1";1;100;599;1983;"G";75;FALSE;1;"NGz"
"32";43388;"155-1";1;100;639;1123;"P";70;TRUE;1;"NGz"
"33";45433;"155-1";1;90;618;1923;"G";66;FALSE;1;"GzG"
"34";45435;"155-1";1;100;619;1523;"P";72;FALSE;1;"FGz"
"35";45438;"155-1";1;90;619;1523;"P";66;FALSE;1;"FGz"
"36";45439;"155-1";1;90;619;1523;"P";72;FALSE;1;"FGz"
"37";49319;"185-2";1;90;419;2325;"G";70;TRUE;1;"NGz"
"38";49321;"145-2";1;90;588;680;"P";98;TRUE;1;"NGz"
"39";49425;"155-1";1;100;419;1123;"P";70;TRUE;1;"NGz"
"40";49426;"363-1";2;60;430;2376;"P";57;FALSE;0;"NGz"
"41";49488;"189-2";1;100;619;1186;"P";67;FALSE;1;"FGz"
"42";49489;"189-2";1;100;619;986;"P";67;FALSE;1;"FGz"
"43";49608;"189-2";1;100;619;1086;"P";67;TRUE;1;"NGz"
"44";49620;"EU 43-1";1;90;399;2065;"P";56;FALSE;1;"NGz"
"45";53133;"155-1";1;100;659;1723;"P";65;FALSE;1;"NGz"
"46";53140;"298-1";1;80;514;1068;"P";56;FALSE;0;"NGz"
"47";60231;"185-2";1;90;469;2785;"G";57;FALSE;1;"Gz"
"48";79335;"203-1";2;90;408;686;"P";65;FALSE;0;"NGz"
"49";79339;"203-1";2;80;408;1736;"P";57;FALSE;0;"NGz"
"50";79385;"66-1";1;100;606;1326;"P";56;FALSE;0;"NGz"
"51";79390;"66-1";1;100;544;926;"P";66;FALSE;0;"NGz"
"52";95454;"189-2";1;100;369;1836;"P";64;TRUE;1;"NGz"
