"";"TRAINRUN";"TFZ";"NUM_TFZ";"VMAX";"TOTALLENGTH";"TOTALWEIGHT";"BREAKCLASS";"BrH";"LZB";"ELECTRIC";"TRAINCLASS"
"1";40550;"1144-1";1;100;566;1384;"P";67;FALSE;1;"FGz"
"2";40559;"151-1";2;100;559;1678;"P";75;FALSE;1;"FGz"
"3";41556;"185-2";1;100;559;1385;"P";70;FALSE;1;"FGz"
"4";41857;"189-2";2;100;569;1686;"P";70;TRUE;1;"FGz"
"5";41859;"185-2";2;100;569;1685;"P";70;FALSE;1;"FGz"
"6";42128;"1116-1";1;100;559;1386;"P";67;FALSE;1;"FGz"
"7";42581;"151-1";2;120;559;1605;"P";78;TRUE;1;"FGz"
"8";43240;"152-3";1;100;559;1387;"P";78;FALSE;1;"FGz"
"9";43248;"145-2";1;100;558;1380;"P";75;FALSE;1;"FGz"
"10";43250;"145-2";1;100;558;1380;"P";70;FALSE;1;"FGz"
"11";47774;"151-1";1;100;569;1318;"P";76;FALSE;1;"FGz"
"12";47882;"185-2";1;100;339;1265;"P";70;TRUE;1;"NGz"
"13";49510;"185-2";1;100;594;1515;"P";85;TRUE;1;"NGz"
"14";50201;"151-1";2;100;579;1487;"P";82;TRUE;1;"FGz"
"15";50202;"152-3";1;120;594;1457;"P";79;TRUE;1;"FGz"
"16";50215;"151-1";2;120;529;1613;"P";77;TRUE;1;"FGz"
"17";50216;"151-1";1;120;529;1318;"P";78;TRUE;1;"FGz"
"18";50240;"152-3";1;120;594;1287;"P";79;TRUE;1;"FGz"
"19";50241;"151-1";2;120;594;1632;"P";82;TRUE;1;"FGz"
"20";75850;"189-2";2;120;588;1697;"P";100;TRUE;1;"FGz"
"21";40664;"185-2";1;100;639;1385;"P";70;FALSE;1;"FGz"
"22";41847;"1116-1";1;100;469;1186;"P";75;FALSE;1;"NGz"
"23";41862;"185-2";1;120;539;785;"P";90;TRUE;1;"FGz"
"24";41956;"185-2";1;100;589;1455;"P";78;FALSE;1;"FGz"
"25";42134;"185-2";1;100;559;1385;"P";70;TRUE;1;"FGz"
"26";42137;"151-1";2;100;559;1610;"P";73;FALSE;1;"FGz"
"27";43227;"185-2";2;120;569;1610;"P";87;TRUE;1;"FGz"
"28";43228;"185-2";2;100;588;1695;"P";87;FALSE;1;"FGz"
"29";47586;"185-2";1;90;339;1585;"P";58;TRUE;1;"NGz"
"30";49599;"185-2";1;90;339;1705;"P";58;TRUE;1;"NGz"
"31";51544;"185-2";1;100;719;1455;"P";66;TRUE;1;"FGz"
"32";51548;"185-2";1;100;719;1455;"P";66;FALSE;1;"FGz"
"33";51552;"185-2";1;100;719;1455;"P";66;TRUE;1;"FGz"
"34";51556;"185-2";1;100;719;1455;"P";66;TRUE;1;"FGz"
"35";51558;"185-2";1;100;639;1455;"P";61;TRUE;1;"FGz"
"36";51861;"151-1";2;100;719;1610;"P";67;TRUE;1;"FGz"
"37";51863;"185-2";2;100;719;1610;"P";67;FALSE;1;"FGz"
"38";51865;"185-2";2;100;719;1610;"P";67;FALSE;1;"FGz"
"39";51869;"151-1";2;100;719;1610;"P";67;FALSE;1;"FGz"
"40";51879;"151-1";2;100;719;1610;"P";67;TRUE;1;"FGz"
"41";52640;"185-2";1;100;719;1455;"P";61;TRUE;1;"FGz"
"42";52642;"185-2";1;100;719;1455;"P";61;FALSE;1;"FGz"
"43";52648;"185-2";1;100;719;1455;"P";61;TRUE;1;"NGz"
"44";52763;"185-2";2;100;719;1610;"P";67;FALSE;1;"FGz"
"45";52769;"185-2";2;100;719;1610;"P";67;FALSE;1;"FGz"
"46";60305;"151-1";2;100;419;1718;"P";65;FALSE;1;"FGz"
"47";60306;"151-1";1;100;419;818;"P";80;FALSE;1;"FGz"
"48";60870;"185-2";1;90;619;1685;"P";55;FALSE;1;"FGz"
"49";60873;"151-1";2;90;469;1925;"P";55;FALSE;1;"FGz"
"50";88805;"145-2";1;100;378;680;"P";85;TRUE;1;"NGz"
"51";93961;"216-1";1;100;216;317;"P";75;FALSE;0;"NGz"
