"";"TRAINRUN";"TFZ";"NUM_TFZ";"VMAX";"TOTALLENGTH";"TOTALWEIGHT";"BREAKCLASS";"BrH";"LZB";"ELECTRIC";"TRAINCLASS"
"1";40421;"4370-1";1;100;619;1490;"P";80;TRUE;1;"FGz"
"2";40424;"4370-1";1;100;619;1490;"P";80;TRUE;1;"FGz"
"3";50250;"152-3";1;120;589;1617;"P";78;TRUE;1;"FGz"
"4";51408;"155-1";1;100;619;1723;"P";65;FALSE;1;"FGz"
"5";69158;"182-2";1;120;720;1616;"P";78;TRUE;1;"FGz"
"6";69159;"182-2";1;120;719;1676;"P";78;TRUE;1;"FGz"
"7";69169;"182-1";1;120;720;1676;"P";78;TRUE;1;"FGz"
"8";69279;"182-2";1;120;720;1676;"P";78;TRUE;1;"FGz"
