"";"TRAINRUN";"TFZ";"NUM_TFZ";"VMAX";"TOTALLENGTH";"TOTALWEIGHT";"BREAKCLASS";"BrH";"LZB";"ELECTRIC";"TRAINCLASS"
"1";40558;"151-1";1;100;559;1418;"P";75;TRUE;1;"FGz"
"2";40951;"189-2";1;100;689;1886;"P";68;TRUE;1;"NGz"
"3";41795;"189-2";1;100;689;1886;"G";68;TRUE;1;"NGz"
"4";49299;"155-1";1;100;602;1123;"P";69;FALSE;1;"FGz"
"5";49696;"185-2";1;100;649;1550;"P";72;TRUE;1;"NGz"
"6";63341;"145-2";1;100;468;880;"P";70;TRUE;1;"NGz"
"7";83733;"185-2";1;100;618;1684;"P";72;TRUE;1;"NGz"
"8";93309;"704-1";1;100;52;180;"P";90;FALSE;0;"NGz"
"9";95111;"705-1";1;90;75;276;"P";69;FALSE;0;"NGz"
"10";95112;"705-1";1;90;75;276;"P";69;FALSE;0;"NGz"
