"";"TRAINRUN";"TFZ";"NUM_TFZ";"VMAX";"TOTALLENGTH";"TOTALWEIGHT";"BREAKCLASS";"BrH";"LZB";"ELECTRIC";"TRAINCLASS"
"1";43160;"185-2";1;100;429;1485;"P";68;FALSE;1;"FGz"
"2";43171;"151-1";1;100;429;1318;"P";78;FALSE;1;"FGz"
"3";50109;"152-3";1;100;719;1622;"P";78;FALSE;1;"FGz"
"4";50199;"152-3";1;120;629;1387;"P";78;TRUE;1;"FGz"
"5";50200;"152-3";1;120;629;1467;"P";79;TRUE;1;"FGz"
"6";51593;"185-2";1;100;719;1520;"P";67;FALSE;1;"FGz"
"7";51597;"152-3";1;120;719;1392;"P";70;TRUE;1;"FGz"
"8";60043;"155-1";1;100;719;1323;"P";62;FALSE;1;"FGz"
"9";60077;"185-2";1;120;704;1285;"P";73;TRUE;1;"FGz"
"10";60080;"155-1";1;100;669;1323;"P";61;FALSE;1;"FGz"
"11";60082;"185-2";1;100;669;1285;"P";61;FALSE;1;"FGz"
"12";60084;"185-2";1;100;669;1385;"P";66;FALSE;1;"FGz"
"13";60085;"155-1";1;100;699;1223;"P";80;FALSE;1;"FGz"
"14";60086;"152-3";1;100;719;1517;"P";70;TRUE;1;"FGz"
"15";60087;"185-2";1;120;719;1285;"P";85;TRUE;1;"FGz"
"16";60088;"155-1";1;100;669;1323;"P";61;TRUE;1;"FGz"
"17";60090;"155-1";1;100;669;1323;"P";60;TRUE;1;"FGz"
"18";60091;"155-1";1;100;694;973;"P";85;FALSE;1;"FGz"
"19";60094;"185-2";1;120;719;1615;"P";80;TRUE;1;"FGz"
"20";60095;"185-2";1;110;719;1525;"P";77;TRUE;1;"FGz"
"21";60098;"185-2";1;100;639;1635;"P";70;FALSE;1;"FGz"
"22";60125;"155-1";1;100;532;923;"P";75;FALSE;1;"FGz"
"23";69072;"185-2";1;100;719;1615;"P";78;TRUE;1;"NGz"
"24";69073;"185CL1-1";1;100;719;1524;"P";78;TRUE;1;"FGz"
"25";69160;"182-2";1;120;679;1616;"P";78;TRUE;1;"Gz"
"26";69161;"182-2";1;110;679;1611;"P";78;TRUE;1;"FGz"
"27";91055;"185CL1-1";1;100;679;1614;"P";75;TRUE;1;"FGz"
"28";98747;"155-1";1;120;619;923;"P";85;TRUE;1;"NGz"
"29";50005;"152-3";1;120;369;987;"P";100;TRUE;1;"FGz"
"30";50006;"152-3";1;140;369;987;"P";100;TRUE;1;"FGz"
"31";60040;"185-2";1;100;609;1685;"P";72;FALSE;1;"FGz"
"32";60706;"185-2";2;80;508;2860;"P";54;FALSE;1;"FGz"
"33";60870;"185-2";1;90;519;1455;"P";55;FALSE;1;"FGz"
"34";60873;"185-2";1;90;469;1925;"P";55;FALSE;1;"FGz"
"35";56291;"155-1";1;80;719;1323;"P";48;FALSE;1;"NGz"
"36";56293;"155-1";1;90;699;1723;"P";50;FALSE;1;"NGz"
"37";56295;"155-1";1;80;719;1723;"P";50;FALSE;1;"NGz"
