"";"TRAINRUN";"TFZ";"NUM_TFZ";"VMAX";"TOTALLENGTH";"TOTALWEIGHT";"BREAKCLASS";"BrH";"LZB";"ELECTRIC";"TRAINCLASS"
"1";49;"185-2";1;100;585;760;"P";68;TRUE;1;"NGz"
"2";1006;"155-1";1;100;719;1423;"P";75;FALSE;1;"FGz"
"3";32839;"6186-1";1;100;628;2284;"G";80;FALSE;1;"FGz"
"4";32840;"6186-1";1;100;628;1674;"P";80;TRUE;1;"FGz"
"5";40541;"151-1";1;100;569;1678;"P";67;FALSE;1;"FGz"
"6";40551;"151-1";1;100;569;1678;"P";75;FALSE;1;"FGz"
"7";40558;"151-1";1;100;559;1418;"P";75;FALSE;1;"FGz"
"8";40564;"189-2";1;100;469;1386;"P";78;TRUE;1;"FGz"
"9";40578;"145-2";1;100;558;1380;"P";78;FALSE;1;"FGz"
"10";41555;"185-2";1;100;559;1645;"P";75;TRUE;1;"FGz"
"11";41802;"185-2";1;120;609;1685;"P";78;TRUE;1;"FGz"
"12";41811;"185-2";1;110;609;1585;"P";78;TRUE;1;"FGz"
"13";41816;"185-2";1;100;609;1685;"P";75;FALSE;1;"FGz"
"14";42129;"151-1";1;100;559;1678;"P";69;FALSE;1;"FGz"
"15";42164;"185-2";1;100;559;1385;"P";78;FALSE;1;"FGz"
"16";42176;"185-2";1;100;559;1385;"P";78;FALSE;1;"FGz"
"17";42177;"185-2";1;100;559;1625;"P";78;TRUE;1;"FGz"
"18";42179;"185-2";1;100;559;1625;"P";67;TRUE;1;"FGz"
"19";43101;"185-2";1;100;649;1685;"P";78;TRUE;1;"FGz"
"20";43108;"189-2";1;90;619;1786;"G";78;TRUE;1;"FGz"
"21";43109;"189-2";1;90;619;1786;"G";78;TRUE;1;"FGz"
"22";43158;"189-2";1;100;559;1686;"P";78;TRUE;1;"FGz"
"23";43159;"189-2";1;100;559;1686;"P";78;FALSE;1;"FGz"
"24";43220;"145-2";1;100;558;1380;"P";70;TRUE;1;"FGz"
"25";43221;"151-1";1;100;559;1653;"P";67;TRUE;1;"FGz"
"26";43229;"151-1";1;100;559;1653;"P";67;TRUE;1;"FGz"
"27";43230;"151-1";1;100;559;1418;"P";70;TRUE;1;"FGz"
"28";43231;"151-1";1;100;559;1653;"P";78;FALSE;1;"FGz"
"29";43245;"152-2";1;100;559;1647;"P";68;FALSE;1;"FGz"
"30";43249;"151-1";1;100;509;1653;"P";78;TRUE;1;"FGz"
"31";43257;"151-1";1;100;559;1678;"P";73;FALSE;1;"FGz"
"32";43854;"185-2";1;100;419;685;"P";67;FALSE;1;"FGz"
"33";47762;"155-1";1;100;419;723;"P";80;FALSE;1;"FGz"
"34";47768;"155-1";1;100;699;1223;"P";80;FALSE;1;"FGz"
"35";48587;"185-2";1;90;369;1685;"P";56;FALSE;1;"FGz"
"36";48885;"152-3";1;100;319;1437;"P";72;TRUE;1;"NGz"
"37";49971;"155-1";1;100;609;1123;"P";73;FALSE;1;"FGz"
"38";50000;"152-3";1;140;529;1187;"P";100;TRUE;1;"FGz"
"39";50001;"152-3";2;140;738;1569;"P";90;TRUE;1;"FGz"
"40";50166;"152-3";1;120;719;1617;"P";78;TRUE;1;"FGz"
"41";50168;"152-3";1;120;719;1617;"P";78;TRUE;1;"NGz"
"42";50185;"152-3";1;100;719;1622;"P";78;TRUE;1;"FGz"
"43";50193;"152-3";1;100;719;1622;"P";78;TRUE;1;"FGz"
"44";50195;"152-3";1;100;719;1622;"P";78;TRUE;1;"FGz"
"45";50226;"152-3";1;120;719;1517;"P";80;TRUE;1;"FGz"
"46";50562;"185-2";1;100;719;1615;"P";78;FALSE;1;"FGz"
"47";50563;"151-1";1;100;609;1518;"P";78;FALSE;1;"FGz"
"48";51387;"151-1";2;100;719;1685;"P";65;FALSE;1;"FGz"
"49";51389;"185-2";2;100;719;1685;"P";68;FALSE;1;"FGz"
"50";51391;"185-2";2;100;719;1685;"P";68;FALSE;1;"FGz"
"51";51518;"185-2";1;100;719;1685;"P";70;TRUE;1;"FGz"
"52";51524;"185-2";1;100;719;1685;"P";70;FALSE;1;"FGz"
"53";51530;"185-2";1;100;649;1685;"P";70;TRUE;1;"FGz"
"54";51601;"185-2";1;100;719;1625;"P";65;TRUE;1;"FGz"
"55";51607;"185-2";1;100;719;1625;"P";65;FALSE;1;"FGz"
"56";60021;"185-2";1;100;609;1585;"P";73;TRUE;1;"FGz"
"57";60023;"185-2";1;100;609;1485;"P";73;TRUE;1;"FGz"
"58";60024;"185-2";1;100;719;1485;"P";75;FALSE;1;"FGz"
"59";60026;"155-1";1;100;721;923;"P";75;FALSE;1;"FGz"
"60";60047;"151-1";1;100;719;1318;"P";62;FALSE;1;"FGz"
"61";60059;"151-1";1;100;719;1318;"P";62;FALSE;1;"FGz"
"62";60060;"151-1";1;100;719;1318;"P";62;FALSE;1;"FGz"
"63";60062;"151-1";1;100;719;1318;"P";62;FALSE;1;"FGz"
"64";60067;"185-2";1;120;569;685;"P";69;TRUE;1;"FGz"
"65";60069;"155-1";1;100;569;723;"P";69;FALSE;1;"FGz"
"66";60076;"155-1";1;100;569;723;"P";69;TRUE;1;"FGz"
"67";60436;"140-1";1;100;496;883;"P";80;FALSE;1;"FGz"
"68";60878;"151-1";1;100;339;718;"P";54;FALSE;1;"NGz"
"69";60927;"185-2";1;90;349;1820;"P";60;FALSE;1;"FGz"
"70";60974;"151-1";1;90;359;1803;"P";54;FALSE;1;"FGz"
"71";60984;"155-1";1;100;419;723;"P";78;FALSE;1;"FGz"
"72";62147;"185-2";1;100;559;885;"P";70;TRUE;1;"NGz"
"73";62244;"185-2";1;90;369;1525;"P";58;TRUE;1;"NGz"
"74";62246;"155-1";1;100;419;723;"P";86;TRUE;1;"NGz"
"75";62523;"185-2";1;90;419;1845;"P";65;TRUE;1;"NGz"
"76";62836;"140-1";1;100;496;883;"P";80;FALSE;1;"NGz"
"77";68917;"185-2";1;100;719;1285;"P";69;TRUE;1;"FGz"
"78";69070;"182-2";1;120;720;1616;"P";78;TRUE;1;"FGz"
"79";69071;"182-2";1;120;679;1676;"P";78;TRUE;1;"FGz"
"80";69140;"182-2";1;120;720;1616;"P";78;TRUE;1;"FGz"
"81";69141;"182-2";1;120;720;1676;"P";78;TRUE;1;"FGz"
"82";69269;"185-2";1;100;719;1285;"P";69;TRUE;1;"NGz"
"83";69293;"185-2";1;100;719;1285;"P";69;TRUE;1;"NGz"
"84";69313;"182-2";1;120;679;1676;"P";78;TRUE;1;"FGz"
"85";69428;"155-1";2;100;586;2075;"P";58;TRUE;1;"NGz"
"86";75806;"139-1";1;100;496;1486;"P";99;FALSE;1;"FGz"
"87";79414;"185-2";1;100;719;1675;"P";80;TRUE;1;"NGz"
"88";79415;"185-2";1;100;719;1675;"P";80;TRUE;1;"NGz"
"89";95282;"1016-1";1;100;594;1236;"P";80;FALSE;1;"FGz"
"90";95283;"1016-1";1;100;594;1686;"P";80;TRUE;1;"FGz"
"91";95325;"185-2";1;100;719;1335;"P";69;FALSE;1;"FGz"
"92";50227;"152-3";1;120;719;1462;"P";80;TRUE;1;"FGz"
"93";49597;"185-2";1;90;419;1795;"P";58;TRUE;1;"NGz"
"94";56878;"294-3";1;80;514;980;"P";43;FALSE;0;"NGz"
"95";56879;"294-3";1;80;514;980;"P";41;FALSE;0;"NGz"
"96";60040;"185-2";1;100;609;1685;"P";72;FALSE;1;"FGz"
"97";60989;"185-2";1;90;359;1840;"G";63;FALSE;1;"GzG"
"98";62811;"185-2";1;90;519;1865;"P";58;TRUE;1;"NGz"
"99";62916;"185-2";1;90;359;1615;"P";58;TRUE;1;"NGz"
"100";88764;"185-2";1;100;415;685;"P";85;TRUE;1;"NGz"
