"";"TRAINRUN";"TFZ";"NUM_TFZ";"VMAX";"TOTALLENGTH";"TOTALWEIGHT";"BREAKCLASS";"BrH";"LZB";"ELECTRIC";"TRAINCLASS"
"1";1;"185-2";1;100;669;1785;"G";90;TRUE;1;"GzG"
"2";5;"189-2";1;100;419;2066;"P";62;TRUE;1;"NGz"
"3";6;"189-2";1;100;419;686;"P";80;TRUE;1;"FGz"
"4";7;"189-2";1;100;419;686;"P";80;FALSE;1;"FGz"
"5";85;"66-1";1;100;591;3526;"G";62;FALSE;0;"NGz"
"6";40016;"189-2";1;100;539;1386;"P";70;FALSE;1;"FGz"
"7";40025;"189-2";1;100;539;1686;"P";75;FALSE;1;"FGz"
"8";40558;"189-2";1;100;559;1386;"P";75;FALSE;1;"FGz"
"9";40951;"189-2";1;100;689;1886;"P";68;TRUE;1;"NGz"
"10";41372;"189-2";1;90;549;2086;"G";75;FALSE;1;"FGz"
"11";41748;"189-2";1;100;629;1886;"G";69;TRUE;1;"GzG"
"12";41749;"189-2";1;100;629;1886;"G";69;TRUE;1;"GzG"
"13";41795;"189-2";1;100;689;1886;"G";68;TRUE;1;"NGz"
"14";41965;"189-2";1;100;619;1686;"P";75;FALSE;1;"FGz"
"15";42610;"189-2";1;100;609;1686;"P";75;FALSE;1;"FGz"
"16";42611;"189-2";1;100;609;1686;"P";75;FALSE;1;"FGz"
"17";42758;"189-2";1;100;629;1686;"P";70;FALSE;1;"FGz"
"18";42759;"189-2";1;100;629;1686;"P";75;FALSE;1;"FGz"
"19";43064;"Re 482-2";1;100;599;1684;"P";70;TRUE;1;"FGz"
"20";43658;"189-2";1;100;539;1386;"P";70;FALSE;1;"FGz"
"21";43661;"189-2";1;100;539;1686;"P";75;FALSE;1;"FGz"
"22";43663;"189-2";1;100;539;1686;"P";75;FALSE;1;"FGz"
"23";43664;"189-2";1;100;539;1386;"P";70;FALSE;1;"FGz"
"24";46669;"189-2";1;90;409;1686;"P";60;FALSE;1;"FGz"
"25";46716;"189-2";1;100;429;686;"P";74;FALSE;1;"FGz"
"26";46717;"189-2";1;100;429;1436;"P";64;FALSE;1;"FGz"
"27";47795;"189-2";1;90;419;1886;"P";58;TRUE;1;"NGz"
"28";48708;"189-2";1;100;679;1586;"P";74;FALSE;1;"FGz"
"29";48711;"189-2";2;80;678;5572;"P";54;FALSE;1;"FGz"
"30";48712;"189-2";1;100;679;1586;"P";74;FALSE;1;"FGz"
"31";48713;"189-2";2;80;678;5572;"P";54;FALSE;1;"Gz"
"32";48714;"189-2";1;100;679;1586;"P";70;FALSE;1;"FGz"
"33";48715;"189-2";2;80;678;5572;"P";54;FALSE;1;"Gz"
"34";48716;"189-2";1;100;679;1586;"P";74;FALSE;1;"FGz"
"35";48717;"189-2";2;80;678;5572;"P";54;FALSE;1;"Gz"
"36";48718;"189-2";1;100;679;1586;"P";74;FALSE;1;"FGz"
"37";48719;"189-2";2;80;678;5572;"P";54;FALSE;1;"Gz"
"38";48721;"189-2";2;80;678;5572;"P";54;FALSE;1;"Gz"
"39";69311;"189-2";2;100;622;1294;"G";65;TRUE;1;"Gz"
"40";75851;"189-3";2;100;625;4132;"G";65;TRUE;1;"GzG"
"41";42331;"189-2";1;100;649;1886;"G";69;TRUE;1;"GzG"
"42";42357;"185-2";1;100;639;1685;"P";80;TRUE;1;"NGz"
"43";43304;"6186-1";1;100;639;1684;"P";80;FALSE;1;"NGz"
"44";43305;"185-2";1;100;639;1685;"P";80;FALSE;1;"FGz"
"45";49772;"189-2";1;100;279;1686;"P";70;TRUE;1;"NGz"
"46";41706;"189-3";1;100;690;2086;"G";65;FALSE;1;"GzG"
"47";41716;"189-3";1;100;690;2086;"G";65;TRUE;1;"GzG"
"48";41717;"189-2";1;100;689;2286;"G";65;FALSE;1;"GzG"
"49";41718;"189-2";1;100;689;2286;"G";65;TRUE;1;"GzG"
"50";41730;"G2000-1";1;100;577;1687;"P";72;FALSE;0;"FGz"
"51";41731;"G2000-1";1;100;577;1687;"P";70;FALSE;0;"Gz"
"52";41732;"189-3";1;100;690;2086;"G";65;FALSE;1;"GzG"
"53";41734;"66-1";1;100;681;2026;"G";70;FALSE;0;"GzG"
"54";41747;"189-3";1;100;690;2086;"G";65;FALSE;1;"FGz"
"55";41759;"189-3";1;100;690;2086;"G";65;FALSE;1;"GzG"
"56";41760;"189-3";1;100;690;2086;"G";65;FALSE;1;"GzG"
"57";41761;"189-3";1;100;690;2086;"G";65;FALSE;1;"GzG"
"58";41769;"189-3";1;90;690;2086;"G";65;TRUE;1;"GzG"
"59";41794;"189-2";2;100;623;1322;"P";75;TRUE;1;"NGz"
"60";41797;"6186-1";1;90;619;1884;"G";68;TRUE;1;"NGz"
"61";43579;"28-1";1;90;619;2085;"G";72;TRUE;1;"FGz"
"62";45395;"189-2";1;100;619;886;"P";70;TRUE;1;"NGz"
"63";45560;"189-2";1;100;619;1186;"P";75;TRUE;1;"NGz"
"64";45570;"189-2";1;100;619;1278;"P";75;TRUE;1;"NGz"
"65";45706;"189-2";1;90;619;1886;"G";68;TRUE;1;"NGz"
"66";45710;"189-2";1;100;669;1686;"P";70;FALSE;1;"FGz"
"67";45713;"189-2";1;90;664;2186;"G";68;FALSE;1;"GzG"
"68";45715;"189-2";1;90;664;2186;"G";68;FALSE;1;"GzG"
"69";45716;"189-2";1;100;669;1686;"P";70;FALSE;1;"FGz"
"70";45719;"189-2";1;90;664;2186;"G";68;FALSE;1;"GzG"
"71";45722;"189-2";1;100;669;1686;"P";70;FALSE;1;"FGz"
"72";45728;"189-2";1;100;669;1686;"P";70;FALSE;1;"FGz"
"73";45741;"189-2";1;90;619;2186;"G";64;FALSE;1;"GzG"
"74";45742;"189-2";1;100;689;1686;"P";70;FALSE;1;"FGz"
"75";45743;"189-2";1;90;619;2481;"G";64;FALSE;1;"GzG"
"76";45744;"189-2";1;100;689;1686;"P";70;FALSE;1;"FGz"
"77";45746;"189-2";1;100;689;1686;"P";70;FALSE;1;"FGz"
"78";47511;"66-2";1;90;591;3726;"P";62;FALSE;0;"NGz"
"79";47710;"66-1";1;100;591;1176;"P";85;FALSE;0;"FGz"
"80";47718;"189-2";2;100;663;1422;"P";80;FALSE;1;"FGz"
"81";47719;"189-2";2;90;663;4172;"G";70;FALSE;1;"GzG"
"82";47724;"66-1";1;100;591;1176;"P";72;FALSE;0;"NGz"
"83";47725;"189-2";1;90;379;2491;"P";62;TRUE;1;"FGz"
"84";47726;"189-2";1;100;379;786;"P";78;TRUE;1;"NGz"
"85";47728;"189-2";1;90;689;2786;"G";68;FALSE;1;"GzG"
"86";47729;"189-2";1;90;669;1586;"P";68;FALSE;1;"FGz"
"87";47750;"189-2";1;90;409;2486;"P";54;FALSE;1;"FGz"
"88";47759;"189-2";1;100;664;2386;"P";70;FALSE;1;"FGz"
"89";48548;"189-2";1;90;519;1986;"G";68;TRUE;1;"NGz"
"90";48730;"189-2";1;100;619;1286;"P";76;FALSE;1;"FGz"
"91";48734;"189-2";1;100;619;1286;"P";76;FALSE;1;"FGz"
"92";48735;"189-2";2;90;613;4092;"P";56;FALSE;1;"FGz"
"93";48743;"189-2";2;90;613;4092;"P";56;FALSE;1;"FGz"
"94";48744;"189-2";1;100;619;1286;"P";76;FALSE;1;"FGz"
"95";48746;"189-2";1;100;619;1286;"P";76;FALSE;1;"FGz"
"96";48747;"189-2";2;90;613;4092;"P";56;FALSE;1;"FGz"
"97";48750;"189-2";1;100;619;1286;"P";76;FALSE;1;"FGz"
"98";48756;"189-2";1;100;619;1286;"P";76;FALSE;1;"FGz"
"99";48758;"189-2";1;100;619;1286;"P";76;FALSE;1;"FGz"
"100";49370;"189-2";2;90;638;1672;"P";78;TRUE;1;"NGz"
"101";49376;"189-2";2;90;638;1672;"P";56;TRUE;1;"NGz"
"102";49500;"66-1";1;100;591;1176;"P";85;FALSE;0;"FGz"
"103";49506;"189-2";2;100;632;1372;"P";100;TRUE;1;"FGz"
"104";49507;"189-2";2;100;632;4132;"P";64;TRUE;1;"FGz"
"105";51081;"294-3";1;80;514;1180;"G";47;FALSE;0;"GzG"
"106";54101;"203-1";1;80;614;468;"G";46;FALSE;0;"NGz"
"107";54114;"294-3";1;80;514;880;"G";47;FALSE;0;"GzG"
"108";62423;"203-1";1;80;164;1267;"G";70;FALSE;0;"NGz"
