"";"TRAINRUN";"TFZ";"NUM_TFZ";"VMAX";"TOTALLENGTH";"TOTALWEIGHT";"BREAKCLASS";"BrH";"LZB";"ELECTRIC";"TRAINCLASS"
"1";42578;"185-2";1;120;569;1435;"P";78;TRUE;1;"NGz"
"2";42581;"185-2";1;120;559;1605;"P";78;TRUE;1;"FGz"
"3";44422;"4370-1";1;100;619;1190;"P";70;FALSE;1;"NGz"
"4";50033;"152-3";1;120;719;1482;"P";82;TRUE;1;"FGz"
"5";50221;"152-3";1;120;589;1287;"P";78;TRUE;1;"FGz"
"6";51408;"155-1";1;100;619;1723;"P";65;FALSE;1;"FGz"
"7";51475;"185-2";1;100;689;1625;"P";69;TRUE;1;"FGz"
"8";51479;"185-2";1;100;719;1675;"P";69;TRUE;1;"FGz"
"9";51487;"185-2";1;120;719;1585;"P";70;TRUE;1;"FGz"
"10";51571;"185-2";1;100;719;1675;"P";68;FALSE;1;"FGz"
"11";51575;"185-2";1;100;719;1675;"P";68;FALSE;1;"FGz"
"12";51577;"185-2";1;100;699;1675;"P";68;FALSE;1;"FGz"
"13";51579;"185-2";1;100;719;1675;"P";68;FALSE;1;"FGz"
"14";51581;"152-3";1;120;719;1462;"P";70;TRUE;1;"FGz"
"15";51802;"155-1";1;100;619;1573;"P";71;FALSE;1;"FGz"
"16";51808;"155-1";1;100;619;1458;"P";71;FALSE;1;"FGz"
"17";51820;"185-2";1;100;719;1485;"P";70;FALSE;1;"FGz"
"18";51826;"185-2";1;100;709;1685;"P";70;FALSE;1;"FGz"
"19";51828;"185-2";1;100;719;1485;"P";70;FALSE;1;"FGz"
"20";51838;"185-2";1;100;719;1485;"P";70;FALSE;1;"FGz"
"21";51841;"155-1";1;100;589;1553;"P";68;FALSE;1;"FGz"
"22";51845;"155-1";1;100;509;1423;"P";68;FALSE;1;"FGz"
"23";51849;"155-1";1;100;589;1553;"P";68;FALSE;1;"FGz"
"24";51880;"185-2";1;100;719;1615;"P";70;FALSE;1;"FGz"
"25";51882;"185-2";1;100;719;1615;"P";70;FALSE;1;"FGz"
"26";52263;"155-1";1;100;719;1723;"P";66;FALSE;1;"FGz"
"27";52264;"155-1";1;100;719;1323;"P";69;FALSE;1;"FGz"
"28";60029;"185-2";1;100;719;1685;"P";69;FALSE;1;"FGz"
"29";60146;"155-1";1;100;659;1323;"P";72;FALSE;1;"FGz"
"30";62530;"185-2";1;100;469;1485;"P";70;TRUE;1;"NGz"
"31";63342;"143-6";2;100;584;965;"P";70;TRUE;1;"NGz"
"32";69158;"182-2";1;120;720;1616;"P";78;TRUE;1;"FGz"
"33";91297;"Re 482-2";1;100;599;1864;"G";70;TRUE;1;"GzG"
"34";91298;"Re 482-2";1;100;549;1884;"G";70;TRUE;1;"FGz"
"35";95058;"185-2";1;100;579;1680;"P";68;FALSE;1;"FGz"
"36";95059;"185-2";1;100;589;1680;"P";68;TRUE;1;"FGz"
"37";95394;"183-1";1;80;589;1917;"P";75;TRUE;1;"NGz"
"38";95442;"185-2";1;100;701;1335;"P";62;TRUE;1;"NGz"
