"";"TRAINRUN";"TFZ";"NUM_TFZ";"VMAX";"TOTALLENGTH";"TOTALWEIGHT";"BREAKCLASS";"BrH";"LZB";"ELECTRIC";"TRAINCLASS"
"1";40550;"185-2";1;100;569;1385;"P";70;TRUE;1;"FGz"
"2";40559;"151-1";1;100;559;1678;"P";75;FALSE;1;"FGz"
"3";41556;"185-2";1;100;559;1385;"P";70;FALSE;1;"FGz"
"4";41857;"189-2";2;100;569;1686;"P";70;TRUE;1;"FGz"
"5";41859;"185-2";1;100;569;1685;"P";70;TRUE;1;"FGz"
"6";42128;"185-2";1;100;559;1385;"P";70;FALSE;1;"FGz"
"7";42581;"151-1";2;120;559;1605;"P";78;TRUE;1;"FGz"
"8";43240;"152-3";1;100;559;1387;"P";78;FALSE;1;"FGz"
"9";43248;"145-2";1;100;558;1380;"P";75;FALSE;1;"FGz"
"10";43250;"145-2";1;100;558;1380;"P";70;FALSE;1;"FGz"
"11";47774;"151-1";1;100;569;1318;"P";76;FALSE;1;"FGz"
"12";47781;"151-1";2;80;614;4156;"P";56;FALSE;1;"FGz"
"13";47782;"151-1";1;100;619;1318;"P";76;FALSE;1;"FGz"
"14";47785;"151-1";2;80;614;4156;"P";56;FALSE;1;"FGz"
"15";47786;"151-1";1;100;619;1318;"P";75;FALSE;1;"FGz"
"16";47882;"185-2";1;100;339;1265;"P";70;TRUE;1;"NGz"
"17";49510;"185-2";1;100;566;1515;"P";85;TRUE;1;"NGz"
"18";50110;"152-3";1;100;719;1687;"P";78;FALSE;1;"NGz"
"19";50111;"152-3";2;120;719;1622;"P";78;TRUE;1;"FGz"
"20";50201;"151-1";2;100;579;1487;"P";82;TRUE;1;"FGz"
"21";50202;"152-3";1;120;594;1457;"P";79;TRUE;1;"FGz"
"22";50215;"151-1";1;120;529;1613;"P";77;TRUE;1;"FGz"
"23";50216;"151-1";1;120;529;1318;"P";78;TRUE;1;"FGz"
"24";50240;"152-3";1;120;594;1287;"P";79;TRUE;1;"FGz"
"25";50241;"151-1";2;120;594;1632;"P";82;TRUE;1;"FGz"
"26";50244;"151-1";1;100;419;818;"P";75;FALSE;1;"FGz"
"27";50245;"151-1";1;100;595;1713;"P";78;FALSE;1;"FGz"
"28";69148;"185-2";1;100;459;835;"P";66;TRUE;1;"NGz"
