"";"TRAINRUN";"TFZ";"NUM_TFZ";"VMAX";"TOTALLENGTH";"TOTALWEIGHT";"BREAKCLASS";"BrH";"LZB";"ELECTRIC";"TRAINCLASS"
"1";32700;"155-1";1;100;499;1833;"P";86;FALSE;1;"FGz"
"2";40008;"185-2";1;100;594;1485;"P";78;TRUE;1;"FGz"
"3";40009;"185-2";1;100;594;1675;"P";78;FALSE;1;"FGz"
"4";42647;"152-3";1;120;649;1677;"P";82;TRUE;1;"FGz"
"5";43016;"Re 482-2";1;100;594;1484;"P";75;TRUE;1;"FGz"
"6";43017;"Re 482-2";1;100;594;1674;"P";70;TRUE;1;"FGz"
"7";46717;"151-1";1;100;429;1468;"P";64;TRUE;1;"FGz"
"8";47464;"185-2";1;90;479;2040;"P";64;TRUE;1;"FGz"
"9";47782;"151-1";1;100;619;1318;"P";76;FALSE;1;"FGz"
"10";47786;"151-1";1;100;619;1318;"P";75;FALSE;1;"FGz"
"11";49057;"155-1";1;100;719;1723;"P";66;TRUE;1;"FGz"
"12";49581;"185-2";1;100;369;635;"P";70;TRUE;1;"NGz"
"13";50096;"152-3";1;100;669;1687;"P";78;TRUE;1;"FGz"
"14";50097;"152-3";1;100;669;1622;"P";78;TRUE;1;"FGz"
"15";50253;"152-3";1;120;719;1682;"P";79;TRUE;1;"FGz"
"16";50282;"151-1";1;120;619;1518;"P";78;TRUE;1;"FGz"
"17";50283;"152-3";1;120;619;1682;"P";78;TRUE;1;"FGz"
"18";51479;"185-2";1;100;719;1675;"P";69;TRUE;1;"FGz"
"19";51487;"185-2";1;120;719;1585;"P";70;TRUE;1;"FGz"
"20";51579;"185-2";1;100;719;1675;"P";68;FALSE;1;"FGz"
"21";51802;"155-1";1;100;619;1573;"P";71;FALSE;1;"FGz"
"22";51826;"185-2";1;100;709;1685;"P";70;FALSE;1;"FGz"
"23";51841;"155-1";1;100;589;1553;"P";68;FALSE;1;"FGz"
"24";52261;"155-1";1;80;599;1723;"P";66;FALSE;1;"FGz"
"25";52263;"155-1";1;100;719;1723;"P";66;FALSE;1;"FGz"
"26";60028;"155-1";1;100;669;923;"P";69;FALSE;1;"FGz"
"27";60029;"185-2";1;100;719;1685;"P";69;FALSE;1;"FGz"
"28";60044;"155-1";1;100;719;1323;"P";62;FALSE;1;"FGz"
"29";60046;"185-2";1;100;719;1385;"P";62;FALSE;1;"FGz"
"30";60081;"155-1";1;100;694;1223;"P";80;FALSE;1;"FGz"
"31";60093;"155-1";1;100;694;973;"P";81;FALSE;1;"FGz"
"32";60121;"155-1";1;100;721;923;"P";69;FALSE;1;"FGz"
"33";60162;"155-1";1;100;670;1323;"P";60;FALSE;1;"NGz"
"34";60406;"145-2";1;100;418;1180;"P";87;FALSE;1;"FGz"
"35";60787;"151-1";1;90;319;1638;"P";55;FALSE;1;"FGz"
"36";62329;"185-2";1;90;389;1835;"P";70;TRUE;1;"NGz"
"37";69275;"182-2";1;120;720;1676;"P";78;TRUE;1;"FGz"
"38";91195;"G1206-3";1;90;315;1087;"P";65;FALSE;0;"FGz"
"39";95430;"189-2";1;100;679;1686;"P";80;TRUE;1;"NGz"
"40";95431;"189-2";1;120;679;1686;"P";85;TRUE;1;"FGz"
