"";"TRAINRUN";"TFZ";"NUM_TFZ";"VMAX";"TOTALLENGTH";"TOTALWEIGHT";"BREAKCLASS";"BrH";"LZB";"ELECTRIC";"TRAINCLASS"
"1";1009;"185-2";1;100;619;1675;"P";78;TRUE;1;"FGz"
"2";32839;"6186-1";2;80;644;2342;"G";80;TRUE;1;"FGz"
"3";32840;"6186-1";1;100;628;1674;"P";80;TRUE;1;"FGz"
"4";40008;"185-2";1;100;594;1485;"P";78;TRUE;1;"FGz"
"5";40564;"189-2";1;100;469;1386;"P";78;TRUE;1;"FGz"
"6";40565;"189-2";1;100;579;1676;"P";78;TRUE;1;"FGz"
"7";40578;"145-2";1;100;558;1380;"P";78;FALSE;1;"FGz"
"8";41139;"182-2";1;120;719;1676;"P";78;TRUE;1;"FGz"
"9";41802;"185-2";1;120;609;1685;"P";78;TRUE;1;"FGz"
"10";41903;"185-2";1;100;639;1675;"P";78;FALSE;1;"FGz"
"11";42164;"185-2";1;100;559;1385;"P";78;FALSE;1;"FGz"
"12";42176;"185-2";1;100;559;1385;"P";78;FALSE;1;"FGz"
"13";42177;"185-2";1;100;559;1625;"P";78;FALSE;1;"FGz"
"14";42903;"185-2";1;100;669;1675;"P";78;FALSE;1;"FGz"
"15";42931;"185-2";1;100;639;1675;"P";78;FALSE;1;"FGz"
"16";42948;"182-2";2;100;688;2017;"G";75;TRUE;1;"GzG"
"17";42949;"182-2";1;100;669;1836;"G";75;TRUE;1;"FGz"
"18";43016;"Re 482-2";1;100;594;1484;"P";75;TRUE;1;"FGz"
"19";43108;"189-2";1;100;269;1286;"P";78;FALSE;1;"FGz"
"20";43109;"189-2";1;100;269;1086;"P";78;TRUE;1;"FGz"
"21";43171;"151-1";1;100;429;1318;"P";78;FALSE;1;"FGz"
"22";43220;"145-2";1;100;558;1380;"P";70;TRUE;1;"FGz"
"23";43221;"151-1";1;100;559;1653;"P";67;TRUE;1;"FGz"
"24";43229;"151-1";1;100;369;1653;"P";67;TRUE;1;"FGz"
"25";43230;"151-1";1;100;559;1418;"P";70;TRUE;1;"FGz"
"26";43231;"151-1";1;100;559;1653;"P";78;TRUE;1;"FGz"
"27";43249;"151-1";1;100;509;1653;"P";78;TRUE;1;"FGz"
"28";43762;"145-2";1;100;538;1380;"P";78;FALSE;1;"FGz"
"29";43940;"182-1";1;100;669;1686;"P";75;TRUE;1;"FGz"
"30";43941;"182-1";1;100;669;1676;"P";78;TRUE;1;"FGz"
"31";43958;"182-2";2;100;688;2017;"G";75;TRUE;1;"GzG"
"32";43986;"185-2";1;80;619;1085;"P";58;TRUE;1;"NGz"
"33";48885;"152-3";1;100;319;1437;"P";72;TRUE;1;"NGz"
"34";48906;"155-1";1;100;369;1458;"P";67;FALSE;1;"FGz"
"35";48924;"185-2";1;100;609;1085;"P";66;FALSE;1;"FGz"
"36";48929;"185-2";1;100;609;885;"P";78;FALSE;1;"FGz"
"37";48987;"185-2";2;90;398;1880;"P";70;TRUE;1;"NGz"
"38";49156;"185-2";1;100;569;1525;"P";67;FALSE;1;"FGz"
"39";50033;"152-3";1;120;699;1587;"P";85;TRUE;1;"FGz"
"40";50035;"152-3";1;120;719;1687;"P";82;TRUE;1;"FGz"
"41";50062;"152-3";1;120;649;1617;"P";78;TRUE;1;"FGz"
"42";50081;"152-3";1;100;719;1677;"P";78;TRUE;1;"FGz"
"43";50085;"152-3";1;100;699;1622;"P";78;TRUE;1;"FGz"
"44";50088;"152-3";1;100;719;1837;"G";70;FALSE;1;"GzG"
"45";50096;"152-3";1;120;669;1687;"P";78;TRUE;1;"FGz"
"46";50109;"152-3";1;100;719;1622;"P";78;FALSE;1;"FGz"
"47";50111;"152-3";1;120;719;1622;"P";78;TRUE;1;"FGz"
"48";50121;"151-1";1;120;719;1653;"P";78;TRUE;1;"FGz"
"49";50124;"151-1";1;120;719;1593;"P";78;TRUE;1;"FGz"
"50";50131;"152-3";1;100;719;1622;"P";78;FALSE;1;"FGz"
"51";50134;"152-2";1;120;719;1562;"P";78;TRUE;1;"FGz"
"52";50136;"151-1";1;120;719;1593;"P";78;TRUE;1;"FGz"
"53";50140;"151-1";1;120;699;1593;"P";78;TRUE;1;"FGz"
"54";50141;"152-3";1;100;699;1622;"P";78;TRUE;1;"FGz"
"55";50142;"151-1";1;120;699;1593;"P";78;TRUE;1;"FGz"
"56";50143;"151-1";1;100;699;1653;"P";78;TRUE;1;"FGz"
"57";50166;"152-3";1;120;719;1617;"P";78;TRUE;1;"FGz"
"58";50168;"152-3";1;120;719;1617;"P";78;TRUE;1;"NGz"
"59";50185;"152-3";1;100;719;1622;"P";78;FALSE;1;"FGz"
"60";50193;"152-3";1;100;719;1622;"P";78;TRUE;1;"FGz"
"61";50195;"152-3";1;100;719;1622;"P";78;TRUE;1;"FGz"
"62";50199;"152-3";1;120;629;1387;"P";78;TRUE;1;"FGz"
"63";50200;"152-3";1;120;629;1467;"P";79;TRUE;1;"FGz"
"64";50250;"152-3";1;120;589;1617;"P";78;TRUE;1;"FGz"
"65";50283;"152-3";1;120;619;1682;"P";78;TRUE;1;"FGz"
"66";50521;"185-2";1;100;719;1675;"P";70;FALSE;1;"FGz"
"67";50536;"151-1";1;120;579;1518;"P";75;TRUE;1;"FGz"
"68";50562;"185-2";1;100;719;1615;"P";78;TRUE;1;"FGz"
"69";50563;"151-1";1;100;609;1518;"P";78;FALSE;1;"FGz"
"70";50571;"151-1";1;120;699;1688;"P";70;TRUE;1;"FGz"
